dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 920, 1021, 1122, 1223, 1324, 1425, 1526, 1635, 1736, 1837, 1938, 2039, 2140, 2241, 2361, 2462, 2563, 2664, 2789, 2890, 2991, 3092, 3193, 3294]","[199, 300, 401, 502, 603, 704, 805, 906, 1019, 1120, 1221, 1322, 1423, 1524, 1625, 1734, 1835, 1936, 2037, 2138, 2239, 2340, 2460, 2561, 2662, 2763, 2888, 2989, 3090, 3191, 3292, 3393]",0.059,0.047
EEGRat,[1000],"[77, 130, 181, 232, 283, 391, 455, 506, 564, 615, 666, 727, 827, 878, 929, 980]","[126, 179, 230, 281, 332, 440, 504, 555, 613, 664, 715, 776, 876, 927, 978, 1029]",0.211,0.544
EEGRat2,[1000],"[1486, 1606, 1932]","[1535, 1655, 1981]",0.333,0.499
FaceFour,"[2800, 5600, 6650]","[3187, 3482, 3891, 4151]","[3436, 3731, 4140, 4400]",0.222,0.496
GrandMalSeizures2,[4550],"[2847, 2920, 2971, 3211, 3380, 4321, 4518, 4569, 4620, 4671, 4813, 4864, 4915, 4966, 5021, 5076, 5361, 5412, 5844, 5898, 5958, 6079, 6186, 6291, 6342, 6398, 6495, 6546, 6597, 6648, 6699, 6750, 6934, 7007, 7059, 7119, 7170, 7221, 7272, 7333, 7415, 7466, 7571, 7627, 7702, 7798, 7892, 7960, 8030, 8081, 8132, 8213, 8264, 8353, 8404, 8455, 8506, 8557, 8741, 8826, 8877, 8928, 8979, 9030, 9121, 9300, 9351, 9512, 9710, 9761, 9812, 9863, 9920, 9980, 10034, 10173, 10224, 10275, 10350]","[2896, 2969, 3020, 3260, 3429, 4370, 4567, 4618, 4669, 4720, 4862, 4913, 4964, 5015, 5070, 5125, 5410, 5461, 5893, 5947, 6007, 6128, 6235, 6340, 6391, 6447, 6544, 6595, 6646, 6697, 6748, 6799, 6983, 7056, 7108, 7168, 7219, 7270, 7321, 7382, 7464, 7515, 7620, 7676, 7751, 7847, 7941, 8009, 8079, 8130, 8181, 8262, 8313, 8402, 8453, 8504, 8555, 8606, 8790, 8875, 8926, 8977, 9028, 9079, 9170, 9349, 9400, 9561, 9759, 9810, 9861, 9912, 9969, 10029, 10083, 10222, 10273, 10324, 10399]",0.049,0.314
GreatBarbet1,"[1900, 3700]","[1851, 2165]","[2100, 2414]",0.333,0.688
Herring,[],"[67, 172, 325, 430, 517, 568, 712, 813, 963, 1068, 1193, 1345, 1396, 1576, 1710, 1832, 1989, 2093, 2179, 2230, 2304, 2355, 2479, 2605, 2758, 2824, 2875, 2946, 2997, 3113, 3241, 3375, 3528, 3628, 3756, 3882, 4011, 4139, 4295, 4395, 4548, 4650, 4779, 4910]","[116, 221, 374, 479, 566, 617, 761, 862, 1012, 1117, 1242, 1394, 1445, 1625, 1759, 1881, 2038, 2142, 2228, 2279, 2353, 2404, 2528, 2654, 2807, 2873, 2924, 2995, 3046, 3162, 3290, 3424, 3577, 3677, 3805, 3931, 4060, 4188, 4344, 4444, 4597, 4699, 4828, 4959]",0.043,0.036
InlineSkate,"[1058, 2704]","[50, 101, 153, 204, 255, 306, 357, 412, 526, 577, 637, 692, 753, 809, 873, 924, 975, 1033, 1099, 1150, 1201, 1265, 1317, 1370, 1421, 1472, 1523, 1578, 1629, 1680, 1731, 1795, 1863, 1914, 1965, 2018, 2069, 2120, 2171, 2231, 2282, 2333, 2384, 2446, 2507, 2573, 2640, 2691, 2749, 2800, 2862, 2927, 2978, 3029, 3080, 3131, 3182, 3236, 3287, 3338, 3389, 3472, 3524, 3575, 3626, 3677, 3728, 3779, 3830, 3881, 3940, 3991, 4042, 4093, 4144, 4195, 4246, 4297, 4348, 4412, 4463, 4514, 4565, 4616, 4667, 4718, 4769]","[99, 150, 202, 253, 304, 355, 406, 461, 575, 626, 686, 741, 802, 858, 922, 973, 1024, 1082, 1148, 1199, 1250, 1314, 1366, 1419, 1470, 1521, 1572, 1627, 1678, 1729, 1780, 1844, 1912, 1963, 2014, 2067, 2118, 2169, 2220, 2280, 2331, 2382, 2433, 2495, 2556, 2622, 2689, 2740, 2798, 2849, 2911, 2976, 3027, 3078, 3129, 3180, 3231, 3285, 3336, 3387, 3438, 3521, 3573, 3624, 3675, 3726, 3777, 3828, 3879, 3930, 3989, 4040, 4091, 4142, 4193, 4244, 4295, 4346, 4397, 4461, 4512, 4563, 4614, 4665, 4716, 4767, 4818]",0.066,0.055
InsectEPG1,[3802],"[1711, 3265, 3572, 4415, 4705, 4956, 5207, 7956, 9630]","[1960, 3514, 3821, 4664, 4954, 5205, 5456, 8205, 9879]",0.167,0.534
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
