dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 204, 305, 406, 507, 633, 734, 835, 936, 1050, 1151, 1252, 1360, 1461, 1562, 1663, 1780, 1881, 1982, 2083, 2184, 2285, 2386, 2505, 2606, 2707, 2808, 2909, 3010, 3111, 3212, 3313]","[199, 303, 404, 505, 606, 732, 833, 934, 1035, 1149, 1250, 1351, 1459, 1560, 1661, 1762, 1879, 1980, 2081, 2182, 2283, 2384, 2485, 2604, 2705, 2806, 2907, 3008, 3109, 3210, 3311, 3412]",0.059,0.041
EEGRat,[1000],"[85, 162, 218, 271, 391, 442, 493, 565, 616, 667, 731, 821, 877, 929, 1000, 1066]","[134, 211, 267, 320, 440, 491, 542, 614, 665, 716, 780, 870, 926, 978, 1049, 1115]",0.211,0.527
EEGRat2,[1000],"[66, 1053, 1486]","[115, 1102, 1535]",0.333,0.7
FaceFour,"[2800, 5600, 6650]","[250, 1056, 1307, 1660, 2002, 3183, 3450, 3701, 3952, 6300, 6551]","[499, 1305, 1556, 1909, 2251, 3432, 3699, 3950, 4201, 6549, 6800]",0.125,0.483
GrandMalSeizures2,[4550],"[229, 2299, 2766, 2827, 2921, 4129, 4180, 4267, 4318, 4384, 4447, 4498, 4564, 4618, 4669, 4784, 4835, 4901, 4952, 5350, 5468, 5588, 5844, 5905, 6077, 6191, 6291, 6342, 6496, 6547, 6598, 6649, 6701, 6775, 7011, 7062, 7157, 7214, 7276, 7338, 7389, 7463, 7547, 7598, 7649, 7703, 7754, 7805, 7940, 8040, 8091, 8180, 8337, 8388, 8439, 8493, 8547, 8598, 8730, 8876, 8927, 8978, 9207, 9300, 9351, 9666, 9720, 9771, 9822, 9894, 9955, 10006, 10057, 10203, 10262, 10377]","[278, 2348, 2815, 2876, 2970, 4178, 4229, 4316, 4367, 4433, 4496, 4547, 4613, 4667, 4718, 4833, 4884, 4950, 5001, 5399, 5517, 5637, 5893, 5954, 6126, 6240, 6340, 6391, 6545, 6596, 6647, 6698, 6750, 6824, 7060, 7111, 7206, 7263, 7325, 7387, 7438, 7512, 7596, 7647, 7698, 7752, 7803, 7854, 7989, 8089, 8140, 8229, 8386, 8437, 8488, 8542, 8596, 8647, 8779, 8925, 8976, 9027, 9256, 9349, 9400, 9715, 9769, 9820, 9871, 9943, 10004, 10055, 10106, 10252, 10311, 10426]",0.051,0.237
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[83, 134, 185, 262, 338, 389, 440, 516, 567, 644, 695, 772, 899, 950, 1028, 1079, 1156, 1207, 1348, 1399, 1464, 1538, 1589, 1669, 1795, 1846, 2003, 2054, 2132, 2183, 2234, 2307, 2358, 2435, 2486, 2563, 2614, 2692, 2743, 2820, 2871, 2949, 3000, 3077, 3128, 3204, 3255, 3332, 3383, 3461, 3539, 3590, 3715, 3766, 3973, 4024, 4100, 4151, 4229, 4280, 4357, 4408, 4486, 4565, 4616, 4667, 4740, 4791, 4867, 4918]","[132, 183, 234, 311, 387, 438, 489, 565, 616, 693, 744, 821, 948, 999, 1077, 1128, 1205, 1256, 1397, 1448, 1513, 1587, 1638, 1718, 1844, 1895, 2052, 2103, 2181, 2232, 2283, 2356, 2407, 2484, 2535, 2612, 2663, 2741, 2792, 2869, 2920, 2998, 3049, 3126, 3177, 3253, 3304, 3381, 3432, 3510, 3588, 3639, 3764, 3815, 4022, 4073, 4149, 4200, 4278, 4329, 4406, 4457, 4535, 4614, 4665, 4716, 4789, 4840, 4916, 4967]",0.028,0.041
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 374, 425, 476, 527, 578, 629, 680, 731, 782, 833, 884, 935, 986, 1037, 1103, 1154, 1205, 1256, 1313, 1368, 1419, 1470, 1521, 1572, 1623, 1674, 1725, 1776, 1827, 1878, 1929, 1980, 2031, 2082, 2136, 2187, 2238, 2289, 2340, 2391, 2447, 2498, 2549, 2600, 2651, 2702, 2753, 2804, 2855, 2906, 2957, 3008, 3059, 3110, 3161, 3212, 3263, 3320, 3371, 3422, 3473, 3524, 3575, 3626, 3677, 3728, 3779, 3830, 3881, 3932, 3983, 4034, 4085, 4136, 4187, 4238, 4289, 4340, 4391, 4447, 4499, 4550, 4601, 4652, 4703, 4754]","[99, 150, 201, 252, 303, 354, 423, 474, 525, 576, 627, 678, 729, 780, 831, 882, 933, 984, 1035, 1086, 1152, 1203, 1254, 1305, 1362, 1417, 1468, 1519, 1570, 1621, 1672, 1723, 1774, 1825, 1876, 1927, 1978, 2029, 2080, 2131, 2185, 2236, 2287, 2338, 2389, 2440, 2496, 2547, 2598, 2649, 2700, 2751, 2802, 2853, 2904, 2955, 3006, 3057, 3108, 3159, 3210, 3261, 3312, 3369, 3420, 3471, 3522, 3573, 3624, 3675, 3726, 3777, 3828, 3879, 3930, 3981, 4032, 4083, 4134, 4185, 4236, 4287, 4338, 4389, 4440, 4496, 4548, 4599, 4650, 4701, 4752, 4803]",0.062,0.04
InsectEPG1,[3802],"[808, 1674, 3291, 4480, 4731, 4982]","[1057, 1923, 3540, 4729, 4980, 5231]",0.222,0.802
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
