dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[101, 397, 538, 668, 828, 967, 1249, 1537, 1673, 1825, 2127, 2408, 2560, 2681, 2844, 3270]","[200, 496, 637, 767, 927, 1066, 1348, 1636, 1772, 1924, 2226, 2507, 2659, 2780, 2943, 3369]",0.111,0.123
EEGRat,[1000],[],[],0.667,0.5
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[77, 243, 299, 393, 444, 502, 554, 606, 663, 714, 771, 852, 936, 1021, 1128, 1179, 1235, 1290, 1369, 1422, 1516, 1567, 1618, 1686, 1750, 1802, 1873, 1940, 2006, 2088, 2143, 2194, 2245, 2326, 2389, 2440, 2506, 2623, 2679, 2730, 2802, 2853, 2904, 2955, 3012, 3063, 3117, 3168, 3235, 3286, 3338, 3389, 3451, 3513, 3564, 3615, 3670, 3739, 3830, 3881, 3933, 3991, 4042, 4100, 4151, 4202, 4274, 4341, 4398, 4449, 4519, 4570, 4621, 4685, 4758, 4809, 4872, 4943, 4994, 5411, 5844, 5902, 6188, 6279, 6341, 6512, 6563, 6614, 6665, 6824, 6982, 7033, 7214, 7265, 7335, 7415, 7466, 7573, 7628, 7703, 7793, 7968, 8038, 8212, 8263, 8354, 8405, 8456, 8507, 8564, 8821, 8874, 8928, 8979, 9075, 9126, 9300, 9351, 9604, 9737, 9937, 9988, 10040, 10182, 10233, 10372]","[126, 292, 348, 442, 493, 551, 603, 655, 712, 763, 820, 901, 985, 1070, 1177, 1228, 1284, 1339, 1418, 1471, 1565, 1616, 1667, 1735, 1799, 1851, 1922, 1989, 2055, 2137, 2192, 2243, 2294, 2375, 2438, 2489, 2555, 2672, 2728, 2779, 2851, 2902, 2953, 3004, 3061, 3112, 3166, 3217, 3284, 3335, 3387, 3438, 3500, 3562, 3613, 3664, 3719, 3788, 3879, 3930, 3982, 4040, 4091, 4149, 4200, 4251, 4323, 4390, 4447, 4498, 4568, 4619, 4670, 4734, 4807, 4858, 4921, 4992, 5043, 5460, 5893, 5951, 6237, 6328, 6390, 6561, 6612, 6663, 6714, 6873, 7031, 7082, 7263, 7314, 7384, 7464, 7515, 7622, 7677, 7752, 7842, 8017, 8087, 8261, 8312, 8403, 8454, 8505, 8556, 8613, 8870, 8923, 8977, 9028, 9124, 9175, 9349, 9400, 9653, 9786, 9986, 10037, 10089, 10231, 10282, 10421]",0.031,0.057
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[776],[825],0.4,0.53
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],"[895, 2831]","[1644, 3580]",0.4,0.834
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[5094, 5245, 5301, 5372, 5433, 5490, 5556, 5616, 5684, 5751, 5807, 5875, 5943, 6266]","[5143, 5294, 5350, 5421, 5482, 5539, 5605, 5665, 5733, 5800, 5856, 5924, 5992, 6315]",0.2,0.25
TiltECG,[25000],"[1351, 2352, 3472, 4487, 5488, 6503, 7512, 8645, 9646, 10647, 11648, 12746, 13923, 15069, 16070, 17071, 18142, 19240, 20338, 21339, 22358, 23359, 24360, 25361, 26362, 27363, 28364, 29365, 30765, 31766, 32767, 33768, 34769, 35770, 36771, 37772, 38773]","[2350, 3351, 4471, 5486, 6487, 7502, 8511, 9644, 10645, 11646, 12647, 13745, 14922, 16068, 17069, 18070, 19141, 20239, 21337, 22338, 23357, 24358, 25359, 26360, 27361, 28362, 29363, 30364, 31764, 32765, 33766, 34767, 35768, 36769, 37770, 38771, 39772]",0.1,0.069
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[],[],0.667,0.5
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
