dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 212, 360, 503, 643, 787, 930, 1066, 1167, 1268, 1371, 1514, 1648, 1792, 1939, 2040, 2141, 2242, 2372, 2513, 2657, 2802, 2943, 3086, 3187, 3288]","[199, 311, 459, 602, 742, 886, 1029, 1165, 1266, 1367, 1470, 1613, 1747, 1891, 2038, 2139, 2240, 2341, 2471, 2612, 2756, 2901, 3042, 3185, 3286, 3387]",0.071,0.049
EEGRat,[1000],"[183, 467, 518, 573, 663, 757, 933]","[232, 516, 567, 622, 712, 806, 982]",0.2,0.611
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[6551, 7023, 7074, 7648, 8404, 8455, 8506, 9353, 9990]","[6600, 7072, 7123, 7697, 8453, 8504, 8555, 9402, 10039]",0.167,0.411
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[2224, 2867]","[2273, 2916]",0.5,0.446
InlineSkate,"[1058, 2704]","[50, 158, 212, 295, 378, 429, 533, 585, 648, 701, 762, 817, 881, 932, 983, 1106, 1157, 1220, 1277, 1328, 1379, 1443, 1517, 1587, 1638, 1689, 1740, 1816, 1874, 1960, 2028, 2090, 2142, 2284, 2335, 2394, 2452, 2524, 2579, 2673, 2753, 2804, 2879, 2934, 3027, 3078, 3129, 3181, 3242, 3293, 3344, 3400, 3573, 3624, 3675, 3822, 3895, 3949, 4005, 4056, 4107, 4173, 4229, 4280, 4335, 4419, 4470, 4526, 4585, 4672, 4761]","[99, 207, 261, 344, 427, 478, 582, 634, 697, 750, 811, 866, 930, 981, 1032, 1155, 1206, 1269, 1326, 1377, 1428, 1492, 1566, 1636, 1687, 1738, 1789, 1865, 1923, 2009, 2077, 2139, 2191, 2333, 2384, 2443, 2501, 2573, 2628, 2722, 2802, 2853, 2928, 2983, 3076, 3127, 3178, 3230, 3291, 3342, 3393, 3449, 3622, 3673, 3724, 3871, 3944, 3998, 4054, 4105, 4156, 4222, 4278, 4329, 4384, 4468, 4519, 4575, 4634, 4721, 4810]",0.08,0.088
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[2289, 2340, 2461, 2539, 2632, 4074, 4137, 4188, 4259, 4310, 4441, 4505, 4563, 4693, 4744, 4804, 5084, 5144, 5229, 5286, 5358, 5417, 5482, 5542, 5609, 5667, 5741, 5798, 5865, 5926, 5998, 6056, 6123, 6184, 6250, 6309]","[2338, 2389, 2510, 2588, 2681, 4123, 4186, 4237, 4308, 4359, 4490, 4554, 4612, 4742, 4793, 4853, 5133, 5193, 5278, 5335, 5407, 5466, 5531, 5591, 5658, 5716, 5790, 5847, 5914, 5975, 6047, 6105, 6172, 6233, 6299, 6358]",0.143,0.408
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[1053, 1747, 2545, 2605, 2890]","[1102, 1796, 2594, 2654, 2939]",0.25,0.6
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
