dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 918, 1019, 1120, 1221, 1322, 1423, 1524, 1631, 1732, 1833, 1934, 2035, 2136, 2237, 2358, 2459, 2560, 2661, 2762, 2863, 2964, 3075, 3176, 3277]","[199, 300, 401, 502, 603, 704, 805, 906, 1017, 1118, 1219, 1320, 1421, 1522, 1623, 1730, 1831, 1932, 2033, 2134, 2235, 2336, 2457, 2558, 2659, 2760, 2861, 2962, 3063, 3174, 3275, 3376]",0.059,0.052
EEGRat,[1000],"[65, 116, 167, 218, 269, 352, 403, 454, 505, 562, 613, 664, 715, 766, 824, 875, 926, 977, 1028, 1079, 1152, 1217, 1473, 1524, 1619, 1851, 1902]","[114, 165, 216, 267, 318, 401, 452, 503, 554, 611, 662, 713, 764, 815, 873, 924, 975, 1026, 1077, 1128, 1201, 1266, 1522, 1573, 1668, 1900, 1951]",0.067,0.17
EEGRat2,[1000],"[55, 106, 157, 217, 473, 524, 619, 851, 902, 1063, 1114, 1236, 1475, 1535, 1592, 1656, 1728, 1815, 1921]","[104, 155, 206, 266, 522, 573, 668, 900, 951, 1112, 1163, 1285, 1524, 1584, 1641, 1705, 1777, 1864, 1970]",0.091,0.248
FaceFour,"[2800, 5600, 6650]","[2921, 3174, 3448, 3878, 4147]","[3170, 3423, 3697, 4127, 4396]",0.2,0.523
GrandMalSeizures2,[4550],"[50, 101, 152, 203, 254, 305, 356, 407, 458, 509, 560, 611, 662, 713, 764, 815, 866, 917, 968, 1019, 1070, 1122, 1173, 1224, 1275, 1326, 1377, 1428, 1479, 1530, 1581, 1632, 1683, 1734, 1785, 1836, 1887, 1938, 1989, 2040, 2091, 2142, 2193, 2244, 2295, 2346, 2397, 2448, 2499, 2550, 2601, 2652, 2703, 2754, 2805, 2856, 2907, 2958, 3009, 3060, 3111, 3162, 3213, 3264, 3315, 3366, 3417, 3468, 3519, 3570, 3621, 3672, 3723, 3774, 3825, 3876, 3927, 3978, 4029, 4080, 4131, 4182, 4233, 4284, 4335, 4386, 4437, 4488, 4539, 4590, 4641, 4692, 4743, 4794, 4845, 4896, 4947, 4998, 5049, 5100, 5152, 5203, 5254, 5305, 5356, 5407, 5458, 5509, 5560, 5611, 5662, 5713, 5764, 5816, 5867, 5918, 5969, 6020, 6071, 6122, 6173, 6224, 6275, 6326, 6377, 6428, 6479, 6531, 6582, 6634, 6686, 6737, 6788, 6839, 6890, 6941, 6992, 7043, 7094, 7145, 7196, 7247, 7298, 7349, 7400, 7451, 7502, 7553, 7604, 7655, 7706, 7757, 7808, 7859, 7910, 7961, 8012, 8063, 8114, 8165, 8216, 8267, 8318, 8369, 8420, 8471, 8522, 8573, 8624, 8675, 8726, 8777, 8828, 8879, 8930, 8981, 9032, 9083, 9134, 9185, 9237, 9288, 9339, 9392, 9443, 9494, 9546, 9597, 9648, 9699, 9750, 9802, 9853, 9906, 9957, 10008, 10059, 10110, 10161, 10212, 10263, 10314, 10365]","[99, 150, 201, 252, 303, 354, 405, 456, 507, 558, 609, 660, 711, 762, 813, 864, 915, 966, 1017, 1068, 1119, 1171, 1222, 1273, 1324, 1375, 1426, 1477, 1528, 1579, 1630, 1681, 1732, 1783, 1834, 1885, 1936, 1987, 2038, 2089, 2140, 2191, 2242, 2293, 2344, 2395, 2446, 2497, 2548, 2599, 2650, 2701, 2752, 2803, 2854, 2905, 2956, 3007, 3058, 3109, 3160, 3211, 3262, 3313, 3364, 3415, 3466, 3517, 3568, 3619, 3670, 3721, 3772, 3823, 3874, 3925, 3976, 4027, 4078, 4129, 4180, 4231, 4282, 4333, 4384, 4435, 4486, 4537, 4588, 4639, 4690, 4741, 4792, 4843, 4894, 4945, 4996, 5047, 5098, 5149, 5201, 5252, 5303, 5354, 5405, 5456, 5507, 5558, 5609, 5660, 5711, 5762, 5813, 5865, 5916, 5967, 6018, 6069, 6120, 6171, 6222, 6273, 6324, 6375, 6426, 6477, 6528, 6580, 6631, 6683, 6735, 6786, 6837, 6888, 6939, 6990, 7041, 7092, 7143, 7194, 7245, 7296, 7347, 7398, 7449, 7500, 7551, 7602, 7653, 7704, 7755, 7806, 7857, 7908, 7959, 8010, 8061, 8112, 8163, 8214, 8265, 8316, 8367, 8418, 8469, 8520, 8571, 8622, 8673, 8724, 8775, 8826, 8877, 8928, 8979, 9030, 9081, 9132, 9183, 9234, 9286, 9337, 9388, 9441, 9492, 9543, 9595, 9646, 9697, 9748, 9799, 9851, 9902, 9955, 10006, 10057, 10108, 10159, 10210, 10261, 10312, 10363, 10414]",0.019,0.012
GreatBarbet1,"[1900, 3700]","[254, 1778, 2106, 3645]","[503, 2027, 2355, 3894]",0.25,0.853
Herring,[],"[50, 107, 166, 217, 322, 373, 425, 476, 527, 595, 646, 708, 759, 810, 875, 939, 990, 1061, 1112, 1163, 1224, 1343, 1394, 1448, 1499, 1571, 1622, 1673, 1733, 1794, 1845, 1958, 2009, 2060, 2116, 2176, 2227, 2278, 2341, 2392, 2443, 2502, 2566, 2617, 2669, 2727, 2778, 2829, 2880, 2942, 2993, 3044, 3106, 3157, 3208, 3259, 3310, 3370, 3421, 3496, 3547, 3598, 3659, 3715, 3766, 3846, 3897, 3971, 4022, 4076, 4135, 4186, 4261, 4312, 4363, 4414, 4486, 4546, 4597, 4648, 4699, 4750, 4809, 4902]","[99, 156, 215, 266, 371, 422, 474, 525, 576, 644, 695, 757, 808, 859, 924, 988, 1039, 1110, 1161, 1212, 1273, 1392, 1443, 1497, 1548, 1620, 1671, 1722, 1782, 1843, 1894, 2007, 2058, 2109, 2165, 2225, 2276, 2327, 2390, 2441, 2492, 2551, 2615, 2666, 2718, 2776, 2827, 2878, 2929, 2991, 3042, 3093, 3155, 3206, 3257, 3308, 3359, 3419, 3470, 3545, 3596, 3647, 3708, 3764, 3815, 3895, 3946, 4020, 4071, 4125, 4184, 4235, 4310, 4361, 4412, 4463, 4535, 4595, 4646, 4697, 4748, 4799, 4858, 4951]",0.023,0.024
InlineSkate,"[1058, 2704]","[50, 101, 155, 206, 257, 308, 359, 410, 463, 522, 573, 631, 687, 749, 805, 867, 919, 970, 1028, 1079, 1130, 1181, 1232, 1283, 1334, 1385, 1436, 1487, 1538, 1589, 1640, 1691, 1742, 1793, 1851, 1902, 1953, 2004, 2055, 2106, 2157, 2208, 2265, 2316, 2367, 2418, 2469, 2520, 2571, 2642, 2693, 2746, 2797, 2850, 2918, 2969, 3020, 3071, 3122, 3173, 3232, 3283, 3334, 3385, 3470, 3521, 3572, 3623, 3674, 3725, 3776, 3827, 3878, 3932, 3983, 4034, 4085, 4145, 4196, 4247, 4298, 4349, 4405, 4456, 4507, 4558, 4609, 4660, 4711, 4762]","[99, 150, 204, 255, 306, 357, 408, 459, 512, 571, 622, 680, 736, 798, 854, 916, 968, 1019, 1077, 1128, 1179, 1230, 1281, 1332, 1383, 1434, 1485, 1536, 1587, 1638, 1689, 1740, 1791, 1842, 1900, 1951, 2002, 2053, 2104, 2155, 2206, 2257, 2314, 2365, 2416, 2467, 2518, 2569, 2620, 2691, 2742, 2795, 2846, 2899, 2967, 3018, 3069, 3120, 3171, 3222, 3281, 3332, 3383, 3434, 3519, 3570, 3621, 3672, 3723, 3774, 3825, 3876, 3927, 3981, 4032, 4083, 4134, 4194, 4245, 4296, 4347, 4398, 4454, 4505, 4556, 4607, 4658, 4709, 4760, 4811]",0.064,0.045
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
