dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 920, 1021, 1122, 1223, 1324, 1425, 1526, 1634, 1735, 1836, 1937, 2038, 2139, 2240, 2351, 2452, 2553, 2654, 2755, 2856, 2957, 3058, 3159, 3260]","[199, 300, 401, 502, 603, 704, 805, 906, 1019, 1120, 1221, 1322, 1423, 1524, 1625, 1733, 1834, 1935, 2036, 2137, 2238, 2339, 2450, 2551, 2652, 2753, 2854, 2955, 3056, 3157, 3258, 3359]",0.059,0.057
EEGRat,[1000],"[63, 114, 165, 216, 270, 388, 439, 490, 562, 613, 664, 727, 819, 875, 927, 978, 1029, 1115, 1248, 1299, 1410, 1467]","[112, 163, 214, 265, 319, 437, 488, 539, 611, 662, 713, 776, 868, 924, 976, 1027, 1078, 1164, 1297, 1348, 1459, 1516]",0.08,0.326
EEGRat2,[1000],"[61, 115, 248, 299, 410, 467, 1000, 1051, 1411, 1462, 1619]","[110, 164, 297, 348, 459, 516, 1049, 1100, 1460, 1511, 1668]",0.286,0.457
FaceFour,"[2800, 5600, 6650]","[250, 607, 935, 1303, 1650, 1996, 2317, 2683, 3005, 3256, 3546, 3880, 4146, 4397, 4877, 5128, 5500, 6003, 6298, 6549, 6902, 7254, 7954]","[499, 856, 1184, 1552, 1899, 2245, 2566, 2932, 3254, 3505, 3795, 4129, 4395, 4646, 5126, 5377, 5749, 6252, 6547, 6798, 7151, 7503, 8203]",0.071,0.228
GrandMalSeizures2,[4550],"[220, 900, 1940, 2244, 2295, 2374, 2766, 2817, 2870, 2921, 2996, 3211, 3425, 3613, 4019, 4128, 4179, 4257, 4317, 4381, 4446, 4497, 4548, 4599, 4650, 4704, 4782, 4833, 4884, 4935, 5026, 5171, 5253, 5321, 5409, 5460, 5511, 5579, 5731, 5841, 5898, 5957, 6073, 6151, 6202, 6253, 6304, 6439, 6490, 6541, 6592, 6644, 6695, 6746, 6797, 6862, 6913, 7001, 7055, 7120, 7171, 7222, 7273, 7334, 7385, 7462, 7521, 7572, 7628, 7700, 7751, 7802, 7865, 7918, 7969, 8020, 8075, 8130, 8181, 8232, 8329, 8386, 8437, 8491, 8546, 8597, 8713, 8768, 8821, 8872, 8923, 8974, 9028, 9079, 9204, 9255, 9306, 9357, 9408, 9513, 9657, 9708, 9759, 9810, 9861, 9912, 9963, 10014, 10076, 10148, 10199, 10261, 10343]","[269, 949, 1989, 2293, 2344, 2423, 2815, 2866, 2919, 2970, 3045, 3260, 3474, 3662, 4068, 4177, 4228, 4306, 4366, 4430, 4495, 4546, 4597, 4648, 4699, 4753, 4831, 4882, 4933, 4984, 5075, 5220, 5302, 5370, 5458, 5509, 5560, 5628, 5780, 5890, 5947, 6006, 6122, 6200, 6251, 6302, 6353, 6488, 6539, 6590, 6641, 6693, 6744, 6795, 6846, 6911, 6962, 7050, 7104, 7169, 7220, 7271, 7322, 7383, 7434, 7511, 7570, 7621, 7677, 7749, 7800, 7851, 7914, 7967, 8018, 8069, 8124, 8179, 8230, 8281, 8378, 8435, 8486, 8540, 8595, 8646, 8762, 8817, 8870, 8921, 8972, 9023, 9077, 9128, 9253, 9304, 9355, 9406, 9457, 9562, 9706, 9757, 9808, 9859, 9910, 9961, 10012, 10063, 10125, 10197, 10248, 10310, 10392]",0.034,0.114
GreatBarbet1,"[1900, 3700]",[1858],[2107],0.8,0.713
Herring,[],"[52, 115, 166, 217, 268, 333, 387, 438, 514, 565, 642, 693, 771, 822, 897, 948, 1026, 1077, 1155, 1206, 1284, 1345, 1396, 1447, 1498, 1549, 1624, 1675, 1746, 1797, 1848, 1923, 1974, 2050, 2101, 2178, 2229, 2305, 2356, 2434, 2485, 2562, 2613, 2690, 2741, 2818, 2869, 2946, 2997, 3074, 3125, 3202, 3253, 3330, 3381, 3459, 3510, 3586, 3637, 3714, 3765, 3843, 3894, 3971, 4022, 4098, 4149, 4227, 4278, 4355, 4406, 4483, 4534, 4599, 4650, 4701, 4776, 4827, 4913]","[101, 164, 215, 266, 317, 382, 436, 487, 563, 614, 691, 742, 820, 871, 946, 997, 1075, 1126, 1204, 1255, 1333, 1394, 1445, 1496, 1547, 1598, 1673, 1724, 1795, 1846, 1897, 1972, 2023, 2099, 2150, 2227, 2278, 2354, 2405, 2483, 2534, 2611, 2662, 2739, 2790, 2867, 2918, 2995, 3046, 3123, 3174, 3251, 3302, 3379, 3430, 3508, 3559, 3635, 3686, 3763, 3814, 3892, 3943, 4020, 4071, 4147, 4198, 4276, 4327, 4404, 4455, 4532, 4583, 4648, 4699, 4750, 4825, 4876, 4962]",0.025,0.017
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 356, 413, 469, 520, 571, 622, 673, 724, 775, 826, 877, 928, 979, 1030, 1101, 1152, 1203, 1254, 1305, 1356, 1407, 1458, 1509, 1560, 1611, 1662, 1713, 1764, 1815, 1866, 1917, 1968, 2019, 2070, 2121, 2172, 2223, 2279, 2330, 2381, 2432, 2483, 2534, 2585, 2638, 2689, 2749, 2800, 2851, 2902, 2953, 3004, 3055, 3106, 3157, 3208, 3259, 3310, 3361, 3412, 3463, 3514, 3565, 3616, 3667, 3718, 3769, 3820, 3871, 3922, 3979, 4030, 4081, 4132, 4183, 4234, 4285, 4336, 4387, 4438, 4489, 4540, 4591, 4642, 4693, 4744]","[99, 150, 201, 252, 303, 354, 405, 462, 518, 569, 620, 671, 722, 773, 824, 875, 926, 977, 1028, 1079, 1150, 1201, 1252, 1303, 1354, 1405, 1456, 1507, 1558, 1609, 1660, 1711, 1762, 1813, 1864, 1915, 1966, 2017, 2068, 2119, 2170, 2221, 2272, 2328, 2379, 2430, 2481, 2532, 2583, 2634, 2687, 2738, 2798, 2849, 2900, 2951, 3002, 3053, 3104, 3155, 3206, 3257, 3308, 3359, 3410, 3461, 3512, 3563, 3614, 3665, 3716, 3767, 3818, 3869, 3920, 3971, 4028, 4079, 4130, 4181, 4232, 4283, 4334, 4385, 4436, 4487, 4538, 4589, 4640, 4691, 4742, 4793]",0.062,0.039
InsectEPG1,[3802],"[513, 764, 1408, 1659, 2317, 3237, 3488, 3745, 4030, 4413, 4664, 4915, 5250, 7978]","[762, 1013, 1657, 1908, 2566, 3486, 3737, 3994, 4279, 4662, 4913, 5164, 5499, 8227]",0.235,0.585
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
