dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 210, 311, 412, 513, 637, 738, 839, 940, 1065, 1166, 1267, 1368, 1469, 1570, 1671, 1782, 1883, 1984, 2085, 2186, 2287, 2388, 2511, 2612, 2713, 2814, 2941, 3042, 3143, 3244]","[199, 309, 410, 511, 612, 736, 837, 938, 1039, 1164, 1265, 1366, 1467, 1568, 1669, 1770, 1881, 1982, 2083, 2184, 2285, 2386, 2487, 2610, 2711, 2812, 2913, 3040, 3141, 3242, 3343]",0.061,0.061
EEGRat,[1000],"[111, 181, 272, 405, 456, 507, 569, 640, 753, 829, 880, 931]","[160, 230, 321, 454, 505, 556, 618, 689, 802, 878, 929, 980]",0.133,0.534
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]","[254, 1058, 1309, 3186, 3888, 6302, 6553]","[503, 1307, 1558, 3435, 4137, 6551, 6802]",0.167,0.548
GrandMalSeizures2,[4550],"[4129, 4180, 4268, 4321, 4397, 4462, 4565, 4656, 4784, 5592, 5854, 5908, 6292, 6348, 6544, 6595, 6654, 7022, 7073, 7215, 7388, 7464, 7565, 7636, 7742, 7798, 8043, 8094, 8195, 8346, 8397, 8448, 8499, 8550, 8741, 8895, 9305, 9356, 9670, 9737, 9904, 9986, 10037, 10088, 10208, 10263, 10378]","[4178, 4229, 4317, 4370, 4446, 4511, 4614, 4705, 4833, 5641, 5903, 5957, 6341, 6397, 6593, 6644, 6703, 7071, 7122, 7264, 7437, 7513, 7614, 7685, 7791, 7847, 8092, 8143, 8244, 8395, 8446, 8497, 8548, 8599, 8790, 8944, 9354, 9405, 9719, 9786, 9953, 10035, 10086, 10137, 10257, 10312, 10427]",0.08,0.473
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[134, 390, 553, 900, 951, 1078, 1207, 1540, 1591, 1796, 1847, 2181, 2232, 2308, 2359, 2437, 2488, 2565, 2821, 2872, 2984, 3206, 3334, 3717, 3768, 4102, 4153, 4358, 4409, 4614, 4665, 4742, 4793, 4869, 4920]","[183, 439, 602, 949, 1000, 1127, 1256, 1589, 1640, 1845, 1896, 2230, 2281, 2357, 2408, 2486, 2537, 2614, 2870, 2921, 3033, 3255, 3383, 3766, 3817, 4151, 4202, 4407, 4458, 4663, 4714, 4791, 4842, 4918, 4969]",0.054,0.077
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 376, 427, 478, 529, 580, 631, 682, 733, 784, 835, 886, 937, 988, 1039, 1105, 1156, 1207, 1258, 1315, 1370, 1421, 1472, 1523, 1574, 1625, 1676, 1727, 1778, 1829, 1880, 1931, 1982, 2033, 2084, 2138, 2193, 2244, 2295, 2346, 2397, 2449, 2500, 2551, 2602, 2653, 2704, 2755, 2806, 2857, 2908, 2959, 3010, 3061, 3112, 3163, 3214, 3270, 3322, 3373, 3424, 3475, 3526, 3577, 3628, 3679, 3730, 3781, 3832, 3883, 3934, 3985, 4036, 4087, 4138, 4189, 4240, 4291, 4342, 4393, 4450, 4501, 4552, 4603, 4654, 4705, 4756]","[99, 150, 201, 252, 303, 354, 425, 476, 527, 578, 629, 680, 731, 782, 833, 884, 935, 986, 1037, 1088, 1154, 1205, 1256, 1307, 1364, 1419, 1470, 1521, 1572, 1623, 1674, 1725, 1776, 1827, 1878, 1929, 1980, 2031, 2082, 2133, 2187, 2242, 2293, 2344, 2395, 2446, 2498, 2549, 2600, 2651, 2702, 2753, 2804, 2855, 2906, 2957, 3008, 3059, 3110, 3161, 3212, 3263, 3319, 3371, 3422, 3473, 3524, 3575, 3626, 3677, 3728, 3779, 3830, 3881, 3932, 3983, 4034, 4085, 4136, 4187, 4238, 4289, 4340, 4391, 4442, 4499, 4550, 4601, 4652, 4703, 4754, 4805]",0.062,0.04
InsectEPG1,[3802],"[1710, 4852]","[1959, 5101]",0.4,0.815
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[91, 142, 207, 270, 395, 523, 716, 780, 1032, 1166, 1331, 1382, 1441, 1512, 1582, 1634, 1707, 1759, 1839, 1892, 1995, 2082, 2148, 2221, 2276, 2333, 2384, 2458, 2512, 2563, 2614, 2665, 2732, 2797, 2865, 2942, 2996, 3070, 3123, 3177, 3246, 3304, 3355, 3406, 3457, 3508, 3567, 3638, 3689, 3758, 3850, 3922, 3973, 4033, 4127, 4178, 4253, 4308, 4439, 4493, 4552, 4616, 4691, 4742, 4802, 4947, 5041, 5092, 5143, 5226, 5285, 5355, 5415, 5481, 5539, 5607, 5666, 5734, 5797, 5862, 5922, 5997, 6054, 6122, 6178, 6248, 6307]","[140, 191, 256, 319, 444, 572, 765, 829, 1081, 1215, 1380, 1431, 1490, 1561, 1631, 1683, 1756, 1808, 1888, 1941, 2044, 2131, 2197, 2270, 2325, 2382, 2433, 2507, 2561, 2612, 2663, 2714, 2781, 2846, 2914, 2991, 3045, 3119, 3172, 3226, 3295, 3353, 3404, 3455, 3506, 3557, 3616, 3687, 3738, 3807, 3899, 3971, 4022, 4082, 4176, 4227, 4302, 4357, 4488, 4542, 4601, 4665, 4740, 4791, 4851, 4996, 5090, 5141, 5192, 5275, 5334, 5404, 5464, 5530, 5588, 5656, 5715, 5783, 5846, 5911, 5971, 6046, 6103, 6171, 6227, 6297, 6356]",0.108,0.105
TiltECG,[25000],"[24673, 32975, 34033]","[25672, 33974, 35032]",0.667,0.812
ToeSegmentation1,[1385],[1907],[1956],0.5,0.675
ToeSegmentation2,[1543],"[490, 545, 829, 1003, 1054, 1105, 1156, 1422, 1473, 1525, 1576, 1747, 2044, 2095, 2415, 2539, 2590, 2641, 2692, 2762, 2871, 2935]","[539, 594, 878, 1052, 1103, 1154, 1205, 1471, 1522, 1574, 1625, 1796, 2093, 2144, 2464, 2588, 2639, 2690, 2741, 2811, 2920, 2984]",0.16,0.262
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
