dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 924, 1025, 1126, 1227, 1358, 1459, 1560, 1661, 1783, 1884, 1985, 2086, 2187, 2288, 2389, 2503, 2604, 2705, 2806, 2907, 3008, 3109, 3225, 3326]","[199, 300, 401, 502, 603, 704, 805, 906, 1023, 1124, 1225, 1326, 1457, 1558, 1659, 1760, 1882, 1983, 2084, 2185, 2286, 2387, 2488, 2602, 2703, 2804, 2905, 3006, 3107, 3208, 3324, 3425]",0.059,0.038
EEGRat,[1000],"[82, 161, 217, 270, 463, 514, 568, 619, 731, 879, 930, 994]","[131, 210, 266, 319, 512, 563, 617, 668, 780, 928, 979, 1043]",0.267,0.594
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[3198],[3447],0.333,0.53
GrandMalSeizures2,[4550],"[4519, 4570, 4621, 4712, 4873, 4947, 5411, 5904, 6190, 6341, 6497, 6548, 6599, 6650, 6701, 6938, 7012, 7066, 7121, 7214, 7270, 7337, 7465, 7572, 7628, 7745, 7968, 8042, 8093, 8145, 8355, 8406, 8457, 8508, 8563, 8875, 8926, 8977, 9125, 9303, 9354, 9732, 9783, 9929, 9982, 10035, 10218, 10269, 10376]","[4568, 4619, 4670, 4761, 4922, 4996, 5460, 5953, 6239, 6390, 6546, 6597, 6648, 6699, 6750, 6987, 7061, 7115, 7170, 7263, 7319, 7386, 7514, 7621, 7677, 7794, 8017, 8091, 8142, 8194, 8404, 8455, 8506, 8557, 8612, 8924, 8975, 9026, 9174, 9352, 9403, 9781, 9832, 9978, 10031, 10084, 10267, 10318, 10425]",0.077,0.48
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[69, 176, 434, 555, 965, 1198, 1348, 1580, 1836, 2220, 2307, 2358, 2860, 2986, 3246, 4018, 4143, 4399, 4552, 4655, 4784, 4935]","[118, 225, 483, 604, 1014, 1247, 1397, 1629, 1885, 2269, 2356, 2407, 2909, 3035, 3295, 4067, 4192, 4448, 4601, 4704, 4833, 4984]",0.083,0.155
InlineSkate,"[1058, 2704]","[50, 101, 154, 205, 256, 307, 374, 425, 529, 580, 641, 697, 756, 812, 876, 927, 978, 1057, 1108, 1159, 1210, 1271, 1322, 1373, 1434, 1506, 1582, 1633, 1684, 1735, 1802, 1869, 1920, 1971, 2022, 2083, 2138, 2233, 2284, 2335, 2387, 2448, 2514, 2576, 2648, 2703, 2754, 2805, 2872, 2930, 2981, 3032, 3083, 3134, 3185, 3238, 3289, 3340, 3391, 3476, 3527, 3578, 3629, 3680, 3734, 3811, 3868, 3944, 3995, 4046, 4097, 4148, 4199, 4250, 4301, 4352, 4415, 4466, 4517, 4576, 4627, 4678, 4742]","[99, 150, 203, 254, 305, 356, 423, 474, 578, 629, 690, 746, 805, 861, 925, 976, 1027, 1106, 1157, 1208, 1259, 1320, 1371, 1422, 1483, 1555, 1631, 1682, 1733, 1784, 1851, 1918, 1969, 2020, 2071, 2132, 2187, 2282, 2333, 2384, 2436, 2497, 2563, 2625, 2697, 2752, 2803, 2854, 2921, 2979, 3030, 3081, 3132, 3183, 3234, 3287, 3338, 3389, 3440, 3525, 3576, 3627, 3678, 3729, 3783, 3860, 3917, 3993, 4044, 4095, 4146, 4197, 4248, 4299, 4350, 4401, 4464, 4515, 4566, 4625, 4676, 4727, 4791]",0.069,0.059
InsectEPG1,[3802],"[3645, 4826]","[3894, 5075]",0.8,0.931
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
