dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 213, 350, 451, 552, 653, 786, 927, 1066, 1167, 1268, 1372, 1513, 1647, 1748, 1849, 1950, 2085, 2226, 2366, 2514, 2652, 2753, 2854, 2955, 3085, 3186, 3287]","[199, 312, 449, 550, 651, 752, 885, 1026, 1165, 1266, 1367, 1471, 1612, 1746, 1847, 1948, 2049, 2184, 2325, 2465, 2613, 2751, 2852, 2953, 3054, 3184, 3285, 3386]",0.067,0.049
EEGRat,[1000],"[113, 183, 441, 501, 570, 646, 755, 863, 931]","[162, 232, 490, 550, 619, 695, 804, 912, 980]",0.167,0.597
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]","[1059, 3188, 3890, 6303, 6554]","[1308, 3437, 4139, 6552, 6803]",0.2,0.574
GrandMalSeizures2,[4550],"[4129, 4270, 4467, 4565, 4662, 4784, 6546, 6597, 7023, 7074, 7389, 7465, 7641, 7748, 7802, 8348, 8399, 8450, 8501, 8556, 8742, 8896, 9353, 9904, 9988, 10039, 10090, 10209, 10264]","[4178, 4319, 4516, 4614, 4711, 4833, 6595, 6646, 7072, 7123, 7438, 7514, 7690, 7797, 7851, 8397, 8448, 8499, 8550, 8605, 8791, 8945, 9402, 9953, 10037, 10088, 10139, 10258, 10313]",0.125,0.565
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[391, 1541, 1592, 1844, 2182, 2233, 2310, 2361, 2438, 2822, 2873, 2986, 4152]","[440, 1590, 1641, 1893, 2231, 2282, 2359, 2410, 2487, 2871, 2922, 3035, 4201]",0.133,0.234
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 377, 428, 479, 530, 581, 632, 683, 735, 786, 837, 888, 939, 990, 1058, 1109, 1160, 1211, 1262, 1317, 1370, 1421, 1472, 1523, 1574, 1625, 1676, 1727, 1778, 1829, 1880, 1931, 1982, 2033, 2084, 2139, 2195, 2246, 2297, 2348, 2399, 2450, 2501, 2552, 2603, 2654, 2705, 2756, 2807, 2858, 2909, 2960, 3011, 3062, 3113, 3164, 3215, 3272, 3323, 3374, 3425, 3476, 3527, 3578, 3629, 3680, 3731, 3782, 3843, 3894, 3945, 3996, 4047, 4098, 4149, 4200, 4251, 4312, 4363, 4414, 4465, 4516, 4567, 4618, 4669, 4720, 4771]","[99, 150, 201, 252, 303, 354, 426, 477, 528, 579, 630, 681, 732, 784, 835, 886, 937, 988, 1039, 1107, 1158, 1209, 1260, 1311, 1366, 1419, 1470, 1521, 1572, 1623, 1674, 1725, 1776, 1827, 1878, 1929, 1980, 2031, 2082, 2133, 2188, 2244, 2295, 2346, 2397, 2448, 2499, 2550, 2601, 2652, 2703, 2754, 2805, 2856, 2907, 2958, 3009, 3060, 3111, 3162, 3213, 3264, 3321, 3372, 3423, 3474, 3525, 3576, 3627, 3678, 3729, 3780, 3831, 3892, 3943, 3994, 4045, 4096, 4147, 4198, 4249, 4300, 4361, 4412, 4463, 4514, 4565, 4616, 4667, 4718, 4769, 4820]",0.062,0.039
InsectEPG1,[3802],[4918],[5167],0.5,0.884
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[139, 285, 397, 524, 1033, 1333, 1384, 1442, 1513, 1583, 1635, 1708, 1759, 1841, 1893, 1997, 2096, 2149, 2223, 2277, 2334, 2385, 2459, 2538, 2607, 2661, 2734, 2813, 2866, 2944, 2997, 3072, 3124, 3178, 3247, 3305, 3376, 3434, 3506, 3587, 3658, 3709, 3760, 3851, 3923, 4034, 4130, 4181, 4256, 4309, 4440, 4494, 4556, 4617, 4692, 4743, 4803, 4948, 5083, 5144, 5229, 5286, 5357, 5416, 5482, 5539, 5608, 5666, 5737, 5798, 5863, 5923, 5998, 6054, 6123, 6179, 6250, 6308]","[188, 334, 446, 573, 1082, 1382, 1433, 1491, 1562, 1632, 1684, 1757, 1808, 1890, 1942, 2046, 2145, 2198, 2272, 2326, 2383, 2434, 2508, 2587, 2656, 2710, 2783, 2862, 2915, 2993, 3046, 3121, 3173, 3227, 3296, 3354, 3425, 3483, 3555, 3636, 3707, 3758, 3809, 3900, 3972, 4083, 4179, 4230, 4305, 4358, 4489, 4543, 4605, 4666, 4741, 4792, 4852, 4997, 5132, 5193, 5278, 5335, 5406, 5465, 5531, 5588, 5657, 5715, 5786, 5847, 5912, 5972, 6047, 6103, 6172, 6228, 6299, 6357]",0.119,0.145
TiltECG,[25000],[34057],[35056],0.5,0.607
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[491, 1004, 1055, 1423, 1475, 1526, 1577, 1747, 2045, 2096, 2415, 2540, 2591, 2642, 2693, 2763, 2885, 2936]","[540, 1053, 1104, 1472, 1524, 1575, 1626, 1796, 2094, 2145, 2464, 2589, 2640, 2691, 2742, 2812, 2934, 2985]",0.19,0.27
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
