dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 228, 376, 520, 656, 801, 942, 1077, 1232, 1404, 1525, 1661, 1806, 1950, 2101, 2243, 2387, 2529, 2670, 2821, 2954, 3100, 3250]","[199, 327, 475, 619, 755, 900, 1041, 1176, 1331, 1503, 1624, 1760, 1905, 2049, 2200, 2342, 2486, 2628, 2769, 2920, 3053, 3199, 3349]",0.08,0.06
EEGRat,[1000],[519],[568],0.5,0.597
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[8460, 8513]","[8509, 8562]",0.4,0.446
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]","[302, 382, 539, 590, 654, 705, 768, 823, 887, 938, 989, 1110, 1161, 1229, 1284, 1463, 1823, 2148, 2413, 2466, 2531, 2584, 2759, 2886, 2946, 3133, 3185, 3247, 3298, 3353, 3577, 3628, 4235, 4427, 4478]","[351, 431, 588, 639, 703, 754, 817, 872, 936, 987, 1038, 1159, 1210, 1278, 1333, 1512, 1872, 2197, 2462, 2515, 2580, 2633, 2808, 2935, 2995, 3182, 3234, 3296, 3347, 3402, 3626, 3677, 4284, 4476, 4527]",0.051,0.263
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[4526, 4701, 4756, 5092, 5151, 5239, 5290, 5366, 5423, 5487, 5548, 5613, 5673, 5747, 5803, 5870, 5931, 6004, 6062, 6129, 6190, 6257, 6314]","[4575, 4750, 4805, 5141, 5200, 5288, 5339, 5415, 5472, 5536, 5597, 5662, 5722, 5796, 5852, 5919, 5980, 6053, 6111, 6178, 6239, 6306, 6363]",0.138,0.236
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[],[],0.667,0.5
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
