dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 209, 310, 411, 512, 635, 736, 837, 938, 1064, 1165, 1266, 1367, 1468, 1569, 1670, 1781, 1882, 1983, 2084, 2185, 2286, 2387, 2510, 2611, 2712, 2813, 2940, 3041, 3142, 3243]","[199, 308, 409, 510, 611, 734, 835, 936, 1037, 1163, 1264, 1365, 1466, 1567, 1668, 1769, 1880, 1981, 2082, 2183, 2284, 2385, 2486, 2609, 2710, 2811, 2912, 3039, 3140, 3241, 3342]",0.061,0.062
EEGRat,[1000],"[86, 181, 272, 401, 452, 503, 569, 640, 696, 753, 825, 878, 929]","[135, 230, 321, 450, 501, 552, 618, 689, 745, 802, 874, 927, 978]",0.125,0.531
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]","[252, 1057, 1309, 3185, 3887, 6301, 6552]","[501, 1306, 1558, 3434, 4136, 6550, 6801]",0.167,0.548
GrandMalSeizures2,[4550],"[231, 2768, 4129, 4180, 4268, 4320, 4397, 4448, 4499, 4565, 4655, 4784, 4877, 4949, 5477, 5589, 5852, 5907, 6078, 6193, 6292, 6343, 6497, 6548, 6599, 6650, 6778, 7021, 7072, 7169, 7220, 7339, 7390, 7464, 7561, 7635, 7741, 7798, 7947, 8042, 8093, 8181, 8343, 8394, 8445, 8496, 8549, 8609, 8733, 8893, 8979, 9301, 9352, 9670, 9735, 9903, 9957, 10008, 10081, 10207, 10263, 10378]","[280, 2817, 4178, 4229, 4317, 4369, 4446, 4497, 4548, 4614, 4704, 4833, 4926, 4998, 5526, 5638, 5901, 5956, 6127, 6242, 6341, 6392, 6546, 6597, 6648, 6699, 6827, 7070, 7121, 7218, 7269, 7388, 7439, 7513, 7610, 7684, 7790, 7847, 7996, 8091, 8142, 8230, 8392, 8443, 8494, 8545, 8598, 8658, 8782, 8942, 9028, 9350, 9401, 9719, 9784, 9952, 10006, 10057, 10130, 10256, 10312, 10427]",0.062,0.294
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[133, 184, 389, 440, 518, 569, 774, 900, 951, 1029, 1080, 1158, 1209, 1396, 1539, 1590, 1796, 1847, 2136, 2187, 2238, 2308, 2359, 2436, 2487, 2564, 2615, 2821, 2872, 2983, 3205, 3256, 3333, 3384, 3544, 3716, 3767, 4101, 4152, 4358, 4409, 4613, 4664, 4741, 4792, 4868, 4919]","[182, 233, 438, 489, 567, 618, 823, 949, 1000, 1078, 1129, 1207, 1258, 1445, 1588, 1639, 1845, 1896, 2185, 2236, 2287, 2357, 2408, 2485, 2536, 2613, 2664, 2870, 2921, 3032, 3254, 3305, 3382, 3433, 3593, 3765, 3816, 4150, 4201, 4407, 4458, 4662, 4713, 4790, 4841, 4917, 4968]",0.041,0.067
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 375, 426, 477, 528, 579, 630, 681, 732, 783, 834, 885, 936, 987, 1038, 1105, 1156, 1207, 1258, 1315, 1369, 1420, 1471, 1522, 1573, 1624, 1675, 1726, 1777, 1828, 1879, 1930, 1981, 2032, 2083, 2137, 2192, 2243, 2294, 2345, 2396, 2448, 2499, 2550, 2601, 2652, 2703, 2754, 2805, 2856, 2907, 2958, 3009, 3060, 3111, 3162, 3213, 3269, 3321, 3372, 3423, 3474, 3525, 3576, 3627, 3678, 3729, 3780, 3831, 3882, 3933, 3984, 4035, 4086, 4137, 4188, 4239, 4290, 4341, 4392, 4449, 4500, 4551, 4602, 4653, 4704, 4755]","[99, 150, 201, 252, 303, 354, 424, 475, 526, 577, 628, 679, 730, 781, 832, 883, 934, 985, 1036, 1087, 1154, 1205, 1256, 1307, 1364, 1418, 1469, 1520, 1571, 1622, 1673, 1724, 1775, 1826, 1877, 1928, 1979, 2030, 2081, 2132, 2186, 2241, 2292, 2343, 2394, 2445, 2497, 2548, 2599, 2650, 2701, 2752, 2803, 2854, 2905, 2956, 3007, 3058, 3109, 3160, 3211, 3262, 3318, 3370, 3421, 3472, 3523, 3574, 3625, 3676, 3727, 3778, 3829, 3880, 3931, 3982, 4033, 4084, 4135, 4186, 4237, 4288, 4339, 4390, 4441, 4498, 4549, 4600, 4651, 4702, 4753, 4804]",0.062,0.04
InsectEPG1,[3802],"[1692, 4593, 4844]","[1941, 4842, 5093]",0.333,0.818
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[90, 141, 206, 269, 335, 395, 463, 522, 653, 716, 779, 909, 1031, 1104, 1164, 1291, 1342, 1393, 1444, 1512, 1581, 1633, 1707, 1758, 1838, 1892, 1994, 2081, 2148, 2221, 2276, 2333, 2384, 2458, 2511, 2562, 2613, 2664, 2731, 2795, 2865, 2939, 2995, 3068, 3122, 3176, 3227, 3278, 3329, 3380, 3432, 3505, 3565, 3637, 3688, 3757, 3849, 3922, 3973, 4032, 4083, 4134, 4185, 4251, 4307, 4438, 4492, 4551, 4615, 4691, 4742, 4802, 4946, 5040, 5091, 5143, 5225, 5284, 5353, 5414, 5480, 5538, 5606, 5665, 5733, 5796, 5862, 5922, 5996, 6053, 6122, 6178, 6247, 6306]","[139, 190, 255, 318, 384, 444, 512, 571, 702, 765, 828, 958, 1080, 1153, 1213, 1340, 1391, 1442, 1493, 1561, 1630, 1682, 1756, 1807, 1887, 1941, 2043, 2130, 2197, 2270, 2325, 2382, 2433, 2507, 2560, 2611, 2662, 2713, 2780, 2844, 2914, 2988, 3044, 3117, 3171, 3225, 3276, 3327, 3378, 3429, 3481, 3554, 3614, 3686, 3737, 3806, 3898, 3971, 4022, 4081, 4132, 4183, 4234, 4300, 4356, 4487, 4541, 4600, 4664, 4740, 4791, 4851, 4995, 5089, 5140, 5192, 5274, 5333, 5402, 5463, 5529, 5587, 5655, 5714, 5782, 5845, 5911, 5971, 6045, 6102, 6171, 6227, 6296, 6355]",0.1,0.086
TiltECG,[25000],"[24575, 32907, 34015]","[25574, 33906, 35014]",0.333,0.807
ToeSegmentation1,[1385],"[1512, 1896]","[1561, 1945]",0.4,0.774
ToeSegmentation2,[1543],"[440, 491, 543, 828, 1003, 1054, 1105, 1156, 1422, 1473, 1525, 1576, 1746, 2044, 2095, 2354, 2414, 2539, 2590, 2641, 2692, 2762, 2813, 2870, 2935]","[489, 540, 592, 877, 1052, 1103, 1154, 1205, 1471, 1522, 1574, 1625, 1795, 2093, 2144, 2403, 2463, 2588, 2639, 2690, 2741, 2811, 2862, 2919, 2984]",0.143,0.239
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[4172],[4221],0.5,0.661
