dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 221, 368, 512, 649, 794, 937, 1070, 1225, 1390, 1521, 1655, 1800, 1945, 2095, 2234, 2379, 2523, 2665, 2811, 2948, 3091, 3242]","[199, 320, 467, 611, 748, 893, 1036, 1169, 1324, 1489, 1620, 1754, 1899, 2044, 2194, 2333, 2478, 2622, 2764, 2910, 3047, 3190, 3341]",0.08,0.062
EEGRat,[1000],"[516, 937]","[565, 986]",0.4,0.728
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[8411, 8462, 8513]","[8460, 8511, 8562]",0.333,0.445
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[2229],[2278],0.667,0.553
InlineSkate,"[1058, 2704]","[50, 164, 299, 380, 434, 536, 588, 651, 704, 766, 820, 884, 935, 986, 1108, 1159, 1226, 1281, 1381, 1453, 1639, 1770, 1821, 1878, 1965, 2058, 2109, 2160, 2293, 2345, 2400, 2457, 2528, 2582, 2755, 2806, 2883, 2942, 3130, 3183, 3245, 3296, 3349, 3405, 3575, 3626, 3677, 3955, 4091, 4148, 4199, 4286, 4423, 4474, 4533]","[99, 213, 348, 429, 483, 585, 637, 700, 753, 815, 869, 933, 984, 1035, 1157, 1208, 1275, 1330, 1430, 1502, 1688, 1819, 1870, 1927, 2014, 2107, 2158, 2209, 2342, 2394, 2449, 2506, 2577, 2631, 2804, 2855, 2932, 2991, 3179, 3232, 3294, 3345, 3398, 3454, 3624, 3675, 3726, 4004, 4140, 4197, 4248, 4335, 4472, 4523, 4582]",0.034,0.126
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[2542, 4189, 4272, 4459, 4518, 4569, 4697, 4750, 4809, 5090, 5147, 5236, 5288, 5362, 5420, 5485, 5546, 5611, 5670, 5744, 5801, 5868, 5929, 6001, 6059, 6126, 6188, 6254, 6312]","[2591, 4238, 4321, 4508, 4567, 4618, 4746, 4799, 4858, 5139, 5196, 5285, 5337, 5411, 5469, 5534, 5595, 5660, 5719, 5793, 5850, 5917, 5978, 6050, 6108, 6175, 6237, 6303, 6361]",0.171,0.413
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[2615],[2664],0.5,0.469
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
