dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 215, 366, 506, 647, 790, 933, 1066, 1167, 1268, 1383, 1516, 1650, 1796, 1941, 2091, 2229, 2375, 2517, 2661, 2806, 2944, 3087, 3238]","[199, 314, 465, 605, 746, 889, 1032, 1165, 1266, 1367, 1482, 1615, 1749, 1895, 2040, 2190, 2328, 2474, 2616, 2760, 2905, 3043, 3186, 3337]",0.077,0.063
EEGRat,[1000],"[188, 466, 517, 577, 759, 933]","[237, 515, 566, 626, 808, 982]",0.222,0.608
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[7652, 8409, 8460, 8511, 9355]","[7701, 8458, 8509, 8560, 9404]",0.25,0.427
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[2225],[2274],0.667,0.554
InlineSkate,"[1058, 2704]","[156, 297, 379, 430, 533, 585, 649, 702, 766, 818, 883, 934, 985, 1106, 1157, 1224, 1279, 1330, 1381, 1459, 1540, 1591, 1671, 1735, 1818, 1875, 1960, 2028, 2105, 2156, 2290, 2341, 2393, 2462, 2525, 2580, 2673, 2753, 2804, 2878, 2934, 3027, 3078, 3129, 3180, 3241, 3292, 3346, 3401, 3571, 3622, 3673, 3895, 3955, 4088, 4146, 4236, 4287, 4340, 4420, 4471, 4530]","[205, 346, 428, 479, 582, 634, 698, 751, 815, 867, 932, 983, 1034, 1155, 1206, 1273, 1328, 1379, 1430, 1508, 1589, 1640, 1720, 1784, 1867, 1924, 2009, 2077, 2154, 2205, 2339, 2390, 2442, 2511, 2574, 2629, 2722, 2802, 2853, 2927, 2983, 3076, 3127, 3178, 3229, 3290, 3341, 3395, 3450, 3620, 3671, 3722, 3944, 4004, 4137, 4195, 4285, 4336, 4389, 4469, 4520, 4579]",0.091,0.121
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[2463, 2540, 4147, 4198, 4268, 4448, 4516, 4567, 4695, 4748, 4806, 5087, 5143, 5232, 5287, 5360, 5418, 5483, 5543, 5609, 5669, 5742, 5798, 5866, 5927, 5999, 6057, 6124, 6187, 6251, 6310]","[2512, 2589, 4196, 4247, 4317, 4497, 4565, 4616, 4744, 4797, 4855, 5136, 5192, 5281, 5336, 5409, 5467, 5532, 5592, 5658, 5718, 5791, 5847, 5915, 5976, 6048, 6106, 6173, 6236, 6300, 6359]",0.162,0.414
TiltECG,[25000],[34074],[35073],0.5,0.607
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[1052, 1749, 2608, 2894]","[1101, 1798, 2657, 2943]",0.286,0.619
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
