dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[227, 398, 499, 1385, 1670, 1961, 2524, 2806]","[326, 497, 598, 1484, 1769, 2060, 2623, 2905]",0.2,0.256
EEGRat,[1000],"[97, 159, 437, 515, 752, 839, 925, 1010, 1203, 1254, 1335, 1393, 1449, 1642, 1727, 1854]","[146, 208, 486, 564, 801, 888, 974, 1059, 1252, 1303, 1384, 1442, 1498, 1691, 1776, 1903]",0.211,0.236
EEGRat2,[1000],"[203, 254, 335, 393, 449, 642, 727, 854, 959, 1026, 1111, 1175]","[252, 303, 384, 442, 498, 691, 776, 903, 1008, 1075, 1160, 1224]",0.133,0.514
FaceFour,"[2800, 5600, 6650]","[1656, 6888]","[1905, 7137]",0.286,0.581
GrandMalSeizures2,[4550],"[50, 101, 152, 203, 254, 305, 356, 407, 458, 509, 560, 611, 662, 713, 764, 815, 866, 917, 968, 1019, 1070, 1121, 1172, 1223, 1274, 1325, 1376, 1427, 1478, 1529, 1580, 1631, 1682, 1733, 1784, 1835, 1886, 1937, 1988, 2039, 2090, 2141, 2192, 2243, 2294, 2345, 2396, 2447, 2498, 2549, 2600, 2651, 2702, 2753, 2804, 2855, 2906, 2957, 3008, 3059, 3110, 3161, 3212, 3263, 3314, 3365, 3416, 3467, 3518, 3569, 3620, 3671, 3722, 3773, 3824, 3875, 3926, 3977, 4028, 4079, 4130, 4181, 4232, 4283, 4334, 4385, 4436, 4487, 4538, 4589, 4640, 4691, 4742, 4793, 4844, 4895, 4946, 4997, 5048, 5099, 5150, 5201, 5252, 5303, 5354, 5405, 5456, 5507, 5558, 5609, 5660, 5711, 5762, 5813, 5864, 5915, 5966, 6017, 6068, 6119, 6170, 6221, 6272, 6323, 6374, 6425, 6476, 6527, 6578, 6629, 6680, 6731, 6782, 6833, 6884, 6935, 6986, 7037, 7088, 7139, 7190, 7241, 7292, 7343, 7394, 7445, 7496, 7547, 7598, 7649, 7700, 7751, 7802, 7853, 7904, 7955, 8006, 8057, 8108, 8159, 8210, 8261, 8312, 8363, 8414, 8465, 8516, 8567, 8618, 8669, 8720, 8771, 8822, 8873, 8924, 8975, 9026, 9077, 9128, 9179, 9230, 9281, 9332, 9383, 9434, 9485, 9536, 9587, 9638, 9689, 9740, 9791, 9842, 9893, 9944, 9995, 10046, 10097, 10148, 10199, 10250, 10301, 10352]","[99, 150, 201, 252, 303, 354, 405, 456, 507, 558, 609, 660, 711, 762, 813, 864, 915, 966, 1017, 1068, 1119, 1170, 1221, 1272, 1323, 1374, 1425, 1476, 1527, 1578, 1629, 1680, 1731, 1782, 1833, 1884, 1935, 1986, 2037, 2088, 2139, 2190, 2241, 2292, 2343, 2394, 2445, 2496, 2547, 2598, 2649, 2700, 2751, 2802, 2853, 2904, 2955, 3006, 3057, 3108, 3159, 3210, 3261, 3312, 3363, 3414, 3465, 3516, 3567, 3618, 3669, 3720, 3771, 3822, 3873, 3924, 3975, 4026, 4077, 4128, 4179, 4230, 4281, 4332, 4383, 4434, 4485, 4536, 4587, 4638, 4689, 4740, 4791, 4842, 4893, 4944, 4995, 5046, 5097, 5148, 5199, 5250, 5301, 5352, 5403, 5454, 5505, 5556, 5607, 5658, 5709, 5760, 5811, 5862, 5913, 5964, 6015, 6066, 6117, 6168, 6219, 6270, 6321, 6372, 6423, 6474, 6525, 6576, 6627, 6678, 6729, 6780, 6831, 6882, 6933, 6984, 7035, 7086, 7137, 7188, 7239, 7290, 7341, 7392, 7443, 7494, 7545, 7596, 7647, 7698, 7749, 7800, 7851, 7902, 7953, 8004, 8055, 8106, 8157, 8208, 8259, 8310, 8361, 8412, 8463, 8514, 8565, 8616, 8667, 8718, 8769, 8820, 8871, 8922, 8973, 9024, 9075, 9126, 9177, 9228, 9279, 9330, 9381, 9432, 9483, 9534, 9585, 9636, 9687, 9738, 9789, 9840, 9891, 9942, 9993, 10044, 10095, 10146, 10197, 10248, 10299, 10350, 10401]",0.019,0.013
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]","[281, 516, 1057, 2234, 2750, 3103, 3573, 4279]","[330, 565, 1106, 2283, 2799, 3152, 3622, 4328]",0.5,0.502
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[580, 783, 2083, 2141, 2215, 2587, 3303, 3531, 3711, 3819, 4038]","[629, 832, 2132, 2190, 2264, 2636, 3352, 3580, 3760, 3868, 4087]",0.421,0.668
