dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 204, 305, 406, 507, 636, 737, 838, 939, 1057, 1158, 1259, 1360, 1461, 1562, 1663, 1786, 1887, 1988, 2089, 2220, 2321, 2422, 2523, 2650, 2751, 2852, 2953, 3082, 3183, 3284]","[199, 303, 404, 505, 606, 735, 836, 937, 1038, 1156, 1257, 1358, 1459, 1560, 1661, 1762, 1885, 1986, 2087, 2188, 2319, 2420, 2521, 2622, 2749, 2850, 2951, 3052, 3181, 3282, 3383]",0.061,0.05
EEGRat,[1000],"[85, 162, 219, 272, 454, 505, 571, 656, 727, 916, 969]","[134, 211, 268, 321, 503, 554, 620, 705, 776, 965, 1018]",0.143,0.579
EEGRat2,[1000],"[1485, 1536]","[1534, 1585]",0.4,0.569
FaceFour,"[2800, 5600, 6650]","[3190, 3897]","[3439, 4146]",0.286,0.504
GrandMalSeizures2,[4550],"[57, 108, 159, 220, 271, 329, 384, 436, 487, 538, 589, 641, 692, 743, 794, 845, 896, 951, 1003, 1060, 1111, 1162, 1213, 1264, 1315, 1368, 1420, 1471, 1522, 1573, 1624, 1680, 1731, 1782, 1833, 1887, 1938, 1990, 2041, 2092, 2143, 2194, 2245, 2296, 2347, 2398, 2449, 2502, 2553, 2604, 2655, 2706, 2757, 2808, 2859, 2910, 2961, 3012, 3063, 3114, 3165, 3216, 3267, 3318, 3370, 3421, 3472, 3523, 3574, 3625, 3676, 3733, 3784, 3835, 3886, 3939, 3990, 4041, 4092, 4143, 4194, 4245, 4296, 4347, 4398, 4449, 4502, 4553, 4604, 4655, 4706, 4757, 4808, 4859, 4910, 4961, 5012, 5063, 5114, 5201, 5252, 5303, 5354, 5405, 5456, 5513, 5587, 5638, 5689, 5740, 5798, 5849, 5900, 5951, 6023, 6074, 6125, 6176, 6227, 6278, 6329, 6384, 6435, 6489, 6540, 6591, 6642, 6693, 6744, 6795, 6846, 6897, 6958, 7009, 7060, 7111, 7165, 7216, 7267, 7325, 7383, 7434, 7485, 7546, 7597, 7648, 7699, 7750, 7801, 7854, 7918, 7969, 8020, 8078, 8129, 8180, 8241, 8308, 8359, 8410, 8461, 8512, 8563, 8651, 8709, 8767, 8818, 8869, 8921, 8972, 9023, 9074, 9125, 9176, 9248, 9299, 9350, 9401, 9454, 9507, 9582, 9652, 9709, 9760, 9811, 9862, 9913, 9964, 10015, 10105, 10165, 10216, 10267, 10318, 10369]","[106, 157, 208, 269, 320, 378, 433, 485, 536, 587, 638, 690, 741, 792, 843, 894, 945, 1000, 1052, 1109, 1160, 1211, 1262, 1313, 1364, 1417, 1469, 1520, 1571, 1622, 1673, 1729, 1780, 1831, 1882, 1936, 1987, 2039, 2090, 2141, 2192, 2243, 2294, 2345, 2396, 2447, 2498, 2551, 2602, 2653, 2704, 2755, 2806, 2857, 2908, 2959, 3010, 3061, 3112, 3163, 3214, 3265, 3316, 3367, 3419, 3470, 3521, 3572, 3623, 3674, 3725, 3782, 3833, 3884, 3935, 3988, 4039, 4090, 4141, 4192, 4243, 4294, 4345, 4396, 4447, 4498, 4551, 4602, 4653, 4704, 4755, 4806, 4857, 4908, 4959, 5010, 5061, 5112, 5163, 5250, 5301, 5352, 5403, 5454, 5505, 5562, 5636, 5687, 5738, 5789, 5847, 5898, 5949, 6000, 6072, 6123, 6174, 6225, 6276, 6327, 6378, 6433, 6484, 6538, 6589, 6640, 6691, 6742, 6793, 6844, 6895, 6946, 7007, 7058, 7109, 7160, 7214, 7265, 7316, 7374, 7432, 7483, 7534, 7595, 7646, 7697, 7748, 7799, 7850, 7903, 7967, 8018, 8069, 8127, 8178, 8229, 8290, 8357, 8408, 8459, 8510, 8561, 8612, 8700, 8758, 8816, 8867, 8918, 8970, 9021, 9072, 9123, 9174, 9225, 9297, 9348, 9399, 9450, 9503, 9556, 9631, 9701, 9758, 9809, 9860, 9911, 9962, 10013, 10064, 10154, 10214, 10265, 10316, 10367, 10418]",0.02,0.014
GreatBarbet1,"[1900, 3700]",[3689],[3938],0.8,0.604
Herring,[],"[73, 167, 296, 425, 549, 652, 716, 807, 935, 1064, 1190, 1321, 1448, 1572, 1703, 1829, 1960, 2087, 2213, 2343, 2472, 2598, 2727, 2854, 2975, 3026, 3110, 3238, 3369, 3496, 3623, 3751, 3878, 4007, 4135, 4264, 4391, 4521, 4647, 4775, 4902]","[122, 216, 345, 474, 598, 701, 765, 856, 984, 1113, 1239, 1370, 1497, 1621, 1752, 1878, 2009, 2136, 2262, 2392, 2521, 2647, 2776, 2903, 3024, 3075, 3159, 3287, 3418, 3545, 3672, 3800, 3927, 4056, 4184, 4313, 4440, 4570, 4696, 4824, 4951]",0.047,0.026
InlineSkate,"[1058, 2704]","[50, 101, 159, 284, 335, 386, 437, 521, 572, 637, 688, 754, 805, 871, 922, 973, 1026, 1077, 1128, 1179, 1230, 1281, 1332, 1383, 1451, 1505, 1556, 1619, 1671, 1735, 1807, 1869, 1954, 2025, 2092, 2143, 2194, 2277, 2328, 2387, 2449, 2515, 2573, 2668, 2719, 2770, 2821, 2872, 2929, 3020, 3072, 3123, 3174, 3229, 3280, 3334, 3398, 3561, 3617, 3669, 3896, 3947, 3998, 4049, 4100, 4151, 4202, 4253, 4304, 4407, 4458, 4521, 4654, 4705]","[99, 150, 208, 333, 384, 435, 486, 570, 621, 686, 737, 803, 854, 920, 971, 1022, 1075, 1126, 1177, 1228, 1279, 1330, 1381, 1432, 1500, 1554, 1605, 1668, 1720, 1784, 1856, 1918, 2003, 2074, 2141, 2192, 2243, 2326, 2377, 2436, 2498, 2564, 2622, 2717, 2768, 2819, 2870, 2921, 2978, 3069, 3121, 3172, 3223, 3278, 3329, 3383, 3447, 3610, 3666, 3718, 3945, 3996, 4047, 4098, 4149, 4200, 4251, 4302, 4353, 4456, 4507, 4570, 4703, 4754]",0.077,0.093
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
