dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],[],[],0.667,0.5
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[50, 101, 152, 203, 254, 305, 356, 407, 458, 509, 560, 611, 662, 713, 764, 815, 866, 917, 968, 1019, 1070, 1121, 1172, 1223, 1274, 1325, 1376, 1427, 1478, 1529, 1580, 1631, 1682, 1733, 1784, 1835, 1886, 1937, 1988, 2039, 2090, 2141, 2192, 2243, 2294, 2345, 2396, 2447, 2498, 2549, 2600, 2651, 2702, 2753, 2804, 2855, 2906, 2957, 3008, 3059, 3110, 3161, 3212, 3263, 3314, 3365, 3416, 3467, 3518, 3569, 3620, 3671, 3722, 3773, 3824, 3875, 3926, 3977, 4028, 4079, 4130, 4181, 4232, 4283, 4334, 4385, 4436, 4487, 4538, 4589, 4640, 4691, 4742, 4793, 4844, 4895, 4946, 4997, 5048, 5099, 5150, 5201, 5252, 5303, 5354, 5405, 5456, 5507, 5558, 5609, 5660, 5711, 5762, 5813, 5864, 5915, 5966, 6017, 6068, 6119, 6170, 6221, 6272, 6326, 6377, 6428, 6479, 6530, 6582, 6633, 6684, 6735, 6786, 6837, 6888, 6939, 6990, 7041, 7092, 7144, 7195, 7246, 7297, 7348, 7399, 7450, 7501, 7553, 7604, 7655, 7706, 7757, 7808, 7859, 7910, 7961, 8012, 8063, 8114, 8165, 8216, 8267, 8318, 8369, 8420, 8471, 8522, 8573, 8624, 8675, 8726, 8777, 8828, 8879, 8930, 8981, 9032, 9083, 9134, 9185, 9236, 9287, 9339, 9390, 9441, 9492, 9546, 9597, 9648, 9699, 9750, 9801, 9852, 9903, 9954, 10005, 10057, 10108, 10159, 10210, 10261, 10312, 10363]","[99, 150, 201, 252, 303, 354, 405, 456, 507, 558, 609, 660, 711, 762, 813, 864, 915, 966, 1017, 1068, 1119, 1170, 1221, 1272, 1323, 1374, 1425, 1476, 1527, 1578, 1629, 1680, 1731, 1782, 1833, 1884, 1935, 1986, 2037, 2088, 2139, 2190, 2241, 2292, 2343, 2394, 2445, 2496, 2547, 2598, 2649, 2700, 2751, 2802, 2853, 2904, 2955, 3006, 3057, 3108, 3159, 3210, 3261, 3312, 3363, 3414, 3465, 3516, 3567, 3618, 3669, 3720, 3771, 3822, 3873, 3924, 3975, 4026, 4077, 4128, 4179, 4230, 4281, 4332, 4383, 4434, 4485, 4536, 4587, 4638, 4689, 4740, 4791, 4842, 4893, 4944, 4995, 5046, 5097, 5148, 5199, 5250, 5301, 5352, 5403, 5454, 5505, 5556, 5607, 5658, 5709, 5760, 5811, 5862, 5913, 5964, 6015, 6066, 6117, 6168, 6219, 6270, 6321, 6375, 6426, 6477, 6528, 6579, 6631, 6682, 6733, 6784, 6835, 6886, 6937, 6988, 7039, 7090, 7141, 7193, 7244, 7295, 7346, 7397, 7448, 7499, 7550, 7602, 7653, 7704, 7755, 7806, 7857, 7908, 7959, 8010, 8061, 8112, 8163, 8214, 8265, 8316, 8367, 8418, 8469, 8520, 8571, 8622, 8673, 8724, 8775, 8826, 8877, 8928, 8979, 9030, 9081, 9132, 9183, 9234, 9285, 9336, 9388, 9439, 9490, 9541, 9595, 9646, 9697, 9748, 9799, 9850, 9901, 9952, 10003, 10054, 10106, 10157, 10208, 10259, 10310, 10361, 10412]",0.019,0.012
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[],[],0.5,0.358
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],"[777, 1528, 2279, 3030, 5635]","[1526, 2277, 3028, 3779, 6384]",0.5,0.458
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]",[],[],0.333,0.2
TiltECG,[25000],"[1000, 2001, 3002, 4003, 5004, 6005, 7006, 8007, 9008, 10009, 11010, 12011, 13012, 14013, 15014, 16015, 17016, 18017, 19018, 20019, 21020, 22021, 23022, 24023, 25024, 26025, 27026, 28027, 29028, 30029, 31030, 32031, 33032, 34033, 35034, 36035, 37036, 38037]","[1999, 3000, 4001, 5002, 6003, 7004, 8005, 9006, 10007, 11008, 12009, 13010, 14011, 15012, 16013, 17014, 18015, 19016, 20017, 21018, 22019, 23020, 24021, 25022, 26023, 27024, 28025, 29026, 30027, 31028, 32029, 33030, 34031, 35032, 36033, 37034, 38035, 39036]",0.098,0.074
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[],[],0.667,0.5
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
