dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 224, 373, 513, 653, 796, 938, 1070, 1226, 1399, 1522, 1658, 1803, 1945, 2098, 2236, 2381, 2524, 2667, 2816, 2950, 3092, 3245]","[199, 323, 472, 612, 752, 895, 1037, 1169, 1325, 1498, 1621, 1757, 1902, 2044, 2197, 2335, 2480, 2623, 2766, 2915, 3049, 3191, 3344]",0.08,0.061
EEGRat,[1000],"[470, 521, 936]","[519, 570, 985]",0.333,0.705
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[8454, 8505]","[8503, 8554]",0.4,0.446
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]","[159, 299, 381, 434, 536, 588, 652, 704, 768, 822, 885, 937, 988, 1109, 1227, 1281, 1335, 1386, 1466, 1674, 1743, 1821, 1877, 1964, 2059, 2110, 2161, 2293, 2344, 2398, 2468, 2528, 2582, 2676, 2756, 2822, 2881, 2936, 3083, 3134, 3185, 3244, 3295, 3349, 3404, 3575, 3626, 3677, 3899, 4095, 4289, 4424, 4475, 4533]","[208, 348, 430, 483, 585, 637, 701, 753, 817, 871, 934, 986, 1037, 1158, 1276, 1330, 1384, 1435, 1515, 1723, 1792, 1870, 1926, 2013, 2108, 2159, 2210, 2342, 2393, 2447, 2517, 2577, 2631, 2725, 2805, 2871, 2930, 2985, 3132, 3183, 3234, 3293, 3344, 3398, 3453, 3624, 3675, 3726, 3948, 4144, 4338, 4473, 4524, 4582]",0.069,0.136
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[2543, 4273, 4521, 4572, 4700, 4757, 4812, 5092, 5146, 5237, 5289, 5363, 5420, 5486, 5546, 5612, 5671, 5746, 5800, 5869, 5929, 6002, 6059, 6127, 6189, 6255, 6312]","[2592, 4322, 4570, 4621, 4749, 4806, 4861, 5141, 5195, 5286, 5338, 5412, 5469, 5535, 5595, 5661, 5720, 5795, 5849, 5918, 5978, 6051, 6108, 6176, 6238, 6304, 6361]",0.182,0.405
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[2614],[2663],0.5,0.469
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
