dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 915, 1016, 1117, 1218, 1319, 1420, 1521, 1631, 1732, 1833, 1934, 2035, 2136, 2237, 2338, 2439, 2540, 2641, 2742, 2843, 2944, 3045, 3146, 3247]","[199, 300, 401, 502, 603, 704, 805, 906, 1014, 1115, 1216, 1317, 1418, 1519, 1620, 1730, 1831, 1932, 2033, 2134, 2235, 2336, 2437, 2538, 2639, 2740, 2841, 2942, 3043, 3144, 3245, 3346]",0.059,0.06
EEGRat,[1000],"[50, 101, 157, 208, 268, 351, 402, 453, 504, 561, 612, 663, 714, 765, 824, 875, 926, 977, 1028, 1082, 1153, 1217, 1473, 1524, 1620, 1851, 1902]","[99, 150, 206, 257, 317, 400, 451, 502, 553, 610, 661, 712, 763, 814, 873, 924, 975, 1026, 1077, 1131, 1202, 1266, 1522, 1573, 1669, 1900, 1951]",0.067,0.17
EEGRat2,[1000],"[55, 106, 157, 217, 473, 524, 620, 851, 902, 996, 1062, 1113, 1236, 1476, 1535, 1593, 1655, 1727, 1920]","[104, 155, 206, 266, 522, 573, 669, 900, 951, 1045, 1111, 1162, 1285, 1525, 1584, 1642, 1704, 1776, 1969]",0.182,0.248
FaceFour,"[2800, 5600, 6650]","[1059, 1380, 2937, 3188, 3439, 3880, 4140]","[1308, 1629, 3186, 3437, 3688, 4129, 4389]",0.167,0.364
GrandMalSeizures2,[4550],"[665, 2061, 2194, 2289, 2382, 2640, 2691, 2803, 2854, 2914, 2966, 3041, 3092, 3161, 3212, 3263, 3314, 3375, 3433, 3529, 3587, 3638, 4019, 4070, 4132, 4183, 4246, 4311, 4375, 4446, 4511, 4563, 4614, 4665, 4716, 4770, 4821, 4872, 4923, 4974, 5025, 5076, 5202, 5325, 5376, 5435, 5624, 5732, 5840, 5892, 5952, 6074, 6125, 6184, 6239, 6290, 6341, 6392, 6443, 6494, 6545, 6596, 6647, 6698, 6749, 6800, 6851, 6909, 6960, 7011, 7062, 7116, 7167, 7218, 7269, 7326, 7382, 7433, 7484, 7546, 7597, 7648, 7700, 7751, 7802, 7889, 7940, 8018, 8075, 8128, 8211, 8262, 8313, 8364, 8415, 8466, 8517, 8568, 8626, 8677, 8728, 8779, 8830, 8881, 8932, 8983, 9034, 9085, 9136, 9254, 9305, 9356, 9456, 9508, 9583, 9634, 9685, 9736, 9787, 9853, 9918, 9977, 10030, 10106, 10165, 10216, 10267, 10343]","[714, 2110, 2243, 2338, 2431, 2689, 2740, 2852, 2903, 2963, 3015, 3090, 3141, 3210, 3261, 3312, 3363, 3424, 3482, 3578, 3636, 3687, 4068, 4119, 4181, 4232, 4295, 4360, 4424, 4495, 4560, 4612, 4663, 4714, 4765, 4819, 4870, 4921, 4972, 5023, 5074, 5125, 5251, 5374, 5425, 5484, 5673, 5781, 5889, 5941, 6001, 6123, 6174, 6233, 6288, 6339, 6390, 6441, 6492, 6543, 6594, 6645, 6696, 6747, 6798, 6849, 6900, 6958, 7009, 7060, 7111, 7165, 7216, 7267, 7318, 7375, 7431, 7482, 7533, 7595, 7646, 7697, 7749, 7800, 7851, 7938, 7989, 8067, 8124, 8177, 8260, 8311, 8362, 8413, 8464, 8515, 8566, 8617, 8675, 8726, 8777, 8828, 8879, 8930, 8981, 9032, 9083, 9134, 9185, 9303, 9354, 9405, 9505, 9557, 9632, 9683, 9734, 9785, 9836, 9902, 9967, 10026, 10079, 10155, 10214, 10265, 10316, 10392]",0.031,0.152
GreatBarbet1,"[1900, 3700]","[254, 1779, 2106, 3262, 3644]","[503, 2028, 2355, 3511, 3893]",0.222,0.772
Herring,[],"[50, 108, 165, 216, 267, 321, 372, 425, 476, 527, 595, 646, 708, 759, 810, 875, 937, 988, 1061, 1112, 1163, 1214, 1342, 1393, 1447, 1498, 1571, 1622, 1673, 1732, 1793, 1844, 1957, 2008, 2059, 2116, 2176, 2227, 2278, 2341, 2392, 2443, 2501, 2566, 2617, 2670, 2726, 2777, 2828, 2879, 2942, 2993, 3044, 3106, 3157, 3208, 3259, 3310, 3369, 3420, 3495, 3546, 3597, 3658, 3714, 3765, 3846, 3897, 3971, 4022, 4076, 4135, 4186, 4260, 4311, 4362, 4413, 4485, 4545, 4596, 4647, 4698, 4749, 4808, 4869, 4920]","[99, 157, 214, 265, 316, 370, 421, 474, 525, 576, 644, 695, 757, 808, 859, 924, 986, 1037, 1110, 1161, 1212, 1263, 1391, 1442, 1496, 1547, 1620, 1671, 1722, 1781, 1842, 1893, 2006, 2057, 2108, 2165, 2225, 2276, 2327, 2390, 2441, 2492, 2550, 2615, 2666, 2719, 2775, 2826, 2877, 2928, 2991, 3042, 3093, 3155, 3206, 3257, 3308, 3359, 3418, 3469, 3544, 3595, 3646, 3707, 3763, 3814, 3895, 3946, 4020, 4071, 4125, 4184, 4235, 4309, 4360, 4411, 4462, 4534, 4594, 4645, 4696, 4747, 4798, 4857, 4918, 4969]",0.023,0.026
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 356, 410, 462, 522, 573, 631, 687, 738, 789, 840, 891, 942, 993, 1044, 1095, 1146, 1197, 1257, 1308, 1359, 1410, 1461, 1512, 1572, 1623, 1674, 1725, 1776, 1827, 1878, 1929, 1980, 2031, 2082, 2135, 2186, 2237, 2288, 2339, 2390, 2444, 2502, 2567, 2618, 2669, 2720, 2771, 2822, 2873, 2924, 2975, 3026, 3077, 3128, 3179, 3232, 3283, 3334, 3385, 3436, 3487, 3538, 3589, 3640, 3691, 3742, 3802, 3853, 3904, 3955, 4006, 4057, 4108, 4159, 4210, 4267, 4318, 4369, 4420, 4471, 4522, 4573, 4624, 4675, 4726]","[99, 150, 201, 252, 303, 354, 405, 459, 511, 571, 622, 680, 736, 787, 838, 889, 940, 991, 1042, 1093, 1144, 1195, 1246, 1306, 1357, 1408, 1459, 1510, 1561, 1621, 1672, 1723, 1774, 1825, 1876, 1927, 1978, 2029, 2080, 2131, 2184, 2235, 2286, 2337, 2388, 2439, 2493, 2551, 2616, 2667, 2718, 2769, 2820, 2871, 2922, 2973, 3024, 3075, 3126, 3177, 3228, 3281, 3332, 3383, 3434, 3485, 3536, 3587, 3638, 3689, 3740, 3791, 3851, 3902, 3953, 4004, 4055, 4106, 4157, 4208, 4259, 4316, 4367, 4418, 4469, 4520, 4571, 4622, 4673, 4724, 4775]",0.063,0.046
InsectEPG1,[3802],"[439, 764, 1411, 1662, 2299, 2645, 3199, 3450, 3958, 4265, 4516, 4767, 5018, 5269, 5566, 5980, 6339, 6934, 7505, 7935, 8345, 8596, 8847, 9098, 9349, 9600, 10339, 10797, 11201, 11867, 13254, 13675, 15767, 16433]","[688, 1013, 1660, 1911, 2548, 2894, 3448, 3699, 4207, 4514, 4765, 5016, 5267, 5518, 5815, 6229, 6588, 7183, 7754, 8184, 8594, 8845, 9096, 9347, 9598, 9849, 10588, 11046, 11450, 12116, 13503, 13924, 16016, 16682]",0.108,0.161
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
