dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 213, 350, 503, 640, 788, 928, 1067, 1168, 1269, 1375, 1514, 1647, 1748, 1849, 1950, 2086, 2227, 2368, 2515, 2653, 2754, 2855, 2956, 3086, 3220, 3321]","[199, 312, 449, 602, 739, 887, 1027, 1166, 1267, 1368, 1474, 1613, 1746, 1847, 1948, 2049, 2185, 2326, 2467, 2614, 2752, 2853, 2954, 3055, 3185, 3319, 3420]",0.069,0.044
EEGRat,[1000],"[113, 184, 444, 502, 570, 755, 863, 931]","[162, 233, 493, 551, 619, 804, 912, 980]",0.182,0.598
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]","[3189, 3890, 6549]","[3438, 4139, 6798]",0.25,0.685
GrandMalSeizures2,[4550],"[4129, 4271, 4565, 4784, 6546, 6597, 7023, 7074, 7466, 7650, 7748, 7804, 8349, 8402, 8453, 8504, 8563, 8744, 8896, 9355, 9905, 9990, 10041, 10210]","[4178, 4320, 4614, 4833, 6595, 6646, 7072, 7123, 7515, 7699, 7797, 7853, 8398, 8451, 8502, 8553, 8612, 8793, 8945, 9404, 9954, 10039, 10090, 10259]",0.148,0.565
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[1542, 1593, 1845, 2221, 2823, 2874, 2988]","[1591, 1642, 1894, 2270, 2872, 2923, 3037]",0.222,0.401
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 377, 428, 479, 530, 581, 632, 683, 736, 787, 838, 889, 940, 991, 1058, 1109, 1160, 1211, 1262, 1318, 1371, 1422, 1473, 1524, 1575, 1626, 1677, 1728, 1779, 1830, 1881, 1932, 1983, 2034, 2085, 2139, 2196, 2247, 2298, 2349, 2400, 2451, 2502, 2553, 2604, 2655, 2706, 2757, 2808, 2859, 2910, 2961, 3012, 3063, 3114, 3165, 3216, 3273, 3324, 3375, 3426, 3477, 3528, 3579, 3630, 3681, 3732, 3809, 3860, 3911, 3962, 4013, 4064, 4115, 4166, 4227, 4278, 4329, 4380, 4431, 4482, 4533, 4584, 4635, 4696, 4747]","[99, 150, 201, 252, 303, 354, 426, 477, 528, 579, 630, 681, 732, 785, 836, 887, 938, 989, 1040, 1107, 1158, 1209, 1260, 1311, 1367, 1420, 1471, 1522, 1573, 1624, 1675, 1726, 1777, 1828, 1879, 1930, 1981, 2032, 2083, 2134, 2188, 2245, 2296, 2347, 2398, 2449, 2500, 2551, 2602, 2653, 2704, 2755, 2806, 2857, 2908, 2959, 3010, 3061, 3112, 3163, 3214, 3265, 3322, 3373, 3424, 3475, 3526, 3577, 3628, 3679, 3730, 3781, 3858, 3909, 3960, 4011, 4062, 4113, 4164, 4215, 4276, 4327, 4378, 4429, 4480, 4531, 4582, 4633, 4684, 4745, 4796]",0.063,0.043
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[140, 286, 525, 1034, 1333, 1384, 1443, 1514, 1584, 1635, 1708, 1760, 1842, 1894, 2097, 2149, 2223, 2277, 2335, 2386, 2460, 2539, 2607, 2661, 2744, 2814, 2866, 2945, 2997, 3073, 3125, 3179, 3247, 3305, 3376, 3435, 3507, 3589, 3659, 3710, 3761, 3851, 3923, 4035, 4132, 4183, 4257, 4309, 4440, 4494, 4560, 4617, 4692, 4743, 4804, 4949, 5085, 5144, 5232, 5286, 5358, 5416, 5482, 5540, 5608, 5667, 5738, 5798, 5864, 5923, 5999, 6055, 6124, 6179, 6251, 6308]","[189, 335, 574, 1083, 1382, 1433, 1492, 1563, 1633, 1684, 1757, 1809, 1891, 1943, 2146, 2198, 2272, 2326, 2384, 2435, 2509, 2588, 2656, 2710, 2793, 2863, 2915, 2994, 3046, 3122, 3174, 3228, 3296, 3354, 3425, 3484, 3556, 3638, 3708, 3759, 3810, 3900, 3972, 4084, 4181, 4232, 4306, 4358, 4489, 4543, 4609, 4666, 4741, 4792, 4853, 4998, 5134, 5193, 5281, 5335, 5407, 5465, 5531, 5589, 5657, 5716, 5787, 5847, 5913, 5972, 6048, 6104, 6173, 6228, 6300, 6357]",0.122,0.161
TiltECG,[25000],[34073],[35072],0.5,0.607
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[1053, 1526, 1577, 1747, 2046, 2097, 2416, 2540, 2591, 2642, 2693, 2763, 2885, 2936]","[1102, 1575, 1626, 1796, 2095, 2146, 2465, 2589, 2640, 2691, 2742, 2812, 2934, 2985]",0.235,0.445
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
