dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 226, 376, 520, 655, 801, 941, 1073, 1228, 1402, 1525, 1661, 1805, 1948, 2100, 2239, 2384, 2528, 2669, 2821, 2953, 3094, 3247]","[199, 325, 475, 619, 754, 900, 1040, 1172, 1327, 1501, 1624, 1760, 1904, 2047, 2199, 2338, 2483, 2627, 2768, 2920, 3052, 3193, 3346]",0.08,0.06
EEGRat,[1000],"[518, 937]","[567, 986]",0.4,0.729
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[8459, 8510]","[8508, 8559]",0.4,0.446
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]","[160, 300, 382, 537, 589, 653, 705, 769, 823, 886, 938, 989, 1111, 1228, 1281, 1381, 1469, 1676, 1755, 1822, 1878, 1966, 2060, 2111, 2162, 2294, 2345, 2402, 2471, 2529, 2583, 2677, 2759, 2825, 2882, 2937, 3131, 3184, 3245, 3296, 3350, 3405, 3577, 3628, 3902, 4290, 4535]","[209, 349, 431, 586, 638, 702, 754, 818, 872, 935, 987, 1038, 1160, 1277, 1330, 1430, 1518, 1725, 1804, 1871, 1927, 2015, 2109, 2160, 2211, 2343, 2394, 2451, 2520, 2578, 2632, 2726, 2808, 2874, 2931, 2986, 3180, 3233, 3294, 3345, 3399, 3454, 3626, 3677, 3951, 4339, 4584]",0.078,0.157
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[2544, 4274, 4524, 4701, 4758, 5093, 5148, 5238, 5289, 5365, 5421, 5487, 5547, 5613, 5672, 5747, 5801, 5870, 5930, 6004, 6060, 6129, 6190, 6257, 6313]","[2593, 4323, 4573, 4750, 4807, 5142, 5197, 5287, 5338, 5414, 5470, 5536, 5596, 5662, 5721, 5796, 5850, 5919, 5979, 6053, 6109, 6178, 6239, 6306, 6362]",0.194,0.414
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[],[],0.667,0.5
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
