dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 213, 360, 502, 643, 788, 936, 1065, 1217, 1376, 1514, 1647, 1794, 1939, 2094, 2223, 2373, 2513, 2657, 2804, 2953, 3084, 3234]","[199, 312, 459, 601, 742, 887, 1035, 1164, 1316, 1475, 1613, 1746, 1893, 2038, 2193, 2322, 2472, 2612, 2756, 2903, 3052, 3183, 3333]",0.08,0.064
EEGRat,[1000],"[181, 466, 517, 577, 658, 754, 879, 932, 997]","[230, 515, 566, 626, 707, 803, 928, 981, 1046]",0.333,0.641
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[50, 101, 152, 203, 254, 305, 356, 407, 458, 509, 560, 611, 662, 713, 764, 815, 866, 917, 968, 1019, 1070, 1122, 1173, 1224, 1276, 1327, 1378, 1429, 1480, 1531, 1582, 1633, 1684, 1735, 1786, 1837, 1888, 1939, 1991, 2042, 2093, 2144, 2195, 2246, 2297, 2348, 2399, 2450, 2501, 2552, 2603, 2654, 2705, 2756, 2807, 2858, 2909, 2960, 3011, 3062, 3113, 3164, 3215, 3266, 3317, 3368, 3419, 3471, 3522, 3573, 3624, 3675, 3726, 3777, 3829, 3880, 3931, 3982, 4033, 4084, 4135, 4186, 4237, 4288, 4339, 4390, 4441, 4492, 4543, 4594, 4645, 4696, 4747, 4798, 4849, 4900, 4951, 5002, 5054, 5105, 5156, 5207, 5258, 5309, 5360, 5411, 5462, 5513, 5564, 5615, 5666, 5717, 5768, 5819, 5870, 5921, 5972, 6023, 6074, 6125, 6176, 6227, 6278, 6329, 6380, 6431, 6482, 6533, 6584, 6635, 6687, 6738, 6789, 6840, 6891, 6942, 6993, 7044, 7095, 7152, 7203, 7254, 7305, 7356, 7409, 7460, 7512, 7563, 7614, 7665, 7716, 7768, 7831, 7882, 7933, 7984, 8035, 8086, 8137, 8189, 8240, 8291, 8342, 8393, 8444, 8495, 8546, 8597, 8648, 8703, 8757, 8809, 8860, 8911, 8962, 9013, 9064, 9115, 9169, 9221, 9272, 9323, 9374, 9425, 9476, 9537, 9588, 9639, 9690, 9741, 9792, 9845, 9896, 9947, 9998, 10049, 10102, 10153, 10204, 10256, 10307, 10358]","[99, 150, 201, 252, 303, 354, 405, 456, 507, 558, 609, 660, 711, 762, 813, 864, 915, 966, 1017, 1068, 1119, 1171, 1222, 1273, 1325, 1376, 1427, 1478, 1529, 1580, 1631, 1682, 1733, 1784, 1835, 1886, 1937, 1988, 2040, 2091, 2142, 2193, 2244, 2295, 2346, 2397, 2448, 2499, 2550, 2601, 2652, 2703, 2754, 2805, 2856, 2907, 2958, 3009, 3060, 3111, 3162, 3213, 3264, 3315, 3366, 3417, 3468, 3520, 3571, 3622, 3673, 3724, 3775, 3826, 3878, 3929, 3980, 4031, 4082, 4133, 4184, 4235, 4286, 4337, 4388, 4439, 4490, 4541, 4592, 4643, 4694, 4745, 4796, 4847, 4898, 4949, 5000, 5051, 5103, 5154, 5205, 5256, 5307, 5358, 5409, 5460, 5511, 5562, 5613, 5664, 5715, 5766, 5817, 5868, 5919, 5970, 6021, 6072, 6123, 6174, 6225, 6276, 6327, 6378, 6429, 6480, 6531, 6582, 6633, 6684, 6736, 6787, 6838, 6889, 6940, 6991, 7042, 7093, 7144, 7201, 7252, 7303, 7354, 7405, 7458, 7509, 7561, 7612, 7663, 7714, 7765, 7817, 7880, 7931, 7982, 8033, 8084, 8135, 8186, 8238, 8289, 8340, 8391, 8442, 8493, 8544, 8595, 8646, 8697, 8752, 8806, 8858, 8909, 8960, 9011, 9062, 9113, 9164, 9218, 9270, 9321, 9372, 9423, 9474, 9525, 9586, 9637, 9688, 9739, 9790, 9841, 9894, 9945, 9996, 10047, 10098, 10151, 10202, 10253, 10305, 10356, 10407]",0.02,0.012
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[1586, 1841, 2222, 2865, 2992]","[1635, 1890, 2271, 2914, 3041]",0.286,0.401
InlineSkate,"[1058, 2704]","[50, 101, 208, 259, 310, 378, 429, 530, 584, 644, 700, 758, 816, 878, 929, 980, 1058, 1109, 1160, 1211, 1275, 1326, 1377, 1442, 1516, 1584, 1635, 1686, 1737, 1810, 1873, 1958, 2026, 2086, 2150, 2234, 2285, 2336, 2393, 2451, 2521, 2578, 2669, 2720, 2771, 2822, 2875, 2934, 3021, 3072, 3124, 3181, 3240, 3291, 3342, 3397, 3526, 3577, 3628, 3773, 3824, 3875, 3946, 3997, 4048, 4099, 4171, 4227, 4278, 4329, 4417, 4468, 4519, 4583, 4667, 4746]","[99, 150, 257, 308, 359, 427, 478, 579, 633, 693, 749, 807, 865, 927, 978, 1029, 1107, 1158, 1209, 1260, 1324, 1375, 1426, 1491, 1565, 1633, 1684, 1735, 1786, 1859, 1922, 2007, 2075, 2135, 2199, 2283, 2334, 2385, 2442, 2500, 2570, 2627, 2718, 2769, 2820, 2871, 2924, 2983, 3070, 3121, 3173, 3230, 3289, 3340, 3391, 3446, 3575, 3626, 3677, 3822, 3873, 3924, 3995, 4046, 4097, 4148, 4220, 4276, 4327, 4378, 4466, 4517, 4568, 4632, 4716, 4795]",0.075,0.071
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
