dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 922, 1023, 1124, 1225, 1355, 1456, 1557, 1658, 1781, 1882, 1983, 2084, 2185, 2286, 2387, 2501, 2602, 2703, 2804, 2905, 3006, 3107, 3223, 3324]","[199, 300, 401, 502, 603, 704, 805, 906, 1021, 1122, 1223, 1324, 1454, 1555, 1656, 1757, 1880, 1981, 2082, 2183, 2284, 2385, 2486, 2600, 2701, 2802, 2903, 3004, 3105, 3206, 3322, 3423]",0.059,0.038
EEGRat,[1000],"[81, 133, 184, 235, 286, 392, 456, 507, 565, 616, 667, 730, 829, 880, 931, 991]","[130, 182, 233, 284, 335, 441, 505, 556, 614, 665, 716, 779, 878, 929, 980, 1040]",0.211,0.549
EEGRat2,[1000],[1488],[1537],0.5,0.592
FaceFour,"[2800, 5600, 6650]","[3191, 3894]","[3440, 4143]",0.286,0.504
GrandMalSeizures2,[4550],"[4519, 4570, 4621, 4676, 4817, 4868, 4944, 5026, 5410, 5847, 5899, 6188, 6292, 6343, 6496, 6547, 6598, 6649, 6700, 6751, 6937, 7009, 7061, 7120, 7171, 7222, 7273, 7336, 7416, 7467, 7571, 7628, 7703, 7964, 8039, 8090, 8145, 8264, 8354, 8405, 8456, 8507, 8562, 8744, 8830, 8881, 8932, 8983, 9034, 9124, 9301, 9352, 9730, 9781, 9861, 9928, 9981, 10035, 10215, 10266, 10373]","[4568, 4619, 4670, 4725, 4866, 4917, 4993, 5075, 5459, 5896, 5948, 6237, 6341, 6392, 6545, 6596, 6647, 6698, 6749, 6800, 6986, 7058, 7110, 7169, 7220, 7271, 7322, 7385, 7465, 7516, 7620, 7677, 7752, 8013, 8088, 8139, 8194, 8313, 8403, 8454, 8505, 8556, 8611, 8793, 8879, 8930, 8981, 9032, 9083, 9173, 9350, 9401, 9779, 9830, 9910, 9977, 10030, 10084, 10264, 10315, 10422]",0.062,0.475
GreatBarbet1,"[1900, 3700]",[1867],[2116],0.8,0.716
Herring,[],"[68, 174, 432, 552, 817, 964, 1071, 1196, 1346, 1397, 1578, 1834, 2181, 2232, 2305, 2356, 2481, 2608, 2761, 2859, 2949, 3000, 3117, 3244, 3631, 3759, 4014, 4141, 4297, 4397, 4550, 4653, 4781, 4934]","[117, 223, 481, 601, 866, 1013, 1120, 1245, 1395, 1446, 1627, 1883, 2230, 2281, 2354, 2405, 2530, 2657, 2810, 2908, 2998, 3049, 3166, 3293, 3680, 3808, 4063, 4190, 4346, 4446, 4599, 4702, 4830, 4983]",0.056,0.078
InlineSkate,"[1058, 2704]","[50, 101, 154, 205, 256, 307, 374, 425, 528, 579, 640, 695, 755, 810, 875, 926, 977, 1056, 1107, 1158, 1209, 1269, 1320, 1371, 1422, 1473, 1524, 1580, 1631, 1682, 1733, 1798, 1867, 1918, 1969, 2020, 2082, 2138, 2232, 2283, 2334, 2385, 2447, 2509, 2574, 2644, 2702, 2753, 2804, 2869, 2929, 2980, 3031, 3082, 3133, 3184, 3237, 3288, 3339, 3390, 3474, 3525, 3576, 3627, 3678, 3732, 3810, 3861, 3912, 3963, 4014, 4065, 4116, 4167, 4224, 4275, 4326, 4377, 4428, 4479, 4530, 4581, 4663, 4714, 4765]","[99, 150, 203, 254, 305, 356, 423, 474, 577, 628, 689, 744, 804, 859, 924, 975, 1026, 1105, 1156, 1207, 1258, 1318, 1369, 1420, 1471, 1522, 1573, 1629, 1680, 1731, 1782, 1847, 1916, 1967, 2018, 2069, 2131, 2187, 2281, 2332, 2383, 2434, 2496, 2558, 2623, 2693, 2751, 2802, 2853, 2918, 2978, 3029, 3080, 3131, 3182, 3233, 3286, 3337, 3388, 3439, 3523, 3574, 3625, 3676, 3727, 3781, 3859, 3910, 3961, 4012, 4063, 4114, 4165, 4216, 4273, 4324, 4375, 4426, 4477, 4528, 4579, 4630, 4712, 4763, 4814]",0.067,0.058
InsectEPG1,[3802],"[3283, 3603, 4481, 4748, 5252, 7979]","[3532, 3852, 4730, 4997, 5501, 8228]",0.222,0.724
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[91, 142, 220, 271, 348, 399, 476, 527, 603, 654, 731, 782, 861, 1028, 1117, 1339, 1410, 1603, 1757, 1890, 1973, 2024, 2244, 2295, 2346, 2397, 2457, 2508, 2619, 2670, 2762, 2884, 2935, 3138, 3189, 3261, 3312, 3380, 3433, 3531, 3655, 3706, 3772, 3849, 3920, 3972, 4025, 4076, 4127, 4178, 4230, 4281, 4332, 4435, 4489, 4540, 4613, 4689, 4740, 4798, 4851, 4943, 4996, 5047, 5098, 5149, 5220, 5282, 5352, 5412, 5479, 5537, 5605, 5664, 5735, 5793, 5859, 5921, 5993, 6052, 6119, 6179, 6242, 6305]","[140, 191, 269, 320, 397, 448, 525, 576, 652, 703, 780, 831, 910, 1077, 1166, 1388, 1459, 1652, 1806, 1939, 2022, 2073, 2293, 2344, 2395, 2446, 2506, 2557, 2668, 2719, 2811, 2933, 2984, 3187, 3238, 3310, 3361, 3429, 3482, 3580, 3704, 3755, 3821, 3898, 3969, 4021, 4074, 4125, 4176, 4227, 4279, 4330, 4381, 4484, 4538, 4589, 4662, 4738, 4789, 4847, 4900, 4992, 5045, 5096, 5147, 5198, 5269, 5331, 5401, 5461, 5528, 5586, 5654, 5713, 5784, 5842, 5908, 5970, 6042, 6101, 6168, 6228, 6291, 6354]",0.111,0.123
TiltECG,[25000],"[24232, 26381, 32862, 33971]","[25231, 27380, 33861, 34970]",0.286,0.768
