dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 218, 368, 509, 649, 792, 935, 1068, 1223, 1388, 1518, 1653, 1798, 1943, 2094, 2231, 2378, 2520, 2663, 2809, 2946, 3089, 3240]","[199, 317, 467, 608, 748, 891, 1034, 1167, 1322, 1487, 1617, 1752, 1897, 2042, 2193, 2330, 2477, 2619, 2762, 2908, 3045, 3188, 3339]",0.08,0.062
EEGRat,[1000],"[190, 468, 519, 935]","[239, 517, 568, 984]",0.286,0.677
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[8410, 8461, 8512]","[8459, 8510, 8561]",0.333,0.445
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[2227],[2276],0.667,0.554
InlineSkate,"[1058, 2704]","[157, 298, 380, 431, 534, 586, 650, 703, 767, 820, 884, 935, 986, 1107, 1158, 1225, 1280, 1331, 1382, 1462, 1672, 1736, 1819, 1876, 1961, 2057, 2108, 2159, 2291, 2342, 2395, 2464, 2527, 2581, 2674, 2754, 2805, 2879, 2935, 3029, 3080, 3131, 3182, 3242, 3293, 3347, 3403, 3573, 3624, 3675, 3896, 4090, 4148, 4244, 4295, 4421, 4472, 4531]","[206, 347, 429, 480, 583, 635, 699, 752, 816, 869, 933, 984, 1035, 1156, 1207, 1274, 1329, 1380, 1431, 1511, 1721, 1785, 1868, 1925, 2010, 2106, 2157, 2208, 2340, 2391, 2444, 2513, 2576, 2630, 2723, 2803, 2854, 2928, 2984, 3078, 3129, 3180, 3231, 3291, 3342, 3396, 3452, 3622, 3673, 3724, 3945, 4139, 4197, 4293, 4344, 4470, 4521, 4580]",0.065,0.136
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[2541, 4184, 4271, 4457, 4519, 4570, 4697, 4749, 4808, 5090, 5145, 5234, 5287, 5361, 5419, 5484, 5544, 5610, 5670, 5744, 5799, 5867, 5928, 6000, 6058, 6125, 6188, 6253, 6311]","[2590, 4233, 4320, 4506, 4568, 4619, 4746, 4798, 4857, 5139, 5194, 5283, 5336, 5410, 5468, 5533, 5593, 5659, 5719, 5793, 5848, 5916, 5977, 6049, 6107, 6174, 6237, 6302, 6360]",0.171,0.413
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[1053, 2610]","[1102, 2659]",0.4,0.604
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
