dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 922, 1023, 1124, 1225, 1326, 1427, 1528, 1636, 1737, 1838, 1939, 2040, 2141, 2242, 2352, 2453, 2554, 2655, 2756, 2857, 2958, 3059, 3160, 3261]","[199, 300, 401, 502, 603, 704, 805, 906, 1021, 1122, 1223, 1324, 1425, 1526, 1627, 1735, 1836, 1937, 2038, 2139, 2240, 2341, 2451, 2552, 2653, 2754, 2855, 2956, 3057, 3158, 3259, 3360]",0.059,0.056
EEGRat,[1000],"[82, 133, 184, 235, 286, 389, 440, 491, 562, 613, 664, 730, 820, 876, 928, 979, 1061, 1117, 1294]","[131, 182, 233, 284, 335, 438, 489, 540, 611, 662, 713, 779, 869, 925, 977, 1028, 1110, 1166, 1343]",0.091,0.404
EEGRat2,[1000],"[61, 117, 294, 1000, 1051, 1462, 1620]","[110, 166, 343, 1049, 1100, 1511, 1669]",0.4,0.558
FaceFour,"[2800, 5600, 6650]","[250, 1054, 1305, 1653, 1999, 2454, 2705, 3008, 3259, 3635, 3886, 4152, 4427, 5121, 5500, 6299, 6550, 8059]","[499, 1303, 1554, 1902, 2248, 2703, 2954, 3257, 3508, 3884, 4135, 4401, 4676, 5370, 5749, 6548, 6799, 8308]",0.087,0.413
GrandMalSeizures2,[4550],"[226, 1942, 2246, 2297, 2374, 2766, 2826, 2918, 3002, 3615, 4019, 4128, 4179, 4267, 4318, 4381, 4446, 4497, 4548, 4599, 4650, 4705, 4782, 4833, 4884, 4942, 5026, 5194, 5256, 5330, 5410, 5463, 5514, 5581, 5743, 5841, 5902, 6074, 6152, 6203, 6280, 6341, 6462, 6513, 6564, 6645, 6696, 6750, 6801, 6862, 6914, 7002, 7055, 7121, 7172, 7223, 7274, 7336, 7387, 7462, 7523, 7574, 7628, 7700, 7751, 7802, 7883, 7936, 8016, 8075, 8132, 8183, 8242, 8330, 8386, 8438, 8492, 8546, 8597, 8714, 8868, 8919, 8974, 9034, 9125, 9205, 9279, 9347, 9403, 9657, 9708, 9759, 9810, 9889, 9951, 10002, 10053, 10197, 10261, 10344]","[275, 1991, 2295, 2346, 2423, 2815, 2875, 2967, 3051, 3664, 4068, 4177, 4228, 4316, 4367, 4430, 4495, 4546, 4597, 4648, 4699, 4754, 4831, 4882, 4933, 4991, 5075, 5243, 5305, 5379, 5459, 5512, 5563, 5630, 5792, 5890, 5951, 6123, 6201, 6252, 6329, 6390, 6511, 6562, 6613, 6694, 6745, 6799, 6850, 6911, 6963, 7051, 7104, 7170, 7221, 7272, 7323, 7385, 7436, 7511, 7572, 7623, 7677, 7749, 7800, 7851, 7932, 7985, 8065, 8124, 8181, 8232, 8291, 8379, 8435, 8487, 8541, 8595, 8646, 8763, 8917, 8968, 9023, 9083, 9174, 9254, 9328, 9396, 9452, 9706, 9757, 9808, 9859, 9938, 10000, 10051, 10102, 10246, 10310, 10393]",0.039,0.189
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[54, 117, 168, 219, 335, 387, 438, 515, 566, 643, 694, 771, 822, 898, 949, 1027, 1078, 1155, 1206, 1346, 1397, 1448, 1499, 1576, 1627, 1716, 1794, 1845, 1924, 1975, 2051, 2102, 2178, 2229, 2305, 2356, 2434, 2485, 2562, 2613, 2691, 2742, 2819, 2870, 2947, 2998, 3075, 3126, 3203, 3254, 3331, 3382, 3459, 3510, 3586, 3637, 3714, 3765, 3843, 3894, 3972, 4023, 4099, 4150, 4228, 4279, 4356, 4407, 4484, 4535, 4611, 4662, 4739, 4790, 4866, 4917]","[103, 166, 217, 268, 384, 436, 487, 564, 615, 692, 743, 820, 871, 947, 998, 1076, 1127, 1204, 1255, 1395, 1446, 1497, 1548, 1625, 1676, 1765, 1843, 1894, 1973, 2024, 2100, 2151, 2227, 2278, 2354, 2405, 2483, 2534, 2611, 2662, 2740, 2791, 2868, 2919, 2996, 3047, 3124, 3175, 3252, 3303, 3380, 3431, 3508, 3559, 3635, 3686, 3763, 3814, 3892, 3943, 4021, 4072, 4148, 4199, 4277, 4328, 4405, 4456, 4533, 4584, 4660, 4711, 4788, 4839, 4915, 4966]",0.026,0.028
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 356, 414, 469, 520, 571, 622, 673, 724, 775, 826, 877, 928, 979, 1030, 1102, 1153, 1204, 1255, 1306, 1357, 1408, 1459, 1510, 1561, 1612, 1667, 1722, 1773, 1824, 1875, 1926, 1977, 2028, 2079, 2135, 2186, 2237, 2288, 2339, 2390, 2446, 2497, 2548, 2599, 2650, 2701, 2752, 2803, 2854, 2905, 2956, 3007, 3058, 3109, 3160, 3211, 3262, 3318, 3369, 3420, 3471, 3523, 3574, 3625, 3676, 3727, 3778, 3829, 3880, 3931, 3982, 4033, 4084, 4135, 4186, 4237, 4288, 4339, 4390, 4444, 4497, 4548, 4599, 4650, 4701, 4752]","[99, 150, 201, 252, 303, 354, 405, 463, 518, 569, 620, 671, 722, 773, 824, 875, 926, 977, 1028, 1079, 1151, 1202, 1253, 1304, 1355, 1406, 1457, 1508, 1559, 1610, 1661, 1716, 1771, 1822, 1873, 1924, 1975, 2026, 2077, 2128, 2184, 2235, 2286, 2337, 2388, 2439, 2495, 2546, 2597, 2648, 2699, 2750, 2801, 2852, 2903, 2954, 3005, 3056, 3107, 3158, 3209, 3260, 3311, 3367, 3418, 3469, 3520, 3572, 3623, 3674, 3725, 3776, 3827, 3878, 3929, 3980, 4031, 4082, 4133, 4184, 4235, 4286, 4337, 4388, 4439, 4493, 4546, 4597, 4648, 4699, 4750, 4801]",0.062,0.038
InsectEPG1,[3802],"[771, 1419, 1670, 2346, 3259, 3575, 4428, 4679, 4930]","[1020, 1668, 1919, 2595, 3508, 3824, 4677, 4928, 5179]",0.167,0.764
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
