dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 205, 306, 407, 508, 635, 736, 837, 938, 1064, 1165, 1266, 1367, 1468, 1569, 1670, 1781, 1882, 1983, 2084, 2185, 2286, 2387, 2507, 2608, 2709, 2810, 2939, 3040, 3141, 3242]","[199, 304, 405, 506, 607, 734, 835, 936, 1037, 1163, 1264, 1365, 1466, 1567, 1668, 1769, 1880, 1981, 2082, 2183, 2284, 2385, 2486, 2606, 2707, 2808, 2909, 3038, 3139, 3240, 3341]",0.061,0.062
EEGRat,[1000],"[86, 163, 219, 272, 391, 442, 493, 568, 619, 691, 752, 823, 878, 929, 1068]","[135, 212, 268, 321, 440, 491, 542, 617, 668, 740, 801, 872, 927, 978, 1117]",0.111,0.526
EEGRat2,[1000],"[68, 1055]","[117, 1104]",0.4,0.914
FaceFour,"[2800, 5600, 6650]","[251, 1057, 1308, 1754, 2005, 3184, 3453, 3886, 6301, 6552]","[500, 1306, 1557, 2003, 2254, 3433, 3702, 4135, 6550, 6801]",0.133,0.488
GrandMalSeizures2,[4550],"[230, 2328, 2766, 4129, 4180, 4268, 4319, 4397, 4448, 4499, 4564, 4619, 4712, 4784, 4835, 4904, 4955, 5475, 5589, 5847, 5906, 6078, 6192, 6292, 6343, 6497, 6548, 6599, 6650, 6776, 7016, 7067, 7164, 7215, 7276, 7338, 7389, 7464, 7547, 7598, 7649, 7704, 7755, 7806, 7941, 8040, 8091, 8180, 8340, 8391, 8442, 8494, 8548, 8599, 8732, 8877, 8928, 8979, 9300, 9351, 9668, 9720, 9771, 9902, 9956, 10007, 10080, 10206, 10262, 10377]","[279, 2377, 2815, 4178, 4229, 4317, 4368, 4446, 4497, 4548, 4613, 4668, 4761, 4833, 4884, 4953, 5004, 5524, 5638, 5896, 5955, 6127, 6241, 6341, 6392, 6546, 6597, 6648, 6699, 6825, 7065, 7116, 7213, 7264, 7325, 7387, 7438, 7513, 7596, 7647, 7698, 7753, 7804, 7855, 7990, 8089, 8140, 8229, 8389, 8440, 8491, 8543, 8597, 8648, 8781, 8926, 8977, 9028, 9349, 9400, 9717, 9769, 9820, 9951, 10005, 10056, 10129, 10255, 10311, 10426]",0.055,0.251
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[85, 136, 340, 391, 442, 517, 568, 646, 725, 776, 899, 950, 1028, 1079, 1157, 1208, 1349, 1413, 1496, 1581, 1795, 1846, 2005, 2088, 2139, 2217, 2307, 2358, 2436, 2487, 2564, 2615, 2693, 2820, 2871, 2983, 3038, 3125, 3204, 3255, 3332, 3383, 3541, 3638, 3716, 3767, 4100, 4151, 4230, 4281, 4357, 4408, 4567, 4618, 4740, 4791, 4867, 4918]","[134, 185, 389, 440, 491, 566, 617, 695, 774, 825, 948, 999, 1077, 1128, 1206, 1257, 1398, 1462, 1545, 1630, 1844, 1895, 2054, 2137, 2188, 2266, 2356, 2407, 2485, 2536, 2613, 2664, 2742, 2869, 2920, 3032, 3087, 3174, 3253, 3304, 3381, 3432, 3590, 3687, 3765, 3816, 4149, 4200, 4279, 4330, 4406, 4457, 4616, 4667, 4789, 4840, 4916, 4967]",0.033,0.067
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 375, 426, 477, 528, 579, 630, 681, 732, 783, 834, 885, 936, 987, 1038, 1104, 1155, 1206, 1257, 1314, 1369, 1420, 1471, 1522, 1573, 1624, 1675, 1726, 1777, 1828, 1879, 1930, 1981, 2032, 2083, 2137, 2190, 2241, 2292, 2343, 2394, 2448, 2499, 2550, 2601, 2652, 2703, 2754, 2805, 2856, 2907, 2958, 3009, 3060, 3111, 3162, 3213, 3268, 3320, 3371, 3422, 3473, 3524, 3575, 3626, 3677, 3728, 3779, 3830, 3881, 3932, 3983, 4034, 4085, 4136, 4187, 4238, 4289, 4340, 4391, 4448, 4499, 4550, 4601, 4652, 4703, 4754]","[99, 150, 201, 252, 303, 354, 424, 475, 526, 577, 628, 679, 730, 781, 832, 883, 934, 985, 1036, 1087, 1153, 1204, 1255, 1306, 1363, 1418, 1469, 1520, 1571, 1622, 1673, 1724, 1775, 1826, 1877, 1928, 1979, 2030, 2081, 2132, 2186, 2239, 2290, 2341, 2392, 2443, 2497, 2548, 2599, 2650, 2701, 2752, 2803, 2854, 2905, 2956, 3007, 3058, 3109, 3160, 3211, 3262, 3317, 3369, 3420, 3471, 3522, 3573, 3624, 3675, 3726, 3777, 3828, 3879, 3930, 3981, 4032, 4083, 4134, 4185, 4236, 4287, 4338, 4389, 4440, 4497, 4548, 4599, 4650, 4701, 4752, 4803]",0.062,0.04
InsectEPG1,[3802],"[1683, 4506, 4812]","[1932, 4755, 5061]",0.333,0.822
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[90, 141, 205, 267, 335, 394, 463, 521, 605, 667, 718, 779, 908, 1031, 1103, 1163, 1290, 1341, 1392, 1443, 1511, 1580, 1633, 1706, 1758, 1837, 1891, 1993, 2081, 2147, 2220, 2275, 2332, 2384, 2457, 2510, 2561, 2612, 2663, 2728, 2794, 2864, 2927, 2995, 3066, 3122, 3176, 3227, 3278, 3329, 3380, 3432, 3504, 3564, 3636, 3688, 3739, 3790, 3849, 3921, 3973, 4031, 4082, 4133, 4184, 4248, 4307, 4438, 4492, 4551, 4615, 4691, 4742, 4801, 4869, 4946, 4999, 5050, 5101, 5152, 5224, 5284, 5352, 5414, 5479, 5538, 5606, 5665, 5732, 5796, 5861, 5921, 5995, 6053, 6121, 6178, 6246, 6306]","[139, 190, 254, 316, 384, 443, 512, 570, 654, 716, 767, 828, 957, 1080, 1152, 1212, 1339, 1390, 1441, 1492, 1560, 1629, 1682, 1755, 1807, 1886, 1940, 2042, 2130, 2196, 2269, 2324, 2381, 2433, 2506, 2559, 2610, 2661, 2712, 2777, 2843, 2913, 2976, 3044, 3115, 3171, 3225, 3276, 3327, 3378, 3429, 3481, 3553, 3613, 3685, 3737, 3788, 3839, 3898, 3970, 4022, 4080, 4131, 4182, 4233, 4297, 4356, 4487, 4541, 4600, 4664, 4740, 4791, 4850, 4918, 4995, 5048, 5099, 5150, 5201, 5273, 5333, 5401, 5463, 5528, 5587, 5655, 5714, 5781, 5845, 5910, 5970, 6044, 6102, 6170, 6227, 6295, 6355]",0.096,0.082
TiltECG,[25000],"[24542, 26581, 32889, 33995]","[25541, 27580, 33888, 34994]",0.286,0.771
ToeSegmentation1,[1385],"[1511, 1894, 2134, 2185]","[1560, 1943, 2183, 2234]",0.286,0.669
ToeSegmentation2,[1543],"[104, 439, 490, 543, 828, 1002, 1053, 1104, 1155, 1421, 1472, 1525, 1576, 1746, 1824, 2043, 2094, 2307, 2358, 2414, 2465, 2539, 2590, 2641, 2692, 2761, 2812, 2870, 2935, 3006]","[153, 488, 539, 592, 877, 1051, 1102, 1153, 1204, 1470, 1521, 1574, 1625, 1795, 1873, 2092, 2143, 2356, 2407, 2463, 2514, 2588, 2639, 2690, 2741, 2810, 2861, 2919, 2984, 3055]",0.121,0.18
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[2304],[2353],0.4,0.789
Yoga,[7295],[4171],[4220],0.5,0.661
