dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 212, 313, 414, 515, 645, 788, 930, 1064, 1165, 1266, 1371, 1514, 1648, 1793, 1938, 2039, 2140, 2241, 2372, 2514, 2659, 2802, 2942, 3085, 3186, 3287]","[199, 311, 412, 513, 614, 744, 887, 1029, 1163, 1264, 1365, 1470, 1613, 1747, 1892, 2037, 2138, 2239, 2340, 2471, 2613, 2758, 2901, 3041, 3184, 3285, 3386]",0.069,0.049
EEGRat,[1000],"[183, 464, 515, 573, 757, 930]","[232, 513, 564, 622, 806, 979]",0.222,0.608
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[4569, 6550, 6601, 7023, 7074, 7649, 8405, 8456, 8507, 9353, 9739, 10003]","[4618, 6599, 6650, 7072, 7123, 7698, 8454, 8505, 8556, 9402, 9788, 10052]",0.267,0.624
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[2224],[2273],0.667,0.554
InlineSkate,"[1058, 2704]","[52, 155, 217, 295, 352, 428, 531, 583, 648, 700, 764, 816, 882, 933, 984, 1105, 1156, 1223, 1278, 1329, 1380, 1440, 1536, 1588, 1670, 1733, 1817, 1874, 1958, 2026, 2103, 2154, 2288, 2339, 2391, 2455, 2524, 2579, 2672, 2723, 2801, 2877, 2933, 3026, 3077, 3128, 3179, 3240, 3291, 3345, 3400, 3569, 3620, 3672, 3893, 3952, 4086, 4144, 4195, 4246, 4297, 4348, 4418, 4469, 4528, 4607]","[101, 204, 266, 344, 401, 477, 580, 632, 697, 749, 813, 865, 931, 982, 1033, 1154, 1205, 1272, 1327, 1378, 1429, 1489, 1585, 1637, 1719, 1782, 1866, 1923, 2007, 2075, 2152, 2203, 2337, 2388, 2440, 2504, 2573, 2628, 2721, 2772, 2850, 2926, 2982, 3075, 3126, 3177, 3228, 3289, 3340, 3394, 3449, 3618, 3669, 3721, 3942, 4001, 4135, 4193, 4244, 4295, 4346, 4397, 4467, 4518, 4577, 4656]",0.086,0.095
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[523, 2291, 2342, 2461, 2539, 4074, 4139, 4190, 4264, 4315, 4443, 4510, 4563, 4693, 4745, 4805, 4948, 5082, 5142, 5227, 5286, 5358, 5417, 5482, 5542, 5609, 5668, 5741, 5796, 5865, 5926, 5998, 6056, 6123, 6186, 6250, 6309]","[572, 2340, 2391, 2510, 2588, 4123, 4188, 4239, 4313, 4364, 4492, 4559, 4612, 4742, 4794, 4854, 4997, 5131, 5191, 5276, 5335, 5407, 5466, 5531, 5591, 5658, 5717, 5790, 5845, 5914, 5975, 6047, 6105, 6172, 6235, 6299, 6358]",0.14,0.384
TiltECG,[25000],"[24608, 33064, 34065]","[25607, 34063, 35064]",0.667,0.812
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[1004, 1055, 1106, 1747, 2606, 2892]","[1053, 1104, 1155, 1796, 2655, 2941]",0.222,0.604
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
