dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 202, 303, 404, 505, 632, 733, 834, 935, 1036, 1137, 1238, 1358, 1459, 1560, 1661, 1779, 1880, 1981, 2082, 2183, 2284, 2385, 2503, 2604, 2705, 2806, 2907, 3008, 3109, 3210, 3311]","[199, 301, 402, 503, 604, 731, 832, 933, 1034, 1135, 1236, 1337, 1457, 1558, 1659, 1760, 1878, 1979, 2080, 2181, 2282, 2383, 2484, 2602, 2703, 2804, 2905, 3006, 3107, 3208, 3309, 3410]",0.059,0.042
EEGRat,[1000],"[83, 161, 217, 271, 390, 441, 492, 564, 615, 666, 730, 821, 877, 928, 979, 1062]","[132, 210, 266, 320, 439, 490, 541, 613, 664, 715, 779, 870, 926, 977, 1028, 1111]",0.105,0.528
EEGRat2,[1000],"[62, 1003, 1054, 1485, 1621]","[111, 1052, 1103, 1534, 1670]",0.5,0.683
FaceFour,"[2800, 5600, 6650]","[250, 1055, 1306, 1659, 2001, 2456, 3011, 3262, 3640, 3891, 6300, 6551]","[499, 1304, 1555, 1908, 2250, 2705, 3260, 3511, 3889, 4140, 6549, 6800]",0.118,0.487
GrandMalSeizures2,[4550],"[227, 1942, 2247, 2298, 2375, 2766, 2827, 2920, 3617, 4129, 4180, 4267, 4318, 4382, 4446, 4497, 4564, 4615, 4666, 4717, 4784, 4835, 4901, 4952, 5259, 5335, 5411, 5468, 5588, 5746, 5844, 5904, 6075, 6152, 6203, 6291, 6342, 6462, 6513, 6580, 6646, 6700, 6751, 6802, 6938, 7009, 7060, 7155, 7214, 7275, 7337, 7388, 7463, 7526, 7577, 7629, 7702, 7753, 7804, 7937, 8039, 8090, 8179, 8264, 8332, 8387, 8439, 8492, 8547, 8598, 8717, 8875, 8926, 8977, 9205, 9279, 9348, 9408, 9663, 9716, 9767, 9819, 9890, 9952, 10003, 10054, 10198, 10262, 10376]","[276, 1991, 2296, 2347, 2424, 2815, 2876, 2969, 3666, 4178, 4229, 4316, 4367, 4431, 4495, 4546, 4613, 4664, 4715, 4766, 4833, 4884, 4950, 5001, 5308, 5384, 5460, 5517, 5637, 5795, 5893, 5953, 6124, 6201, 6252, 6340, 6391, 6511, 6562, 6629, 6695, 6749, 6800, 6851, 6987, 7058, 7109, 7204, 7263, 7324, 7386, 7437, 7512, 7575, 7626, 7678, 7751, 7802, 7853, 7986, 8088, 8139, 8228, 8313, 8381, 8436, 8488, 8541, 8596, 8647, 8766, 8924, 8975, 9026, 9254, 9328, 9397, 9457, 9712, 9765, 9816, 9868, 9939, 10001, 10052, 10103, 10247, 10311, 10425]",0.043,0.194
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[69, 132, 183, 261, 337, 388, 439, 516, 567, 644, 695, 772, 823, 898, 949, 1027, 1078, 1156, 1207, 1347, 1398, 1462, 1538, 1589, 1668, 1719, 1794, 1845, 2002, 2053, 2130, 2181, 2232, 2306, 2357, 2435, 2486, 2563, 2614, 2691, 2742, 2819, 2870, 2948, 2999, 3076, 3127, 3203, 3254, 3331, 3382, 3460, 3538, 3589, 3640, 3715, 3766, 3844, 3895, 3972, 4023, 4099, 4150, 4228, 4279, 4356, 4407, 4485, 4562, 4613, 4664, 4739, 4790, 4866, 4917]","[118, 181, 232, 310, 386, 437, 488, 565, 616, 693, 744, 821, 872, 947, 998, 1076, 1127, 1205, 1256, 1396, 1447, 1511, 1587, 1638, 1717, 1768, 1843, 1894, 2051, 2102, 2179, 2230, 2281, 2355, 2406, 2484, 2535, 2612, 2663, 2740, 2791, 2868, 2919, 2997, 3048, 3125, 3176, 3252, 3303, 3380, 3431, 3509, 3587, 3638, 3689, 3764, 3815, 3893, 3944, 4021, 4072, 4148, 4199, 4277, 4328, 4405, 4456, 4534, 4611, 4662, 4713, 4788, 4839, 4915, 4966]",0.026,0.031
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 356, 415, 470, 521, 572, 623, 674, 725, 776, 827, 878, 929, 980, 1031, 1103, 1154, 1205, 1256, 1307, 1358, 1409, 1460, 1511, 1562, 1613, 1667, 1722, 1773, 1824, 1875, 1926, 1977, 2028, 2079, 2136, 2187, 2238, 2289, 2340, 2391, 2447, 2498, 2549, 2600, 2651, 2702, 2753, 2804, 2855, 2906, 2957, 3008, 3059, 3110, 3161, 3212, 3263, 3319, 3370, 3421, 3472, 3524, 3575, 3626, 3677, 3728, 3779, 3830, 3881, 3932, 3983, 4034, 4085, 4136, 4187, 4238, 4289, 4340, 4391, 4445, 4498, 4549, 4600, 4651, 4702, 4753]","[99, 150, 201, 252, 303, 354, 405, 464, 519, 570, 621, 672, 723, 774, 825, 876, 927, 978, 1029, 1080, 1152, 1203, 1254, 1305, 1356, 1407, 1458, 1509, 1560, 1611, 1662, 1716, 1771, 1822, 1873, 1924, 1975, 2026, 2077, 2128, 2185, 2236, 2287, 2338, 2389, 2440, 2496, 2547, 2598, 2649, 2700, 2751, 2802, 2853, 2904, 2955, 3006, 3057, 3108, 3159, 3210, 3261, 3312, 3368, 3419, 3470, 3521, 3573, 3624, 3675, 3726, 3777, 3828, 3879, 3930, 3981, 4032, 4083, 4134, 4185, 4236, 4287, 4338, 4389, 4440, 4494, 4547, 4598, 4649, 4700, 4751, 4802]",0.062,0.038
InsectEPG1,[3802],"[790, 1434, 1685, 3269, 3604, 4461, 4712, 4963]","[1039, 1683, 1934, 3518, 3853, 4710, 4961, 5212]",0.182,0.801
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
