dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 217, 364, 506, 644, 791, 932, 1067, 1222, 1383, 1514, 1647, 1795, 1943, 2092, 2231, 2377, 2519, 2658, 2805, 2948, 3091, 3240]","[199, 316, 463, 605, 743, 890, 1031, 1166, 1321, 1482, 1613, 1746, 1894, 2042, 2191, 2330, 2476, 2618, 2757, 2904, 3047, 3190, 3339]",0.08,0.062
EEGRat,[1000],"[188, 466, 517, 577, 759, 931]","[237, 515, 566, 626, 808, 980]",0.222,0.607
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[67, 127, 179, 232, 287, 343, 394, 445, 501, 553, 604, 662, 713, 764, 815, 866, 917, 968, 1020, 1088, 1139, 1190, 1241, 1295, 1346, 1397, 1448, 1499, 1550, 1601, 1680, 1731, 1782, 1833, 1903, 1956, 2007, 2061, 2112, 2163, 2217, 2268, 2320, 2371, 2422, 2476, 2528, 2583, 2634, 2685, 2736, 2788, 2839, 2890, 2944, 2995, 3046, 3097, 3148, 3200, 3251, 3302, 3353, 3404, 3455, 3506, 3557, 3608, 3659, 3710, 3761, 3816, 3876, 3932, 3983, 4041, 4099, 4150, 4201, 4252, 4303, 4354, 4405, 4456, 4518, 4569, 4620, 4676, 4727, 4778, 4829, 4880, 4937, 4989, 5047, 5098, 5206, 5257, 5308, 5359, 5410, 5461, 5523, 5589, 5640, 5706, 5766, 5840, 5891, 5953, 6075, 6126, 6184, 6239, 6290, 6341, 6392, 6443, 6494, 6545, 6596, 6647, 6698, 6750, 6814, 6883, 6937, 7008, 7059, 7117, 7168, 7219, 7270, 7326, 7385, 7436, 7487, 7571, 7622, 7685, 7740, 7791, 7919, 7970, 8021, 8080, 8131, 8182, 8257, 8310, 8361, 8412, 8463, 8514, 8565, 8717, 8768, 8819, 8870, 8922, 8973, 9024, 9075, 9126, 9177, 9251, 9302, 9353, 9408, 9462, 9513, 9587, 9654, 9731, 9782, 9853, 9929, 9980, 10031, 10167, 10218, 10269, 10343]","[116, 176, 228, 281, 336, 392, 443, 494, 550, 602, 653, 711, 762, 813, 864, 915, 966, 1017, 1069, 1137, 1188, 1239, 1290, 1344, 1395, 1446, 1497, 1548, 1599, 1650, 1729, 1780, 1831, 1882, 1952, 2005, 2056, 2110, 2161, 2212, 2266, 2317, 2369, 2420, 2471, 2525, 2577, 2632, 2683, 2734, 2785, 2837, 2888, 2939, 2993, 3044, 3095, 3146, 3197, 3249, 3300, 3351, 3402, 3453, 3504, 3555, 3606, 3657, 3708, 3759, 3810, 3865, 3925, 3981, 4032, 4090, 4148, 4199, 4250, 4301, 4352, 4403, 4454, 4505, 4567, 4618, 4669, 4725, 4776, 4827, 4878, 4929, 4986, 5038, 5096, 5147, 5255, 5306, 5357, 5408, 5459, 5510, 5572, 5638, 5689, 5755, 5815, 5889, 5940, 6002, 6124, 6175, 6233, 6288, 6339, 6390, 6441, 6492, 6543, 6594, 6645, 6696, 6747, 6799, 6863, 6932, 6986, 7057, 7108, 7166, 7217, 7268, 7319, 7375, 7434, 7485, 7536, 7620, 7671, 7734, 7789, 7840, 7968, 8019, 8070, 8129, 8180, 8231, 8306, 8359, 8410, 8461, 8512, 8563, 8614, 8766, 8817, 8868, 8919, 8971, 9022, 9073, 9124, 9175, 9226, 9300, 9351, 9402, 9457, 9511, 9562, 9636, 9703, 9780, 9831, 9902, 9978, 10029, 10080, 10216, 10267, 10318, 10392]",0.022,0.022
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[175, 431, 553, 685, 1071, 1195, 1578, 1710, 1834, 2093, 2218, 2348, 2605, 2861, 2986, 3116, 3243, 3628, 3757, 3883, 4013, 4143, 4397, 4652, 4783]","[224, 480, 602, 734, 1120, 1244, 1627, 1759, 1883, 2142, 2267, 2397, 2654, 2910, 3035, 3165, 3292, 3677, 3806, 3932, 4062, 4192, 4446, 4701, 4832]",0.074,0.077
InlineSkate,"[1058, 2704]","[50, 101, 287, 338, 389, 440, 524, 575, 639, 692, 756, 809, 873, 924, 975, 1057, 1108, 1159, 1219, 1276, 1330, 1381, 1454, 1540, 1591, 1642, 1814, 1879, 1960, 2102, 2153, 2204, 2297, 2348, 2399, 2454, 2522, 2578, 2716, 2767, 2818, 2878, 2935, 3120, 3174, 3233, 3284, 3343, 3571, 3622, 3942, 3998, 4082, 4179, 4230, 4281, 4412, 4463]","[99, 150, 336, 387, 438, 489, 573, 624, 688, 741, 805, 858, 922, 973, 1024, 1106, 1157, 1208, 1268, 1325, 1379, 1430, 1503, 1589, 1640, 1691, 1863, 1928, 2009, 2151, 2202, 2253, 2346, 2397, 2448, 2503, 2571, 2627, 2765, 2816, 2867, 2927, 2984, 3169, 3223, 3282, 3333, 3392, 3620, 3671, 3991, 4047, 4131, 4228, 4279, 4330, 4461, 4512]",0.097,0.149
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
