dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 213, 362, 503, 644, 788, 931, 1067, 1219, 1375, 1515, 1650, 1793, 1940, 2089, 2228, 2373, 2515, 2659, 2803, 2944, 3086, 3235]","[199, 312, 461, 602, 743, 887, 1030, 1166, 1318, 1474, 1614, 1749, 1892, 2039, 2188, 2327, 2472, 2614, 2758, 2902, 3043, 3185, 3334]",0.08,0.064
EEGRat,[1000],"[184, 467, 518, 574, 758, 934]","[233, 516, 567, 623, 807, 983]",0.222,0.611
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[7023, 7650, 8405, 8456, 8507, 10002]","[7072, 7699, 8454, 8505, 8556, 10051]",0.222,0.426
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[2225],[2274],0.667,0.554
InlineSkate,"[1058, 2704]","[50, 159, 214, 296, 378, 430, 534, 586, 649, 702, 763, 818, 882, 933, 984, 1106, 1157, 1222, 1278, 1329, 1380, 1445, 1520, 1588, 1639, 1690, 1741, 1817, 1874, 1960, 2030, 2096, 2147, 2284, 2337, 2395, 2453, 2525, 2580, 2675, 2753, 2804, 2880, 2935, 3028, 3079, 3130, 3181, 3243, 3294, 3345, 3401, 3573, 3624, 3675, 3824, 3896, 3950, 4044, 4095, 4146, 4197, 4248, 4299, 4420, 4471, 4528, 4608, 4764]","[99, 208, 263, 345, 427, 479, 583, 635, 698, 751, 812, 867, 931, 982, 1033, 1155, 1206, 1271, 1327, 1378, 1429, 1494, 1569, 1637, 1688, 1739, 1790, 1866, 1923, 2009, 2079, 2145, 2196, 2333, 2386, 2444, 2502, 2574, 2629, 2724, 2802, 2853, 2929, 2984, 3077, 3128, 3179, 3230, 3292, 3343, 3394, 3450, 3622, 3673, 3724, 3873, 3945, 3999, 4093, 4144, 4195, 4246, 4297, 4348, 4469, 4520, 4577, 4657, 4813]",0.082,0.087
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[2290, 2341, 2463, 2540, 2635, 4139, 4190, 4262, 4313, 4444, 4508, 4564, 4694, 4745, 4804, 5086, 5145, 5232, 5286, 5359, 5418, 5483, 5543, 5609, 5668, 5741, 5798, 5866, 5926, 5999, 6056, 6124, 6185, 6251, 6310]","[2339, 2390, 2512, 2589, 2684, 4188, 4239, 4311, 4362, 4493, 4557, 4613, 4743, 4794, 4853, 5135, 5194, 5281, 5335, 5408, 5467, 5532, 5592, 5658, 5717, 5790, 5847, 5915, 5975, 6048, 6105, 6173, 6234, 6300, 6359]",0.146,0.401
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[1748, 2547, 2606, 2893]","[1797, 2596, 2655, 2942]",0.286,0.7
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
