dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 918, 1019, 1120, 1221, 1322, 1423, 1524, 1632, 1733, 1834, 1935, 2036, 2137, 2238, 2363, 2464, 2565, 2666, 2791, 2892, 2993, 3094, 3195, 3296]","[199, 300, 401, 502, 603, 704, 805, 906, 1017, 1118, 1219, 1320, 1421, 1522, 1623, 1731, 1832, 1933, 2034, 2135, 2236, 2337, 2462, 2563, 2664, 2765, 2890, 2991, 3092, 3193, 3294, 3395]",0.059,0.046
EEGRat,[1000],"[64, 115, 166, 217, 270, 351, 402, 453, 504, 565, 616, 667, 725, 829, 880, 931, 1001, 1053, 1104, 1363]","[113, 164, 215, 266, 319, 400, 451, 502, 553, 614, 665, 716, 774, 878, 929, 980, 1050, 1102, 1153, 1412]",0.174,0.37
EEGRat2,[1000],"[53, 104, 363, 951, 1113, 1480, 1531, 1585, 1862]","[102, 153, 412, 1000, 1162, 1529, 1580, 1634, 1911]",0.167,0.478
FaceFour,"[2800, 5600, 6650]","[809, 2920, 3171, 3574, 3871, 7116, 7913]","[1058, 3169, 3420, 3823, 4120, 7365, 8162]",0.167,0.496
GrandMalSeizures2,[4550],"[57, 108, 159, 212, 263, 314, 368, 419, 471, 522, 573, 624, 675, 729, 780, 836, 887, 938, 989, 1042, 1095, 1149, 1200, 1251, 1302, 1362, 1413, 1464, 1515, 1566, 1617, 1668, 1719, 1770, 1821, 1872, 1933, 1985, 2037, 2088, 2139, 2190, 2241, 2292, 2343, 2394, 2445, 2496, 2547, 2599, 2653, 2704, 2756, 2807, 2858, 2909, 2960, 3011, 3062, 3113, 3164, 3215, 3266, 3317, 3369, 3420, 3471, 3522, 3573, 3624, 3675, 3733, 3784, 3835, 3886, 3939, 3990, 4041, 4092, 4143, 4194, 4245, 4296, 4347, 4398, 4449, 4501, 4552, 4603, 4654, 4705, 4756, 4807, 4858, 4909, 4960, 5011, 5062, 5113, 5192, 5243, 5294, 5345, 5396, 5455, 5512, 5574, 5625, 5677, 5728, 5779, 5830, 5881, 5932, 5983, 6034, 6085, 6136, 6187, 6238, 6289, 6340, 6391, 6442, 6493, 6544, 6595, 6646, 6697, 6748, 6799, 6850, 6901, 6958, 7009, 7060, 7111, 7164, 7215, 7266, 7324, 7382, 7433, 7484, 7535, 7586, 7637, 7688, 7739, 7790, 7842, 7893, 7944, 8004, 8055, 8106, 8157, 8208, 8259, 8310, 8361, 8412, 8463, 8514, 8565, 8641, 8692, 8743, 8794, 8853, 8904, 8960, 9016, 9067, 9118, 9169, 9248, 9299, 9350, 9401, 9452, 9506, 9562, 9613, 9664, 9715, 9766, 9817, 9868, 9919, 9970, 10029, 10104, 10165, 10216, 10267, 10318, 10369]","[106, 157, 208, 261, 312, 363, 417, 468, 520, 571, 622, 673, 724, 778, 829, 885, 936, 987, 1038, 1091, 1144, 1198, 1249, 1300, 1351, 1411, 1462, 1513, 1564, 1615, 1666, 1717, 1768, 1819, 1870, 1921, 1982, 2034, 2086, 2137, 2188, 2239, 2290, 2341, 2392, 2443, 2494, 2545, 2596, 2648, 2702, 2753, 2805, 2856, 2907, 2958, 3009, 3060, 3111, 3162, 3213, 3264, 3315, 3366, 3418, 3469, 3520, 3571, 3622, 3673, 3724, 3782, 3833, 3884, 3935, 3988, 4039, 4090, 4141, 4192, 4243, 4294, 4345, 4396, 4447, 4498, 4550, 4601, 4652, 4703, 4754, 4805, 4856, 4907, 4958, 5009, 5060, 5111, 5162, 5241, 5292, 5343, 5394, 5445, 5504, 5561, 5623, 5674, 5726, 5777, 5828, 5879, 5930, 5981, 6032, 6083, 6134, 6185, 6236, 6287, 6338, 6389, 6440, 6491, 6542, 6593, 6644, 6695, 6746, 6797, 6848, 6899, 6950, 7007, 7058, 7109, 7160, 7213, 7264, 7315, 7373, 7431, 7482, 7533, 7584, 7635, 7686, 7737, 7788, 7839, 7891, 7942, 7993, 8053, 8104, 8155, 8206, 8257, 8308, 8359, 8410, 8461, 8512, 8563, 8614, 8690, 8741, 8792, 8843, 8902, 8953, 9009, 9065, 9116, 9167, 9218, 9297, 9348, 9399, 9450, 9501, 9555, 9611, 9662, 9713, 9764, 9815, 9866, 9917, 9968, 10019, 10078, 10153, 10214, 10265, 10316, 10367, 10418]",0.02,0.013
GreatBarbet1,"[1900, 3700]","[1812, 2148, 3645]","[2061, 2397, 3894]",0.286,0.906
Herring,[],"[50, 110, 161, 212, 293, 366, 422, 473, 524, 575, 650, 714, 804, 933, 1037, 1101, 1163, 1229, 1318, 1388, 1446, 1497, 1565, 1616, 1701, 1752, 1803, 1854, 1957, 2059, 2122, 2187, 2238, 2295, 2346, 2397, 2469, 2520, 2588, 2639, 2716, 2767, 2849, 2900, 2971, 3022, 3099, 3150, 3210, 3277, 3339, 3405, 3493, 3596, 3661, 3723, 3789, 3867, 3918, 3979, 4044, 4132, 4183, 4253, 4304, 4383, 4434, 4518, 4639, 4690, 4748, 4814, 4900]","[99, 159, 210, 261, 342, 415, 471, 522, 573, 624, 699, 763, 853, 982, 1086, 1150, 1212, 1278, 1367, 1437, 1495, 1546, 1614, 1665, 1750, 1801, 1852, 1903, 2006, 2108, 2171, 2236, 2287, 2344, 2395, 2446, 2518, 2569, 2637, 2688, 2765, 2816, 2898, 2949, 3020, 3071, 3148, 3199, 3259, 3326, 3388, 3454, 3542, 3645, 3710, 3772, 3838, 3916, 3967, 4028, 4093, 4181, 4232, 4302, 4353, 4432, 4483, 4567, 4688, 4739, 4797, 4863, 4949]",0.027,0.026
InlineSkate,"[1058, 2704]","[50, 101, 152, 265, 316, 367, 418, 520, 571, 636, 687, 738, 789, 840, 891, 942, 993, 1044, 1095, 1146, 1211, 1269, 1321, 1372, 1437, 1488, 1539, 1590, 1641, 1692, 1743, 1805, 1861, 1912, 1963, 2021, 2087, 2138, 2192, 2256, 2307, 2358, 2409, 2460, 2513, 2571, 2663, 2714, 2765, 2816, 2867, 2927, 3016, 3068, 3119, 3170, 3227, 3278, 3333, 3385, 3510, 3561, 3613, 3665, 3827, 3882, 3938, 3989, 4041, 4092, 4143, 4194, 4245, 4296, 4347, 4406, 4457, 4508, 4652, 4703, 4754]","[99, 150, 201, 314, 365, 416, 467, 569, 620, 685, 736, 787, 838, 889, 940, 991, 1042, 1093, 1144, 1195, 1260, 1318, 1370, 1421, 1486, 1537, 1588, 1639, 1690, 1741, 1792, 1854, 1910, 1961, 2012, 2070, 2136, 2187, 2241, 2305, 2356, 2407, 2458, 2509, 2562, 2620, 2712, 2763, 2814, 2865, 2916, 2976, 3065, 3117, 3168, 3219, 3276, 3327, 3382, 3434, 3559, 3610, 3662, 3714, 3876, 3931, 3987, 4038, 4090, 4141, 4192, 4243, 4294, 4345, 4396, 4455, 4506, 4557, 4701, 4752, 4803]",0.071,0.076
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],"[750, 1501, 2252, 3003, 3885, 4647, 5398, 6149]","[1499, 2250, 3001, 3752, 4634, 5396, 6147, 6898]",0.364,0.269
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[130, 210, 261, 339, 390, 467, 518, 592, 643, 722, 773, 859, 910, 961, 1030, 1108, 1159, 1221, 1339, 1407, 1458, 1596, 1750, 1852, 1903, 1981, 2049, 2118, 2236, 2287, 2338, 2389, 2453, 2504, 2555, 2627, 2678, 2749, 2800, 2858, 2992, 3137, 3188, 3262, 3313, 3401, 3506, 3568, 3635, 3695, 3774, 3825, 3877, 3928, 3979, 4030, 4081, 4132, 4183, 4234, 4285, 4336, 4391, 4442, 4506, 4558, 4639, 4690, 4746, 4798, 4849, 4943, 4996, 5047, 5098, 5149, 5200, 5251, 5302, 5353, 5410, 5476, 5537, 5601, 5652, 5703, 5754, 5805, 5856, 5907, 5958, 6009, 6060, 6116, 6176, 6236, 6287, 6338]","[179, 259, 310, 388, 439, 516, 567, 641, 692, 771, 822, 908, 959, 1010, 1079, 1157, 1208, 1270, 1388, 1456, 1507, 1645, 1799, 1901, 1952, 2030, 2098, 2167, 2285, 2336, 2387, 2438, 2502, 2553, 2604, 2676, 2727, 2798, 2849, 2907, 3041, 3186, 3237, 3311, 3362, 3450, 3555, 3617, 3684, 3744, 3823, 3874, 3926, 3977, 4028, 4079, 4130, 4181, 4232, 4283, 4334, 4385, 4440, 4491, 4555, 4607, 4688, 4739, 4795, 4847, 4898, 4992, 5045, 5096, 5147, 5198, 5249, 5300, 5351, 5402, 5459, 5525, 5586, 5650, 5701, 5752, 5803, 5854, 5905, 5956, 6007, 6058, 6109, 6165, 6225, 6285, 6336, 6387]",0.096,0.092
TiltECG,[25000],"[1000, 2001, 3002, 4003, 5004, 6005, 7006, 8007, 9008, 10009, 11010, 12011, 13012, 14013, 15014, 16015, 17016, 18017, 19018, 20019, 21020, 22021, 23022, 24023, 25024, 26025, 27026, 28027, 29028, 30029, 31034, 32035, 33036, 34037, 35038, 36039, 37040, 38041]","[1999, 3000, 4001, 5002, 6003, 7004, 8005, 9006, 10007, 11008, 12009, 13010, 14011, 15012, 16013, 17014, 18015, 19016, 20017, 21018, 22019, 23020, 24021, 25022, 26023, 27024, 28025, 29026, 30027, 31028, 32033, 33034, 34035, 35036, 36037, 37038, 38039, 39040]",0.098,0.074
ToeSegmentation1,[1385],"[154, 205, 339, 399, 450, 667, 720, 775, 826, 887, 960, 1127, 1328, 1398, 1458, 1509, 1571, 1622, 1701, 1752, 1805, 1887, 1948, 2034, 2085, 2136, 2242, 2307, 2360, 2461, 2631]","[203, 254, 388, 448, 499, 716, 769, 824, 875, 936, 1009, 1176, 1377, 1447, 1507, 1558, 1620, 1671, 1750, 1801, 1854, 1936, 1997, 2083, 2134, 2185, 2291, 2356, 2409, 2510, 2680]",0.118,0.14
ToeSegmentation2,[1543],"[51, 102, 153, 204, 264, 315, 370, 421, 487, 544, 595, 664, 715, 766, 827, 883, 934, 1001, 1052, 1103, 1154, 1212, 1263, 1314, 1366, 1435, 1488, 1571, 1622, 1681, 1738, 1796, 1853, 1911, 2070, 2126, 2188, 2239, 2296, 2347, 2398, 2492, 2543, 2598, 2651, 2712, 2763, 2814, 2878]","[100, 151, 202, 253, 313, 364, 419, 470, 536, 593, 644, 713, 764, 815, 876, 932, 983, 1050, 1101, 1152, 1203, 1261, 1312, 1363, 1415, 1484, 1537, 1620, 1671, 1730, 1787, 1845, 1902, 1960, 2119, 2175, 2237, 2288, 2345, 2396, 2447, 2541, 2592, 2647, 2700, 2761, 2812, 2863, 2927]",0.077,0.09
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]","[165, 246, 298, 407, 458, 702, 874, 1354, 1406, 1575, 1626, 1677, 2106, 2197]","[214, 295, 347, 456, 507, 751, 923, 1403, 1455, 1624, 1675, 1726, 2155, 2246]",0.111,0.329
Yoga,[7295],"[436, 554, 605, 702, 871, 922, 1029, 1080, 1179, 1819, 1870, 1991, 2112, 2163, 2325, 2656, 2707, 2782, 2833, 3045, 3096, 3332, 3395, 3446, 3497, 3881, 3932, 4486, 4805, 4856, 4915, 4994, 5045, 5228, 5305, 5719, 5782, 5835, 6079, 6189, 6273, 6423, 6727, 6885, 6941, 7027, 7082, 7278, 7370, 7439, 7490, 7544, 7685, 7736, 7796, 7847, 8018, 8070, 8155, 8207, 8258, 8326, 8395, 8481, 8532, 8717, 8768, 8819, 9233, 9305, 9356, 9444, 9495, 9943, 9994, 10098, 10231, 10294, 10362, 10415, 10473, 10524, 10576, 10874, 10937, 11035, 11090, 11141, 11254, 11325, 11562, 11695, 11909, 11960, 12418, 13379, 13505, 13556, 13612, 13744, 13826, 13970, 14392, 14500, 14601, 14865, 14937, 14998, 15088, 15160, 15249, 15303, 15397, 15776, 15847]","[485, 603, 654, 751, 920, 971, 1078, 1129, 1228, 1868, 1919, 2040, 2161, 2212, 2374, 2705, 2756, 2831, 2882, 3094, 3145, 3381, 3444, 3495, 3546, 3930, 3981, 4535, 4854, 4905, 4964, 5043, 5094, 5277, 5354, 5768, 5831, 5884, 6128, 6238, 6322, 6472, 6776, 6934, 6990, 7076, 7131, 7327, 7419, 7488, 7539, 7593, 7734, 7785, 7845, 7896, 8067, 8119, 8204, 8256, 8307, 8375, 8444, 8530, 8581, 8766, 8817, 8868, 9282, 9354, 9405, 9493, 9544, 9992, 10043, 10147, 10280, 10343, 10411, 10464, 10522, 10573, 10625, 10923, 10986, 11084, 11139, 11190, 11303, 11374, 11611, 11744, 11958, 12009, 12467, 13428, 13554, 13605, 13661, 13793, 13875, 14019, 14441, 14549, 14650, 14914, 14986, 15047, 15137, 15209, 15298, 15352, 15446, 15825, 15896]",0.034,0.1
