dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 220, 366, 508, 647, 795, 935, 1069, 1224, 1388, 1516, 1649, 1797, 1945, 2095, 2234, 2380, 2521, 2660, 2808, 2952, 3094, 3242]","[199, 319, 465, 607, 746, 894, 1034, 1168, 1323, 1487, 1615, 1748, 1896, 2044, 2194, 2333, 2479, 2620, 2759, 2907, 3051, 3193, 3341]",0.08,0.062
EEGRat,[1000],"[507, 578, 933]","[556, 627, 982]",0.333,0.722
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[67, 152, 232, 287, 348, 399, 450, 501, 553, 604, 662, 713, 764, 815, 867, 926, 979, 1030, 1088, 1150, 1201, 1252, 1304, 1369, 1420, 1488, 1548, 1599, 1680, 1731, 1782, 1833, 1903, 1956, 2007, 2061, 2112, 2163, 2217, 2268, 2320, 2371, 2422, 2481, 2532, 2583, 2634, 2685, 2736, 2788, 2839, 2890, 2944, 2995, 3046, 3097, 3160, 3211, 3262, 3313, 3364, 3415, 3471, 3522, 3573, 3624, 3675, 3737, 3788, 3839, 3890, 3953, 4012, 4067, 4124, 4176, 4227, 4278, 4338, 4389, 4440, 4518, 4569, 4620, 4678, 4729, 4780, 4831, 4893, 4944, 4995, 5047, 5206, 5257, 5308, 5359, 5410, 5461, 5541, 5592, 5644, 5735, 5840, 5891, 5953, 6076, 6127, 6185, 6276, 6329, 6391, 6442, 6494, 6545, 6596, 6647, 6698, 6750, 6816, 6885, 6937, 7008, 7059, 7117, 7168, 7219, 7270, 7327, 7386, 7437, 7488, 7571, 7622, 7685, 7740, 7791, 7940, 8019, 8080, 8131, 8191, 8258, 8318, 8369, 8420, 8471, 8522, 8573, 8718, 8780, 8831, 8882, 8933, 8984, 9035, 9086, 9170, 9251, 9302, 9353, 9408, 9462, 9513, 9588, 9654, 9732, 9783, 9854, 9929, 9980, 10031, 10167, 10218, 10269, 10343]","[116, 201, 281, 336, 397, 448, 499, 550, 602, 653, 711, 762, 813, 864, 916, 975, 1028, 1079, 1137, 1199, 1250, 1301, 1353, 1418, 1469, 1537, 1597, 1648, 1729, 1780, 1831, 1882, 1952, 2005, 2056, 2110, 2161, 2212, 2266, 2317, 2369, 2420, 2471, 2530, 2581, 2632, 2683, 2734, 2785, 2837, 2888, 2939, 2993, 3044, 3095, 3146, 3209, 3260, 3311, 3362, 3413, 3464, 3520, 3571, 3622, 3673, 3724, 3786, 3837, 3888, 3939, 4002, 4061, 4116, 4173, 4225, 4276, 4327, 4387, 4438, 4489, 4567, 4618, 4669, 4727, 4778, 4829, 4880, 4942, 4993, 5044, 5096, 5255, 5306, 5357, 5408, 5459, 5510, 5590, 5641, 5693, 5784, 5889, 5940, 6002, 6125, 6176, 6234, 6325, 6378, 6440, 6491, 6543, 6594, 6645, 6696, 6747, 6799, 6865, 6934, 6986, 7057, 7108, 7166, 7217, 7268, 7319, 7376, 7435, 7486, 7537, 7620, 7671, 7734, 7789, 7840, 7989, 8068, 8129, 8180, 8240, 8307, 8367, 8418, 8469, 8520, 8571, 8622, 8767, 8829, 8880, 8931, 8982, 9033, 9084, 9135, 9219, 9300, 9351, 9402, 9457, 9511, 9562, 9637, 9703, 9781, 9832, 9903, 9978, 10029, 10080, 10216, 10267, 10318, 10392]",0.022,0.023
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[554, 1197, 1580, 1836, 2220, 2350, 2864, 2987, 3245, 3631, 3760, 4400, 4654]","[603, 1246, 1629, 1885, 2269, 2399, 2913, 3036, 3294, 3680, 3809, 4449, 4703]",0.133,0.129
InlineSkate,"[1058, 2704]","[50, 288, 339, 390, 441, 525, 576, 640, 694, 757, 810, 874, 925, 976, 1099, 1150, 1221, 1278, 1333, 1384, 1455, 1590, 1641, 1815, 1962, 2104, 2155, 2206, 2343, 2402, 2455, 2523, 2579, 2720, 2771, 2881, 2936, 3122, 3177, 3235, 3286, 3347, 3572, 3623, 3943, 4084, 4179, 4230, 4281, 4413, 4464]","[99, 337, 388, 439, 490, 574, 625, 689, 743, 806, 859, 923, 974, 1025, 1148, 1199, 1270, 1327, 1382, 1433, 1504, 1639, 1690, 1864, 2011, 2153, 2204, 2255, 2392, 2451, 2504, 2572, 2628, 2769, 2820, 2930, 2985, 3171, 3226, 3284, 3335, 3396, 3621, 3672, 3992, 4133, 4228, 4279, 4330, 4462, 4513]",0.109,0.16
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
