dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 217, 354, 506, 641, 789, 929, 1068, 1208, 1309, 1410, 1515, 1650, 1788, 1941, 2042, 2143, 2244, 2370, 2518, 2655, 2805, 2944, 3086, 3224]","[199, 316, 453, 605, 740, 888, 1028, 1167, 1307, 1408, 1509, 1614, 1749, 1887, 2040, 2141, 2242, 2343, 2469, 2617, 2754, 2904, 3043, 3185, 3323]",0.074,0.067
EEGRat,[1000],"[188, 450, 505, 571, 756, 879, 933]","[237, 499, 554, 620, 805, 928, 982]",0.2,0.6
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]","[3190, 3892, 6550]","[3439, 4141, 6799]",0.25,0.685
GrandMalSeizures2,[4550],"[4273, 4566, 4792, 6593, 7070, 7652, 7749, 8403, 8454, 8505, 8564, 8899, 10007, 10213]","[4322, 4615, 4841, 6642, 7119, 7701, 7798, 8452, 8503, 8554, 8613, 8948, 10056, 10262]",0.235,0.582
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[1589, 2223, 2870]","[1638, 2272, 2919]",0.4,0.425
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 378, 429, 480, 531, 582, 633, 684, 737, 802, 854, 918, 974, 1032, 1107, 1158, 1209, 1260, 1320, 1371, 1422, 1473, 1524, 1589, 1640, 1691, 1742, 1793, 1844, 1904, 1957, 2017, 2082, 2141, 2197, 2248, 2299, 2350, 2401, 2452, 2503, 2554, 2605, 2656, 2707, 2758, 2809, 2860, 2911, 2962, 3013, 3064, 3115, 3166, 3217, 3274, 3325, 3376, 3427, 3478, 3529, 3580, 3631, 3682, 3733, 3810, 3861, 3912, 3963, 4014, 4065, 4116, 4167, 4228, 4279, 4330, 4381, 4432, 4483, 4534, 4585, 4636, 4697, 4748]","[99, 150, 201, 252, 303, 354, 427, 478, 529, 580, 631, 682, 733, 786, 851, 903, 967, 1023, 1081, 1156, 1207, 1258, 1309, 1369, 1420, 1471, 1522, 1573, 1638, 1689, 1740, 1791, 1842, 1893, 1953, 2006, 2066, 2131, 2190, 2246, 2297, 2348, 2399, 2450, 2501, 2552, 2603, 2654, 2705, 2756, 2807, 2858, 2909, 2960, 3011, 3062, 3113, 3164, 3215, 3266, 3323, 3374, 3425, 3476, 3527, 3578, 3629, 3680, 3731, 3782, 3859, 3910, 3961, 4012, 4063, 4114, 4165, 4216, 4277, 4328, 4379, 4430, 4481, 4532, 4583, 4634, 4685, 4746, 4797]",0.065,0.045
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[1335, 1386, 1461, 1515, 1585, 1636, 1708, 1760, 1843, 1895, 2099, 2150, 2225, 2278, 2336, 2387, 2461, 2540, 2608, 2662, 2746, 2815, 2867, 2946, 2998, 3076, 3127, 3180, 3248, 3306, 3377, 3440, 3507, 3661, 3712, 3763, 3852, 3923, 4137, 4188, 4261, 4312, 4442, 4496, 4562, 4619, 4693, 4744, 4805, 5087, 5145, 5234, 5287, 5360, 5417, 5483, 5541, 5609, 5667, 5741, 5799, 5865, 5924, 6000, 6056, 6125, 6180, 6252, 6309]","[1384, 1435, 1510, 1564, 1634, 1685, 1757, 1809, 1892, 1944, 2148, 2199, 2274, 2327, 2385, 2436, 2510, 2589, 2657, 2711, 2795, 2864, 2916, 2995, 3047, 3125, 3176, 3229, 3297, 3355, 3426, 3489, 3556, 3710, 3761, 3812, 3901, 3972, 4186, 4237, 4310, 4361, 4491, 4545, 4611, 4668, 4742, 4793, 4854, 5136, 5194, 5283, 5336, 5409, 5466, 5532, 5590, 5658, 5716, 5790, 5848, 5914, 5973, 6049, 6105, 6174, 6229, 6301, 6358]",0.133,0.306
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[1527, 1578, 1748, 2046, 2097, 2540, 2591, 2642, 2693, 2885, 2936]","[1576, 1627, 1797, 2095, 2146, 2589, 2640, 2691, 2742, 2934, 2985]",0.286,0.638
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
