dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 219, 356, 509, 643, 791, 931, 1069, 1209, 1388, 1517, 1651, 1790, 1942, 2089, 2231, 2371, 2520, 2657, 2807, 2945, 3087, 3226]","[199, 318, 455, 608, 742, 890, 1030, 1168, 1308, 1487, 1616, 1750, 1889, 2041, 2188, 2330, 2470, 2619, 2756, 2906, 3044, 3186, 3325]",0.08,0.067
EEGRat,[1000],"[189, 451, 507, 573, 757, 934]","[238, 500, 556, 622, 806, 983]",0.222,0.6
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]","[3192, 3893, 6551]","[3441, 4142, 6800]",0.25,0.684
GrandMalSeizures2,[4550],"[4567, 4802, 6595, 7071, 7654, 8404, 8455, 8506, 8904, 10020]","[4616, 4851, 6644, 7120, 7703, 8453, 8504, 8555, 8953, 10069]",0.308,0.606
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[2227, 2872]","[2276, 2921]",0.5,0.446
InlineSkate,"[1058, 2704]","[50, 101, 162, 213, 284, 335, 386, 437, 520, 571, 623, 684, 738, 803, 855, 919, 974, 1033, 1107, 1158, 1209, 1273, 1324, 1375, 1432, 1504, 1555, 1618, 1669, 1726, 1777, 1828, 1879, 1930, 1981, 2032, 2083, 2142, 2198, 2249, 2300, 2351, 2402, 2453, 2504, 2555, 2606, 2657, 2709, 2760, 2811, 2862, 2913, 2964, 3015, 3066, 3117, 3168, 3219, 3275, 3326, 3377, 3428, 3479, 3530, 3581, 3632, 3683, 3734, 3810, 3861, 3912, 3963, 4014, 4065, 4116, 4167, 4228, 4279, 4330, 4381, 4432, 4483, 4534, 4585, 4636, 4698, 4749]","[99, 150, 211, 262, 333, 384, 435, 486, 569, 620, 672, 733, 787, 852, 904, 968, 1023, 1082, 1156, 1207, 1258, 1322, 1373, 1424, 1481, 1553, 1604, 1667, 1718, 1775, 1826, 1877, 1928, 1979, 2030, 2081, 2132, 2191, 2247, 2298, 2349, 2400, 2451, 2502, 2553, 2604, 2655, 2706, 2758, 2809, 2860, 2911, 2962, 3013, 3064, 3115, 3166, 3217, 3268, 3324, 3375, 3426, 3477, 3528, 3579, 3630, 3681, 3732, 3783, 3859, 3910, 3961, 4012, 4063, 4114, 4165, 4216, 4277, 4328, 4379, 4430, 4481, 4532, 4583, 4634, 4685, 4747, 4798]",0.065,0.048
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[1336, 1387, 1462, 1516, 1586, 1637, 1709, 1761, 1845, 1896, 2100, 2151, 2226, 2278, 2336, 2387, 2462, 2541, 2608, 2662, 2817, 2868, 2947, 2999, 3089, 3140, 3191, 3248, 3308, 3378, 3450, 3508, 3694, 3760, 3924, 4144, 4195, 4264, 4448, 4499, 4564, 4694, 4745, 4805, 5088, 5145, 5235, 5287, 5361, 5418, 5484, 5541, 5610, 5668, 5742, 5799, 5866, 5925, 6001, 6056, 6125, 6180, 6253, 6310]","[1385, 1436, 1511, 1565, 1635, 1686, 1758, 1810, 1894, 1945, 2149, 2200, 2275, 2327, 2385, 2436, 2511, 2590, 2657, 2711, 2866, 2917, 2996, 3048, 3138, 3189, 3240, 3297, 3357, 3427, 3499, 3557, 3743, 3809, 3973, 4193, 4244, 4313, 4497, 4548, 4613, 4743, 4794, 4854, 5137, 5194, 5284, 5336, 5410, 5467, 5533, 5590, 5659, 5717, 5791, 5848, 5915, 5974, 6050, 6105, 6174, 6229, 6302, 6359]",0.114,0.311
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[1527, 1578, 2047, 2098, 2541, 2592, 2689, 2886, 2937]","[1576, 1627, 2096, 2147, 2590, 2641, 2738, 2935, 2986]",0.333,0.647
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
