dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 234, 373, 520, 654, 806, 953, 1073, 1230, 1406, 1526, 1661, 1810, 1956, 2108, 2240, 2386, 2529, 2670, 2823, 2974, 3098, 3248]","[199, 333, 472, 619, 753, 905, 1052, 1172, 1329, 1505, 1625, 1760, 1909, 2055, 2207, 2339, 2485, 2628, 2769, 2922, 3073, 3197, 3347]",0.08,0.06
EEGRat,[1000],"[519, 936]","[568, 985]",0.4,0.729
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[50, 101, 152, 203, 256, 307, 358, 409, 460, 511, 562, 613, 664, 715, 766, 818, 869, 920, 971, 1022, 1073, 1124, 1175, 1228, 1279, 1330, 1382, 1433, 1485, 1536, 1587, 1638, 1689, 1740, 1791, 1842, 1894, 1945, 1996, 2047, 2098, 2149, 2200, 2251, 2302, 2353, 2404, 2456, 2507, 2558, 2611, 2662, 2713, 2764, 2815, 2866, 2917, 2968, 3019, 3070, 3121, 3172, 3223, 3274, 3325, 3376, 3428, 3479, 3530, 3581, 3632, 3683, 3734, 3785, 3836, 3887, 3938, 3989, 4040, 4091, 4142, 4193, 4244, 4295, 4346, 4397, 4448, 4499, 4550, 4601, 4652, 4703, 4754, 4805, 4856, 4907, 4958, 5009, 5060, 5111, 5167, 5218, 5273, 5324, 5375, 5429, 5486, 5539, 5590, 5641, 5696, 5747, 5802, 5853, 5904, 5955, 6006, 6061, 6112, 6163, 6214, 6273, 6325, 6379, 6430, 6481, 6532, 6583, 6635, 6687, 6738, 6789, 6840, 6891, 6942, 6993, 7044, 7095, 7153, 7204, 7255, 7306, 7357, 7410, 7461, 7513, 7567, 7618, 7669, 7720, 7771, 7831, 7883, 7934, 7985, 8036, 8087, 8138, 8190, 8241, 8293, 8344, 8395, 8446, 8497, 8548, 8599, 8650, 8704, 8758, 8810, 8861, 8912, 8963, 9014, 9065, 9116, 9169, 9224, 9275, 9326, 9377, 9431, 9489, 9554, 9605, 9656, 9707, 9758, 9809, 9860, 9916, 9967, 10018, 10069, 10120, 10171, 10222, 10273, 10326, 10377]","[99, 150, 201, 252, 305, 356, 407, 458, 509, 560, 611, 662, 713, 764, 815, 867, 918, 969, 1020, 1071, 1122, 1173, 1224, 1277, 1328, 1379, 1431, 1482, 1534, 1585, 1636, 1687, 1738, 1789, 1840, 1891, 1943, 1994, 2045, 2096, 2147, 2198, 2249, 2300, 2351, 2402, 2453, 2505, 2556, 2607, 2660, 2711, 2762, 2813, 2864, 2915, 2966, 3017, 3068, 3119, 3170, 3221, 3272, 3323, 3374, 3425, 3477, 3528, 3579, 3630, 3681, 3732, 3783, 3834, 3885, 3936, 3987, 4038, 4089, 4140, 4191, 4242, 4293, 4344, 4395, 4446, 4497, 4548, 4599, 4650, 4701, 4752, 4803, 4854, 4905, 4956, 5007, 5058, 5109, 5160, 5216, 5267, 5322, 5373, 5424, 5478, 5535, 5588, 5639, 5690, 5745, 5796, 5851, 5902, 5953, 6004, 6055, 6110, 6161, 6212, 6263, 6322, 6374, 6428, 6479, 6530, 6581, 6632, 6684, 6736, 6787, 6838, 6889, 6940, 6991, 7042, 7093, 7144, 7202, 7253, 7304, 7355, 7406, 7459, 7510, 7562, 7616, 7667, 7718, 7769, 7820, 7880, 7932, 7983, 8034, 8085, 8136, 8187, 8239, 8290, 8342, 8393, 8444, 8495, 8546, 8597, 8648, 8699, 8753, 8807, 8859, 8910, 8961, 9012, 9063, 9114, 9165, 9218, 9273, 9324, 9375, 9426, 9480, 9538, 9603, 9654, 9705, 9756, 9807, 9858, 9909, 9965, 10016, 10067, 10118, 10169, 10220, 10271, 10322, 10375, 10426]",0.02,0.011
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]","[55, 299, 537, 593, 652, 708, 766, 826, 885, 937, 1108, 1159, 1227, 1283, 1382, 1456, 1821, 1966, 2058, 2109, 2294, 2345, 2401, 2462, 2529, 2585, 2717, 2768, 2883, 3081, 3132, 3188, 3245, 3297, 3349, 3575, 3626, 3954, 4091, 4233, 4289, 4423]","[104, 348, 586, 642, 701, 757, 815, 875, 934, 986, 1157, 1208, 1276, 1332, 1431, 1505, 1870, 2015, 2107, 2158, 2343, 2394, 2450, 2511, 2578, 2634, 2766, 2817, 2932, 3130, 3181, 3237, 3294, 3346, 3398, 3624, 3675, 4003, 4140, 4282, 4338, 4472]",0.087,0.209
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
