dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 913, 1014, 1115, 1216, 1317, 1418, 1519, 1627, 1728, 1829, 1930, 2031, 2132, 2233, 2334, 2435, 2536, 2637, 2738, 2839, 2940, 3041, 3142, 3243, 3344]","[199, 300, 401, 502, 603, 704, 805, 906, 1012, 1113, 1214, 1315, 1416, 1517, 1618, 1726, 1827, 1928, 2029, 2130, 2231, 2332, 2433, 2534, 2635, 2736, 2837, 2938, 3039, 3140, 3241, 3342, 3443]",0.057,0.032
EEGRat,[1000],"[50, 101, 157, 208, 267, 322, 380, 431, 482, 533, 584, 635, 686, 737, 794, 845, 896, 947, 998, 1055, 1106, 1157, 1210, 1289, 1340, 1391, 1443, 1497, 1548, 1616, 1677, 1728, 1780, 1851, 1902]","[99, 150, 206, 257, 316, 371, 429, 480, 531, 582, 633, 684, 735, 786, 843, 894, 945, 996, 1047, 1104, 1155, 1206, 1259, 1338, 1389, 1440, 1492, 1546, 1597, 1665, 1726, 1777, 1829, 1900, 1951]",0.105,0.078
EEGRat2,[1000],"[55, 106, 157, 210, 289, 340, 391, 443, 497, 548, 616, 677, 728, 780, 851, 902, 959, 1010, 1061, 1112, 1170, 1232, 1283, 1339, 1398, 1449, 1500, 1557, 1608, 1659, 1713, 1764, 1815, 1877, 1928]","[104, 155, 206, 259, 338, 389, 440, 492, 546, 597, 665, 726, 777, 829, 900, 951, 1008, 1059, 1110, 1161, 1219, 1281, 1332, 1388, 1447, 1498, 1549, 1606, 1657, 1708, 1762, 1813, 1864, 1926, 1977]",0.105,0.076
FaceFour,"[2800, 5600, 6650]","[250, 561, 888, 1139, 1390, 1641, 1934, 2287, 2633, 2935, 3186, 3437, 3688, 3939, 4190, 4441, 4756, 5078, 5432, 5683, 5954, 6288, 6539, 6841, 7092, 7352, 7603, 7884, 8135]","[499, 810, 1137, 1388, 1639, 1890, 2183, 2536, 2882, 3184, 3435, 3686, 3937, 4188, 4439, 4690, 5005, 5327, 5681, 5932, 6203, 6537, 6788, 7090, 7341, 7601, 7852, 8133, 8384]",0.118,0.157
GrandMalSeizures2,[4550],"[61, 161, 212, 299, 351, 406, 457, 601, 664, 715, 813, 892, 999, 1050, 1125, 1214, 1276, 1443, 1524, 1621, 1694, 1745, 1796, 1876, 1927, 1987, 2053, 2124, 2194, 2245, 2296, 2364, 2439, 2498, 2550, 2635, 2686, 2757, 2808, 2859, 2910, 2963, 3014, 3075, 3129, 3180, 3242, 3293, 3344, 3395, 3446, 3512, 3563, 3614, 3670, 3752, 3811, 3866, 4002, 4068, 4121, 4172, 4237, 4311, 4375, 4443, 4494, 4545, 4596, 4647, 4698, 4749, 4800, 4851, 4902, 4953, 5004, 5055, 5109, 5160, 5211, 5262, 5313, 5364, 5415, 5466, 5517, 5568, 5619, 5724, 5775, 5826, 5877, 5928, 5986, 6037, 6088, 6144, 6195, 6246, 6297, 6348, 6399, 6450, 6501, 6552, 6603, 6654, 6705, 6756, 6816, 6867, 6918, 6972, 7023, 7074, 7125, 7176, 7227, 7278, 7329, 7380, 7431, 7482, 7533, 7584, 7635, 7686, 7737, 7788, 7839, 7890, 7941, 7992, 8043, 8094, 8145, 8196, 8247, 8299, 8350, 8401, 8452, 8503, 8554, 8605, 8659, 8710, 8761, 8812, 8863, 8914, 8965, 9016, 9067, 9118, 9171, 9222, 9273, 9324, 9377, 9430, 9481, 9554, 9605, 9656, 9707, 9758, 9809, 9860, 9911, 9962, 10013, 10064, 10129, 10180, 10231, 10282, 10333]","[110, 210, 261, 348, 400, 455, 506, 650, 713, 764, 862, 941, 1048, 1099, 1174, 1263, 1325, 1492, 1573, 1670, 1743, 1794, 1845, 1925, 1976, 2036, 2102, 2173, 2243, 2294, 2345, 2413, 2488, 2547, 2599, 2684, 2735, 2806, 2857, 2908, 2959, 3012, 3063, 3124, 3178, 3229, 3291, 3342, 3393, 3444, 3495, 3561, 3612, 3663, 3719, 3801, 3860, 3915, 4051, 4117, 4170, 4221, 4286, 4360, 4424, 4492, 4543, 4594, 4645, 4696, 4747, 4798, 4849, 4900, 4951, 5002, 5053, 5104, 5158, 5209, 5260, 5311, 5362, 5413, 5464, 5515, 5566, 5617, 5668, 5773, 5824, 5875, 5926, 5977, 6035, 6086, 6137, 6193, 6244, 6295, 6346, 6397, 6448, 6499, 6550, 6601, 6652, 6703, 6754, 6805, 6865, 6916, 6967, 7021, 7072, 7123, 7174, 7225, 7276, 7327, 7378, 7429, 7480, 7531, 7582, 7633, 7684, 7735, 7786, 7837, 7888, 7939, 7990, 8041, 8092, 8143, 8194, 8245, 8296, 8348, 8399, 8450, 8501, 8552, 8603, 8654, 8708, 8759, 8810, 8861, 8912, 8963, 9014, 9065, 9116, 9167, 9220, 9271, 9322, 9373, 9426, 9479, 9530, 9603, 9654, 9705, 9756, 9807, 9858, 9909, 9960, 10011, 10062, 10113, 10178, 10229, 10280, 10331, 10382]",0.022,0.026
GreatBarbet1,"[1900, 3700]","[250, 1748, 1999, 2250, 3262, 3606]","[499, 1997, 2248, 2499, 3511, 3855]",0.2,0.729
Herring,[],"[50, 108, 159, 210, 261, 312, 363, 414, 465, 516, 567, 640, 691, 746, 802, 853, 904, 955, 1006, 1060, 1111, 1162, 1213, 1281, 1332, 1383, 1441, 1492, 1543, 1594, 1665, 1716, 1774, 1826, 1877, 1928, 1979, 2030, 2081, 2132, 2183, 2234, 2293, 2344, 2395, 2446, 2497, 2548, 2599, 2650, 2701, 2752, 2803, 2854, 2905, 2956, 3007, 3072, 3123, 3184, 3235, 3286, 3337, 3388, 3439, 3490, 3541, 3592, 3643, 3694, 3746, 3797, 3848, 3899, 3954, 4005, 4056, 4107, 4158, 4225, 4276, 4339, 4390, 4441, 4492, 4543, 4594, 4645, 4696, 4747, 4798, 4849, 4900]","[99, 157, 208, 259, 310, 361, 412, 463, 514, 565, 616, 689, 740, 795, 851, 902, 953, 1004, 1055, 1109, 1160, 1211, 1262, 1330, 1381, 1432, 1490, 1541, 1592, 1643, 1714, 1765, 1823, 1875, 1926, 1977, 2028, 2079, 2130, 2181, 2232, 2283, 2342, 2393, 2444, 2495, 2546, 2597, 2648, 2699, 2750, 2801, 2852, 2903, 2954, 3005, 3056, 3121, 3172, 3233, 3284, 3335, 3386, 3437, 3488, 3539, 3590, 3641, 3692, 3743, 3795, 3846, 3897, 3948, 4003, 4054, 4105, 4156, 4207, 4274, 4325, 4388, 4439, 4490, 4541, 4592, 4643, 4694, 4745, 4796, 4847, 4898, 4949]",0.021,0.018
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 356, 410, 461, 512, 563, 614, 665, 716, 767, 818, 869, 920, 971, 1022, 1073, 1124, 1175, 1226, 1277, 1328, 1379, 1430, 1481, 1532, 1583, 1634, 1685, 1736, 1787, 1838, 1889, 1940, 1991, 2042, 2093, 2144, 2195, 2246, 2297, 2348, 2399, 2450, 2501, 2552, 2603, 2654, 2705, 2756, 2807, 2858, 2909, 2960, 3011, 3062, 3113, 3164, 3215, 3266, 3317, 3368, 3419, 3470, 3521, 3572, 3623, 3674, 3725, 3776, 3827, 3878, 3929, 3980, 4031, 4082, 4133, 4184, 4235, 4286, 4337, 4388, 4439, 4490, 4541, 4592, 4643, 4694, 4745]","[99, 150, 201, 252, 303, 354, 405, 459, 510, 561, 612, 663, 714, 765, 816, 867, 918, 969, 1020, 1071, 1122, 1173, 1224, 1275, 1326, 1377, 1428, 1479, 1530, 1581, 1632, 1683, 1734, 1785, 1836, 1887, 1938, 1989, 2040, 2091, 2142, 2193, 2244, 2295, 2346, 2397, 2448, 2499, 2550, 2601, 2652, 2703, 2754, 2805, 2856, 2907, 2958, 3009, 3060, 3111, 3162, 3213, 3264, 3315, 3366, 3417, 3468, 3519, 3570, 3621, 3672, 3723, 3774, 3825, 3876, 3927, 3978, 4029, 4080, 4131, 4182, 4233, 4284, 4335, 4386, 4437, 4488, 4539, 4590, 4641, 4692, 4743, 4794]",0.062,0.038
InsectEPG1,[3802],"[390, 719, 1353, 1623, 1945, 2285, 2536, 2787, 3094, 3345, 3596, 3847, 4264, 4515, 4766, 5017, 5268, 5558, 5980, 6338, 6919, 7505, 7925, 8229, 8576, 8827, 9078, 9329, 9580, 10289, 10796, 11195, 11587, 11867, 13052, 13303, 13674, 14219, 14729, 14980, 15652, 15925, 16176, 16427]","[639, 968, 1602, 1872, 2194, 2534, 2785, 3036, 3343, 3594, 3845, 4096, 4513, 4764, 5015, 5266, 5517, 5807, 6229, 6587, 7168, 7754, 8174, 8478, 8825, 9076, 9327, 9578, 9829, 10538, 11045, 11444, 11836, 12116, 13301, 13552, 13923, 14468, 14978, 15229, 15901, 16174, 16425, 16676]",0.085,0.107
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[4436],[5185],0.5,0.674
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[58, 129, 186, 257, 330, 385, 458, 512, 563, 614, 665, 716, 769, 841, 898, 962, 1024, 1083, 1153, 1209, 1272, 1323, 1374, 1425, 1476, 1527, 1578, 1629, 1680, 1731, 1782, 1833, 1884, 1935, 1986, 2037, 2088, 2141, 2192, 2243, 2294, 2345, 2396, 2451, 2502, 2553, 2604, 2656, 2707, 2758, 2809, 2861, 2912, 2963, 3014, 3065, 3118, 3172, 3223, 3274, 3325, 3376, 3428, 3479, 3530, 3581, 3632, 3683, 3734, 3785, 3836, 3889, 3940, 3991, 4042, 4093, 4144, 4195, 4246, 4297, 4351, 4402, 4453, 4504, 4555, 4606, 4657, 4708, 4759, 4810, 4861, 4930, 4981, 5032, 5083, 5134, 5185, 5236, 5287, 5338, 5389, 5440, 5491, 5542, 5599, 5650, 5701, 5752, 5803, 5854, 5905, 5956, 6007, 6058, 6110, 6161, 6212, 6263, 6314]","[107, 178, 235, 306, 379, 434, 507, 561, 612, 663, 714, 765, 818, 890, 947, 1011, 1073, 1132, 1202, 1258, 1321, 1372, 1423, 1474, 1525, 1576, 1627, 1678, 1729, 1780, 1831, 1882, 1933, 1984, 2035, 2086, 2137, 2190, 2241, 2292, 2343, 2394, 2445, 2500, 2551, 2602, 2653, 2705, 2756, 2807, 2858, 2910, 2961, 3012, 3063, 3114, 3167, 3221, 3272, 3323, 3374, 3425, 3477, 3528, 3579, 3630, 3681, 3732, 3783, 3834, 3885, 3938, 3989, 4040, 4091, 4142, 4193, 4244, 4295, 4346, 4400, 4451, 4502, 4553, 4604, 4655, 4706, 4757, 4808, 4859, 4910, 4979, 5030, 5081, 5132, 5183, 5234, 5285, 5336, 5387, 5438, 5489, 5540, 5591, 5648, 5699, 5750, 5801, 5852, 5903, 5954, 6005, 6056, 6107, 6159, 6210, 6261, 6312, 6363]",0.08,0.053
