dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 919, 1020, 1121, 1222, 1323, 1424, 1525, 1633, 1734, 1835, 1936, 2037, 2138, 2239, 2361, 2462, 2563, 2664, 2765, 2866, 2967, 3074, 3175, 3276]","[199, 300, 401, 502, 603, 704, 805, 906, 1018, 1119, 1220, 1321, 1422, 1523, 1624, 1732, 1833, 1934, 2035, 2136, 2237, 2338, 2460, 2561, 2662, 2763, 2864, 2965, 3066, 3173, 3274, 3375]",0.059,0.052
EEGRat,[1000],"[66, 117, 168, 219, 270, 360, 411, 462, 513, 564, 615, 666, 726, 828, 879, 930, 991, 1067, 1125, 1176, 1227, 1296, 1363, 1472, 1523, 1620, 1901]","[115, 166, 217, 268, 319, 409, 460, 511, 562, 613, 664, 715, 775, 877, 928, 979, 1040, 1116, 1174, 1225, 1276, 1345, 1412, 1521, 1572, 1669, 1950]",0.133,0.192
EEGRat2,[1000],"[67, 125, 176, 227, 296, 363, 472, 523, 620, 901, 952, 1003, 1111, 1237, 1481, 1536, 1605, 1926]","[116, 174, 225, 276, 345, 412, 521, 572, 669, 950, 1001, 1052, 1160, 1286, 1530, 1585, 1654, 1975]",0.19,0.301
FaceFour,"[2800, 5600, 6650]","[3180, 3446, 3877, 4146]","[3429, 3695, 4126, 4395]",0.222,0.497
GrandMalSeizures2,[4550],"[2333, 2830, 2881, 2967, 3042, 3204, 3255, 3339, 3550, 3638, 4206, 4312, 4375, 4446, 4519, 4570, 4621, 4672, 4806, 4857, 4908, 4959, 5018, 5069, 5205, 5358, 5409, 5463, 5842, 5893, 5955, 6077, 6128, 6186, 6278, 6330, 6392, 6443, 6494, 6545, 6596, 6647, 6698, 6749, 6800, 6875, 6934, 7007, 7058, 7117, 7168, 7219, 7270, 7327, 7396, 7463, 7570, 7625, 7702, 7753, 7892, 7944, 8021, 8077, 8128, 8210, 8261, 8322, 8384, 8435, 8490, 8554, 8668, 8719, 8797, 8871, 8922, 8973, 9025, 9076, 9127, 9255, 9306, 9357, 9462, 9513, 9587, 9687, 9738, 9789, 9854, 9927, 9979, 10031, 10169, 10220, 10271, 10349]","[2382, 2879, 2930, 3016, 3091, 3253, 3304, 3388, 3599, 3687, 4255, 4361, 4424, 4495, 4568, 4619, 4670, 4721, 4855, 4906, 4957, 5008, 5067, 5118, 5254, 5407, 5458, 5512, 5891, 5942, 6004, 6126, 6177, 6235, 6327, 6379, 6441, 6492, 6543, 6594, 6645, 6696, 6747, 6798, 6849, 6924, 6983, 7056, 7107, 7166, 7217, 7268, 7319, 7376, 7445, 7512, 7619, 7674, 7751, 7802, 7941, 7993, 8070, 8126, 8177, 8259, 8310, 8371, 8433, 8484, 8539, 8603, 8717, 8768, 8846, 8920, 8971, 9022, 9074, 9125, 9176, 9304, 9355, 9406, 9511, 9562, 9636, 9736, 9787, 9838, 9903, 9976, 10028, 10080, 10218, 10269, 10320, 10398]",0.04,0.26
GreatBarbet1,"[1900, 3700]","[1815, 2141, 3688]","[2064, 2390, 3937]",0.571,0.926
Herring,[],"[65, 116, 170, 323, 426, 477, 548, 682, 750, 810, 878, 961, 1012, 1064, 1192, 1344, 1395, 1451, 1574, 1705, 1831, 1885, 1987, 2088, 2181, 2232, 2301, 2352, 2474, 2602, 2672, 2730, 2855, 2906, 2982, 3036, 3110, 3239, 3372, 3440, 3501, 3565, 3625, 3753, 3878, 4009, 4077, 4137, 4188, 4265, 4392, 4547, 4648, 4776, 4904]","[114, 165, 219, 372, 475, 526, 597, 731, 799, 859, 927, 1010, 1061, 1113, 1241, 1393, 1444, 1500, 1623, 1754, 1880, 1934, 2036, 2137, 2230, 2281, 2350, 2401, 2523, 2651, 2721, 2779, 2904, 2955, 3031, 3085, 3159, 3288, 3421, 3489, 3550, 3614, 3674, 3802, 3927, 4058, 4126, 4186, 4237, 4314, 4441, 4596, 4697, 4825, 4953]",0.035,0.031
InlineSkate,"[1058, 2704]","[50, 101, 152, 207, 258, 309, 360, 411, 524, 575, 640, 691, 742, 793, 844, 895, 946, 997, 1048, 1099, 1150, 1204, 1271, 1322, 1373, 1431, 1482, 1533, 1584, 1635, 1686, 1737, 1804, 1865, 1916, 1967, 2018, 2069, 2120, 2171, 2226, 2277, 2328, 2381, 2432, 2483, 2534, 2585, 2638, 2689, 2747, 2798, 2869, 2926, 2977, 3028, 3079, 3130, 3181, 3232, 3283, 3334, 3388, 3439, 3514, 3565, 3616, 3667, 3762, 3813, 3869, 3920, 3990, 4041, 4092, 4143, 4194, 4245, 4296, 4347, 4410, 4461, 4512, 4576, 4627, 4678, 4736]","[99, 150, 201, 256, 307, 358, 409, 460, 573, 624, 689, 740, 791, 842, 893, 944, 995, 1046, 1097, 1148, 1199, 1253, 1320, 1371, 1422, 1480, 1531, 1582, 1633, 1684, 1735, 1786, 1853, 1914, 1965, 2016, 2067, 2118, 2169, 2220, 2275, 2326, 2377, 2430, 2481, 2532, 2583, 2634, 2687, 2738, 2796, 2847, 2918, 2975, 3026, 3077, 3128, 3179, 3230, 3281, 3332, 3383, 3437, 3488, 3563, 3614, 3665, 3716, 3811, 3862, 3918, 3969, 4039, 4090, 4141, 4192, 4243, 4294, 4345, 4396, 4459, 4510, 4561, 4625, 4676, 4727, 4785]",0.066,0.057
InsectEPG1,[3802],"[447, 786, 1413, 1669, 2330, 2745, 3244, 3495, 3984, 4282, 4533, 4784, 5054, 5305, 6076, 6365, 7518, 7946, 8785, 9084, 9578, 11870]","[696, 1035, 1662, 1918, 2579, 2994, 3493, 3744, 4233, 4531, 4782, 5033, 5303, 5554, 6325, 6614, 7767, 8195, 9034, 9333, 9827, 12119]",0.08,0.341
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],"[785, 2733]","[1534, 3482]",0.4,0.823
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[91, 142, 215, 266, 343, 394, 470, 521, 597, 648, 726, 777, 858, 909, 965, 1026, 1112, 1163, 1224, 1340, 1403, 1454, 1599, 1751, 1855, 1966, 2017, 2085, 2239, 2290, 2341, 2392, 2455, 2506, 2557, 2624, 2675, 2727, 2788, 2884, 2935, 2995, 3056, 3139, 3190, 3264, 3315, 3387, 3438, 3564, 3654, 3705, 3776, 3827, 3891, 3942, 4020, 4071, 4122, 4173, 4227, 4278, 4329, 4410, 4461, 4512, 4563, 4614, 4665, 4716, 4767, 4818, 4869, 4939, 4993, 5044, 5095, 5146, 5197, 5248, 5299, 5350, 5408, 5476, 5533, 5584, 5635, 5686, 5737, 5789, 5855, 5906, 5957, 6008, 6059, 6116, 6179, 6238, 6289, 6340]","[140, 191, 264, 315, 392, 443, 519, 570, 646, 697, 775, 826, 907, 958, 1014, 1075, 1161, 1212, 1273, 1389, 1452, 1503, 1648, 1800, 1904, 2015, 2066, 2134, 2288, 2339, 2390, 2441, 2504, 2555, 2606, 2673, 2724, 2776, 2837, 2933, 2984, 3044, 3105, 3188, 3239, 3313, 3364, 3436, 3487, 3613, 3703, 3754, 3825, 3876, 3940, 3991, 4069, 4120, 4171, 4222, 4276, 4327, 4378, 4459, 4510, 4561, 4612, 4663, 4714, 4765, 4816, 4867, 4918, 4988, 5042, 5093, 5144, 5195, 5246, 5297, 5348, 5399, 5457, 5525, 5582, 5633, 5684, 5735, 5786, 5838, 5904, 5955, 6006, 6057, 6108, 6165, 6228, 6287, 6338, 6389]",0.094,0.081
TiltECG,[25000],"[24019, 25020, 26258, 27696, 28989, 32126, 33127, 34128, 37210]","[25018, 26019, 27257, 28695, 29988, 33125, 34126, 35127, 38209]",0.333,0.679
ToeSegmentation1,[1385],"[110, 161, 212, 336, 399, 450, 501, 580, 662, 713, 777, 828, 888, 1047, 1098, 1149, 1231, 1319, 1370, 1458, 1509, 1578, 1629, 1701, 1752, 1886, 1960, 2035, 2132, 2239, 2298, 2391, 2464]","[159, 210, 261, 385, 448, 499, 550, 629, 711, 762, 826, 877, 937, 1096, 1147, 1198, 1280, 1368, 1419, 1507, 1558, 1627, 1678, 1750, 1801, 1935, 2009, 2084, 2181, 2288, 2347, 2440, 2513]",0.111,0.168
ToeSegmentation2,[1543],"[50, 101, 152, 203, 263, 315, 370, 434, 486, 544, 614, 665, 716, 794, 868, 934, 999, 1050, 1101, 1152, 1203, 1260, 1316, 1434, 1492, 1545, 1596, 1662, 1742, 1799, 1856, 1907, 1992, 2070, 2153, 2238, 2290, 2341, 2399, 2497, 2548, 2599, 2657, 2718, 2769, 2820, 2881, 2932, 3000]","[99, 150, 201, 252, 312, 364, 419, 483, 535, 593, 663, 714, 765, 843, 917, 983, 1048, 1099, 1150, 1201, 1252, 1309, 1365, 1483, 1541, 1594, 1645, 1711, 1791, 1848, 1905, 1956, 2041, 2119, 2202, 2287, 2339, 2390, 2448, 2546, 2597, 2648, 2706, 2767, 2818, 2869, 2930, 2981, 3049]",0.077,0.07
Trace,"[1443, 2955]","[1809, 2332, 2977, 3228, 3479, 4315, 4622]","[2058, 2581, 3226, 3477, 3728, 4564, 4871]",0.364,0.511
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]","[189, 247, 666, 719, 770, 822, 1001, 1166, 1304, 1355, 1407, 1575, 1626, 1677, 1728, 1937, 2013, 2103]","[238, 296, 715, 768, 819, 871, 1050, 1215, 1353, 1404, 1456, 1624, 1675, 1726, 1777, 1986, 2062, 2152]",0.182,0.294
Yoga,[7295],"[597, 703, 884, 1030, 1081, 1208, 1459, 1626, 1855, 2113, 2164, 2219, 2325, 2679, 2785, 3021, 3125, 3176, 3270, 3332, 3383, 3446, 3928, 4820, 4917, 5257, 5308, 5784, 5836, 6221, 6370, 6422, 6687, 6859, 6910, 7322, 7373, 7426, 7488, 7540, 7594, 7732, 7808, 8020, 8071, 8290, 8743, 8806, 9303, 9514, 9567, 9942, 9993, 10048, 10099, 10310, 10362, 10414, 10472, 10523, 10576, 10939, 11094, 11326, 11647, 11698, 11961, 12424, 13505, 13557, 13772, 13972, 14497, 14998, 15251, 15303, 15362, 15424, 15799, 15850, 15901]","[646, 752, 933, 1079, 1130, 1257, 1508, 1675, 1904, 2162, 2213, 2268, 2374, 2728, 2834, 3070, 3174, 3225, 3319, 3381, 3432, 3495, 3977, 4869, 4966, 5306, 5357, 5833, 5885, 6270, 6419, 6471, 6736, 6908, 6959, 7371, 7422, 7475, 7537, 7589, 7643, 7781, 7857, 8069, 8120, 8339, 8792, 8855, 9352, 9563, 9616, 9991, 10042, 10097, 10148, 10359, 10411, 10463, 10521, 10572, 10625, 10988, 11143, 11375, 11696, 11747, 12010, 12473, 13554, 13606, 13821, 14021, 14546, 15047, 15300, 15352, 15411, 15473, 15848, 15899, 15950]",0.048,0.124
