dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 925, 1026, 1127, 1228, 1358, 1459, 1560, 1661, 1785, 1886, 1987, 2088, 2189, 2290, 2391, 2501, 2602, 2703, 2804, 2905, 3006, 3107, 3224, 3325]","[199, 300, 401, 502, 603, 704, 805, 906, 1024, 1125, 1226, 1327, 1457, 1558, 1659, 1760, 1884, 1985, 2086, 2187, 2288, 2389, 2490, 2600, 2701, 2802, 2903, 3004, 3105, 3206, 3323, 3424]",0.059,0.038
EEGRat,[1000],"[82, 134, 185, 236, 292, 455, 506, 569, 620, 671, 726, 826, 877, 928, 979, 1030]","[131, 183, 234, 285, 341, 504, 555, 618, 669, 720, 775, 875, 926, 977, 1028, 1079]",0.105,0.566
EEGRat2,[1000],"[1486, 1604]","[1535, 1653]",0.4,0.534
FaceFour,"[2800, 5600, 6650]","[3186, 3889]","[3435, 4138]",0.286,0.505
GrandMalSeizures2,[4550],"[50, 101, 152, 203, 254, 305, 356, 407, 458, 509, 560, 611, 662, 713, 764, 815, 866, 917, 968, 1019, 1070, 1122, 1173, 1224, 1276, 1327, 1378, 1429, 1480, 1531, 1582, 1633, 1684, 1735, 1786, 1837, 1888, 1939, 1991, 2042, 2093, 2144, 2195, 2246, 2297, 2348, 2399, 2450, 2501, 2552, 2603, 2654, 2705, 2756, 2807, 2858, 2909, 2960, 3011, 3062, 3113, 3164, 3215, 3266, 3317, 3368, 3419, 3471, 3522, 3573, 3624, 3675, 3726, 3777, 3829, 3880, 3931, 3982, 4033, 4084, 4135, 4186, 4237, 4288, 4339, 4390, 4441, 4492, 4543, 4594, 4645, 4696, 4747, 4798, 4849, 4900, 4951, 5002, 5053, 5104, 5155, 5206, 5257, 5308, 5359, 5410, 5461, 5512, 5563, 5614, 5665, 5716, 5767, 5818, 5869, 5920, 5971, 6023, 6074, 6125, 6176, 6227, 6278, 6329, 6380, 6431, 6482, 6533, 6584, 6635, 6686, 6737, 6788, 6839, 6890, 6941, 6992, 7043, 7094, 7145, 7196, 7247, 7298, 7349, 7400, 7451, 7502, 7553, 7604, 7655, 7706, 7757, 7808, 7859, 7910, 7961, 8012, 8063, 8114, 8165, 8216, 8267, 8318, 8369, 8420, 8471, 8522, 8573, 8624, 8675, 8726, 8777, 8828, 8879, 8930, 8981, 9032, 9083, 9134, 9185, 9237, 9288, 9339, 9394, 9445, 9496, 9547, 9598, 9649, 9702, 9754, 9805, 9856, 9907, 9958, 10009, 10060, 10111, 10162, 10213, 10264, 10315, 10366]","[99, 150, 201, 252, 303, 354, 405, 456, 507, 558, 609, 660, 711, 762, 813, 864, 915, 966, 1017, 1068, 1119, 1171, 1222, 1273, 1325, 1376, 1427, 1478, 1529, 1580, 1631, 1682, 1733, 1784, 1835, 1886, 1937, 1988, 2040, 2091, 2142, 2193, 2244, 2295, 2346, 2397, 2448, 2499, 2550, 2601, 2652, 2703, 2754, 2805, 2856, 2907, 2958, 3009, 3060, 3111, 3162, 3213, 3264, 3315, 3366, 3417, 3468, 3520, 3571, 3622, 3673, 3724, 3775, 3826, 3878, 3929, 3980, 4031, 4082, 4133, 4184, 4235, 4286, 4337, 4388, 4439, 4490, 4541, 4592, 4643, 4694, 4745, 4796, 4847, 4898, 4949, 5000, 5051, 5102, 5153, 5204, 5255, 5306, 5357, 5408, 5459, 5510, 5561, 5612, 5663, 5714, 5765, 5816, 5867, 5918, 5969, 6020, 6072, 6123, 6174, 6225, 6276, 6327, 6378, 6429, 6480, 6531, 6582, 6633, 6684, 6735, 6786, 6837, 6888, 6939, 6990, 7041, 7092, 7143, 7194, 7245, 7296, 7347, 7398, 7449, 7500, 7551, 7602, 7653, 7704, 7755, 7806, 7857, 7908, 7959, 8010, 8061, 8112, 8163, 8214, 8265, 8316, 8367, 8418, 8469, 8520, 8571, 8622, 8673, 8724, 8775, 8826, 8877, 8928, 8979, 9030, 9081, 9132, 9183, 9234, 9286, 9337, 9388, 9443, 9494, 9545, 9596, 9647, 9698, 9751, 9803, 9854, 9905, 9956, 10007, 10058, 10109, 10160, 10211, 10262, 10313, 10364, 10415]",0.019,0.011
GreatBarbet1,"[1900, 3700]","[1829, 2164]","[2078, 2413]",0.333,0.683
Herring,[],"[67, 172, 364, 430, 518, 569, 713, 814, 964, 1068, 1194, 1347, 1398, 1576, 1832, 1991, 2095, 2179, 2230, 2305, 2356, 2480, 2606, 2760, 2857, 2911, 2982, 3114, 3242, 3376, 3531, 3628, 3757, 3883, 4011, 4140, 4296, 4395, 4550, 4651, 4779, 4933]","[116, 221, 413, 479, 567, 618, 762, 863, 1013, 1117, 1243, 1396, 1447, 1625, 1881, 2040, 2144, 2228, 2279, 2354, 2405, 2529, 2655, 2809, 2906, 2960, 3031, 3163, 3291, 3425, 3580, 3677, 3806, 3932, 4060, 4189, 4345, 4444, 4599, 4700, 4828, 4982]",0.045,0.051
InlineSkate,"[1058, 2704]","[50, 101, 162, 213, 264, 315, 373, 424, 525, 576, 636, 691, 753, 808, 872, 923, 974, 1055, 1106, 1157, 1208, 1263, 1317, 1369, 1435, 1504, 1578, 1629, 1680, 1731, 1794, 1862, 1913, 1964, 2021, 2081, 2141, 2231, 2282, 2333, 2387, 2446, 2506, 2572, 2646, 2700, 2751, 2802, 2858, 2927, 3003, 3056, 3118, 3175, 3235, 3286, 3337, 3388, 3473, 3524, 3575, 3626, 3703, 3759, 3810, 3861, 3912, 3963, 4014, 4065, 4116, 4167, 4223, 4274, 4325, 4376, 4427, 4478, 4529, 4580, 4659, 4710, 4761]","[99, 150, 211, 262, 313, 364, 422, 473, 574, 625, 685, 740, 802, 857, 921, 972, 1023, 1104, 1155, 1206, 1257, 1312, 1366, 1418, 1484, 1553, 1627, 1678, 1729, 1780, 1843, 1911, 1962, 2013, 2070, 2130, 2190, 2280, 2331, 2382, 2436, 2495, 2555, 2621, 2695, 2749, 2800, 2851, 2907, 2976, 3052, 3105, 3167, 3224, 3284, 3335, 3386, 3437, 3522, 3573, 3624, 3675, 3752, 3808, 3859, 3910, 3961, 4012, 4063, 4114, 4165, 4216, 4272, 4323, 4374, 4425, 4476, 4527, 4578, 4629, 4708, 4759, 4810]",0.069,0.057
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],"[750, 1501, 2252, 3003, 3754, 4505, 5256, 6007]","[1499, 2250, 3001, 3752, 4503, 5254, 6005, 6756]",0.364,0.288
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[92, 143, 219, 270, 348, 399, 476, 527, 603, 654, 730, 781, 861, 1027, 1117, 1168, 1336, 1407, 1458, 1601, 1758, 1892, 1968, 2019, 2083, 2244, 2295, 2346, 2397, 2456, 2507, 2558, 2614, 2665, 2757, 2808, 2881, 2932, 3024, 3136, 3187, 3258, 3309, 3378, 3431, 3527, 3578, 3653, 3704, 3769, 3823, 3919, 3971, 4024, 4075, 4126, 4177, 4235, 4286, 4354, 4435, 4492, 4552, 4613, 4688, 4739, 4793, 4844, 4942, 4996, 5047, 5098, 5149, 5220, 5281, 5350, 5411, 5478, 5536, 5603, 5663, 5734, 5792, 5858, 5920, 5992, 6051, 6118, 6179, 6241, 6304]","[141, 192, 268, 319, 397, 448, 525, 576, 652, 703, 779, 830, 910, 1076, 1166, 1217, 1385, 1456, 1507, 1650, 1807, 1941, 2017, 2068, 2132, 2293, 2344, 2395, 2446, 2505, 2556, 2607, 2663, 2714, 2806, 2857, 2930, 2981, 3073, 3185, 3236, 3307, 3358, 3427, 3480, 3576, 3627, 3702, 3753, 3818, 3872, 3968, 4020, 4073, 4124, 4175, 4226, 4284, 4335, 4403, 4484, 4541, 4601, 4662, 4737, 4788, 4842, 4893, 4991, 5045, 5096, 5147, 5198, 5269, 5330, 5399, 5460, 5527, 5585, 5652, 5712, 5783, 5841, 5907, 5969, 6041, 6100, 6167, 6228, 6290, 6353]",0.103,0.099
TiltECG,[25000],"[1000, 2001, 3002, 4003, 5004, 6005, 7006, 8007, 9008, 10009, 11010, 12011, 13012, 14013, 15014, 16015, 17016, 18017, 19018, 20019, 21020, 22021, 23022, 24023, 25024, 26025, 27026, 28027, 29028, 30029, 31030, 32031, 33032, 34033, 35034, 36035, 37036, 38037]","[1999, 3000, 4001, 5002, 6003, 7004, 8005, 9006, 10007, 11008, 12009, 13010, 14011, 15012, 16013, 17014, 18015, 19016, 20017, 21018, 22019, 23020, 24021, 25022, 26023, 27024, 28025, 29026, 30027, 31028, 32029, 33030, 34031, 35032, 36033, 37034, 38035, 39036]",0.098,0.074
ToeSegmentation1,[1385],"[155, 207, 351, 402, 667, 718, 890, 1349, 1400, 1462, 1513, 1621, 1672, 1723, 1893, 1963, 2135, 2242, 2311, 2394]","[204, 256, 400, 451, 716, 767, 939, 1398, 1449, 1511, 1562, 1670, 1721, 1772, 1942, 2012, 2184, 2291, 2360, 2443]",0.174,0.301
